WKT,ID,NATURE,TOPONYME
"MULTIPOINT ((5.67252036770846 45.2329911981208))",CONSPONC0000002218421040,Antenne,
"MULTIPOINT ((5.67248993333301 45.2329414734707))",CONSPONC0000002218421041,Antenne,
"MULTIPOINT ((5.70777301046667 45.103314681909))",CONSPONC0000002218421042,Antenne,
"MULTIPOINT ((5.71625145543892 45.1915087696678))",CONSPONC0000002218421043,Clocher,
"MULTIPOINT ((5.90208469024478 45.1263383084165))",CONSPONC0000002005829736,Antenne,
"MULTIPOINT ((5.90215618542827 45.1261220063904))",CONSPONC0000002005829737,Antenne,
"MULTIPOINT ((5.9020248460042 45.125994778273))",CONSPONC0000002005829738,Antenne,
"MULTIPOINT ((5.697887896308 45.3765132074599))",CONSPONC0000002203329677,Transformateur,
"MULTIPOINT ((5.64455254599047 45.0224340861217))",CONSPONC0000002203822881,Clocher,
"MULTIPOINT ((5.75551807093449 45.0676482405833))",CONSPONC0000002203822888,Clocher,
"MULTIPOINT ((5.75706567196026 45.1478710032256))",CONSPONC0000002203822889,Autre construction élevée,
"MULTIPOINT ((5.75632476033013 45.1476920050615))",CONSPONC0000002203822890,Autre construction élevée,
"MULTIPOINT ((5.75850643841944 45.0701626736331))",CONSPONC0000002203822898,Clocher,
"MULTIPOINT ((5.77305445775284 45.0241417178952))",CONSPONC0000002203755614,Clocher,
"MULTIPOINT ((5.71614944236985 45.1917689238761))",CONSPONC0000002203822899,Clocher,
"MULTIPOINT ((5.77553928589461 45.2135586044455))",CONSPONC0000002203822904,Clocher,
"MULTIPOINT ((5.84875100644456 45.1647806958975))",CONSPONC0000002203810010,Clocher,
"MULTIPOINT ((5.75069837918031 44.8183390074795))",CONSPONC0000002203822906,Clocher,
"MULTIPOINT ((5.83776667058753 45.2027331530575))",CONSPONC0000002203755617,Croix,
"MULTIPOINT ((5.74919620644422 44.9867768619562))",CONSPONC0000002203822907,Clocher,
"MULTIPOINT ((5.83014375889339 45.2111203396743))",CONSPONC0000000290084926,Transformateur,
"MULTIPOINT ((5.77129676872002 45.0732651778406))",CONSPONC0000002203822913,Croix,
"MULTIPOINT ((5.75751208956673 45.0118536227222))",CONSPONC0000002203822914,Clocher,
"MULTIPOINT ((5.85377424742411 45.4150540904182))",CONSPONC0000000007522426,Clocher,
"MULTIPOINT ((5.71216711498004 45.1044186908675))",CONSPONC0000002203822923,Cheminée,
"MULTIPOINT ((6.14353453848886 45.0488038799511))",CONSPONC0000002203822925,Antenne,
"MULTIPOINT ((5.84863184288184 45.1586254170184))",CONSPONC0000002203810014,Croix,
"MULTIPOINT ((5.7732752564328 45.4386768224779))",CONSPONC0000000007522383,Clocher,
"MULTIPOINT ((5.76586397706442 45.0854062169063))",CONSPONC0000000015313031,Transformateur,
"MULTIPOINT ((5.75181347228919 44.9908500583815))",CONSPONC0000002203822926,Clocher,
"MULTIPOINT ((5.70782568917897 45.1081838263147))",CONSPONC0000002203822933,Antenne,
"MULTIPOINT ((5.70609671613547 45.0284826751222))",CONSPONC0000002203822949,Croix,
"MULTIPOINT ((5.82847634720568 45.19809360627))",CONSPONC0000002203810020,Transformateur,
"MULTIPOINT ((5.99663884054348 45.4253477705918))",CONSPONC0000002203810024,Antenne,
"MULTIPOINT ((5.9203487493208 44.8323017533969))",CONSPONC0000002203810026,Croix,
"MULTIPOINT ((5.83599946939145 45.1631485971737))",CONSPONC0000002203810031,Clocher,
"MULTIPOINT ((6.0897143592347 45.0323926280713))",CONSPONC0000002203810035,Clocher,
"MULTIPOINT ((5.77168705534215 45.0782413127684))",CONSPONC0000002203810041,Antenne,
"MULTIPOINT ((5.65504675429767 45.0281229025478))",CONSPONC0000002203810047,Clocher,
"MULTIPOINT ((5.73599456828238 45.1319367374156))",CONSPONC0000000007522998,Antenne,
"MULTIPOINT ((5.98067471663413 45.4261546148615))",CONSPONC0000002203810049,Transformateur,
"MULTIPOINT ((5.9056726481948 44.8697835624345))",CONSPONC0000002203810051,Croix,
"MULTIPOINT ((5.97694434692154 45.4339887835651))",CONSPONC0000002203810058,Clocher,
"MULTIPOINT ((5.88704228907717 45.2353456306792))",CONSPONC0000002203810061,Cheminée,
"MULTIPOINT ((5.88698705991634 45.2354119320939))",CONSPONC0000002203810062,Cheminée,
"MULTIPOINT ((5.88709891566638 45.2353063239757))",CONSPONC0000002203810060,Cheminée,
"MULTIPOINT ((5.90213490002162 45.2529392358177))",CONSPONC0000002203810066,Antenne,
"MULTIPOINT ((5.62437046848247 44.8278070433792))",CONSPONC0000002203810067,Clocher,
"MULTIPOINT ((5.70786130222527 45.2018059410145))",CONSPONC0000002220777804,Antenne,
"MULTIPOINT ((5.5318848926609 45.1587569336496))",CONSPONC0000002205063323,Croix,
"MULTIPOINT ((5.69139011093638 45.1421738641686))",CONSPONC0000002205406702,Antenne,
"MULTIPOINT ((5.99572500700102 45.0720774574985))",CONSPONC0000002205499778,Croix,
"MULTIPOINT ((5.71224884178489 45.1522482989493))",CONSPONC0000002205554296,Antenne,
"MULTIPOINT ((5.85117169959315 45.2901325257901))",CONSPONC0000000007460250,Croix,
"MULTIPOINT ((5.8866713472054 45.3084192505837))",CONSPONC0000002206182913,Croix,
"MULTIPOINT ((5.88683543052497 45.3095647450116))",CONSPONC0000002206182914,Croix,
"MULTIPOINT ((5.87874130020116 45.3031254930337))",CONSPONC0000002206182915,Antenne,
"MULTIPOINT ((6.03780884446138 45.4283422836611))",CONSPONC0000002206213701,Croix,
"MULTIPOINT ((5.75261841696942 44.74169483574))",CONSPONC0000002002707463,Antenne,
"MULTIPOINT ((5.76130928714982 45.198298447426))",CONSPONC0000000078866126,Antenne,
"MULTIPOINT ((6.1480303408024 44.9976315413642))",CONSPONC0000000330764996,Antenne,
"MULTIPOINT ((5.69145328951449 45.1373289375309))",CONSPONC0000000007522999,Antenne,
"MULTIPOINT ((6.05854879924121 45.3611632053948))",CONSPONC0000002002706308,Antenne,
"MULTIPOINT ((5.74098118740674 45.0822750380705))",CONSPONC0000002008136922,Antenne,
"MULTIPOINT ((5.78300624624598 45.2054035856332))",CONSPONC0000000007522895,Antenne,
"MULTIPOINT ((6.11669034229532 45.0352268168388))",CONSPONC0000000007523071,Antenne,
"MULTIPOINT ((5.46415397611193 45.1009068957738))",CONSPONC0000000007523048,Antenne,
"MULTIPOINT ((5.76693674994 45.1867843534251))",CONSPONC0000000339590967,Antenne,
"MULTIPOINT ((5.66858279604502 45.1725767649196))",CONSPONC0000000007522956,Antenne,
"MULTIPOINT ((5.57252709566825 45.1739153065639))",CONSPONC0000000007522958,Antenne,
"MULTIPOINT ((5.93179425847346 45.1088064909858))",CONSPONC0000000086712298,Antenne,
"MULTIPOINT ((5.60399804984347 44.8588854007096))",CONSPONC0000000290069619,Antenne,
"MULTIPOINT ((5.52723647605225 45.2800979671382))",CONSPONC0000000290069527,Antenne,
"MULTIPOINT ((5.80245124534176 45.4080030783839))",CONSPONC0000000290091022,Antenne,
"MULTIPOINT ((5.81993595725999 44.9722006870657))",CONSPONC0000000007523096,Antenne,
"MULTIPOINT ((5.7107728976324 45.1594574710724))",CONSPONC0000002002706367,Antenne,
"MULTIPOINT ((5.61619493071391 45.1845065384293))",CONSPONC0000002002706372,Antenne,
