WKT,ID,CLASSE,NATURE,GRAPHIE
"MULTIPOINT ((5.51991776712362 45.1271092658249))",TRANCABL0000000007469757,Transport par cable,Télésiège,télésiège du gonçon
"MULTIPOINT ((5.89310573566264 45.1152856400998))",TRANCABL0000000007469722,Transport par cable,Télésiège,télésiège de bachat bouloud
"MULTIPOINT ((6.12397398554294 45.0180029101696))",TRANCABL0000000296096406,Transport par cable,Télésiège,télésiège de la vallée blanche
"MULTIPOINT ((5.5427767084734 45.0106507921698))",TRANCABL0000000007469932,Transport par cable,Télésiège,télésiège mixte du clos de la balme
"MULTIPOINT ((6.03593741598929 45.096234550541))",TRANCABL0000000007469813,Transport par cable,Téléski,téléski tortue
"MULTIPOINT ((5.83674541255804 45.3481784044255))",TRANCABL0000000007469615,Transport par cable,Téléski,téléski du plattet
"MULTIPOINT ((6.09593392771038 45.0814206200573))",TRANCABL0000000007469776,Transport par cable,Télésiège,télésiège de chalvet
"MULTIPOINT ((6.07844891365085 45.0720059438576))",TRANCABL0000000007469772,Transport par cable,Télésiège,télésiège auris express
"MULTIPOINT ((5.57406570430914 45.0387706124859))",TRANCABL0000000007469913,Transport par cable,Télésiège,télésiège des glovettes
"MULTIPOINT ((6.10274525918538 45.1083143565088))",TRANCABL0000000007469714,Transport par cable,Télésiège,télésiège du lièvre blanc
"MULTIPOINT ((5.5525633545813 45.022778273738))",TRANCABL0000000007469927,Transport par cable,Télésiège,télésiège des crêtes
"MULTIPOINT ((5.57073343032323 45.0226276307157))",TRANCABL0000000007469914,Transport par cable,Télésiège,télésiège du grand canyon
"MULTIPOINT ((6.05804249587945 45.1005553545305))",TRANCABL0000000007469808,Transport par cable,Télésiège,télésiège du villarais
"MULTIPOINT ((6.09028968536619 45.101447198398))",TRANCABL0000000294361610,Transport par cable,Télésiège,télésiège les romains
"MULTIPOINT ((5.88497856732 45.3135547085929))",TRANCABL0000000007469626,Transport par cable,Téléski,téléski des ruches
"MULTIPOINT ((5.87864380989935 45.1244294910257))",TRANCABL0000000007469729,Transport par cable,Télésiège,télésiège des gaboureaux
"MULTIPOINT ((5.58104712589233 45.2270437989796))",TRANCABL0000000007469689,Transport par cable,Télésiège,télésiège de la quoi
"MULTIPOINT ((5.58104712589233 45.2270437989796))",TRANCABL0000000007469689,Transport par cable,Télésiège,télésège combe la quoi
"MULTIPOINT ((5.83218417168204 45.3575798837456))",TRANCABL0000000338023286,Transport par cable,Télésiège,télésiège de la combe de l'ours
"MULTIPOINT ((6.01736297350917 45.2449625832029))",TRANCABL0000000007469654,Transport par cable,Télésiège,télésiège du lac
"MULTIPOINT ((5.83853118819798 45.3686108350094))",TRANCABL0000000338525653,Transport par cable,Télésiège,fraisses
"MULTIPOINT ((5.89153777006939 45.1201016577324))",TRANCABL0000000007469724,Transport par cable,Télésiège,télésiège des amoureux
"MULTIPOINT ((5.5531195513926 45.0013568529461))",TRANCABL0000000007469931,Transport par cable,Télésiège,télésiège du belvédère
"MULTIPOINT ((6.12703489456085 45.0142576259445))",TRANCABL0000000007469880,Transport par cable,Télésiège,télésiège de la belle étoile
"MULTIPOINT ((5.87704088531875 45.110526986195))",TRANCABL0000000007469728,Transport par cable,Télésiège,télésiège de la bérangère
"MULTIPOINT ((6.14380857953428 45.0096606454505))",TRANCABL0000000007469873,Transport par cable,Télésiège,télésiège du village
"MULTIPOINT ((6.16754992345006 45.0043817010108))",TRANCABL0000000007469837,Transport par cable,Télésiège,télésiège de la fée
"MULTIPOINT ((6.09567797033813 45.1528602028004))",TRANCABL0000000117243559,Transport par cable,Télésiège,télésiège du clos giraud
"MULTIPOINT ((6.03897749067978 45.2642963841912))",TRANCABL0000000007469662,Transport par cable,Télésiège,télésiège de l'aigle
"MULTIPOINT ((6.17256643383545 44.9983851879813))",TRANCABL0000000296096408,Transport par cable,Télésiège,télésiège des glaciers 1
"MULTIPOINT ((5.88368173086515 45.1097661207264))",TRANCABL0000000007469818,Transport par cable,Télésiège,télésiège de l'arselle
"MULTIPOINT ((6.01605142870792 45.2545071611785))",TRANCABL0000000338604652,Transport par cable,Télésiège,télésiège du gypaète
"MULTIPOINT ((6.04793180103529 45.2614366378774))",TRANCABL0000000330828074,Transport par cable,Télésiège,télésiège de l'oursière
"MULTIPOINT ((5.98064008182151 45.0313024213086))",TRANCABL0000000007469888,Transport par cable,Téléski,téléski de bois barlet
"MULTIPOINT ((5.98064008182151 45.0313024213086))",TRANCABL0000000007469888,Transport par cable,Téléski,téléski de bois barbet
"MULTIPOINT ((5.98064008182151 45.0313024213086))",TRANCABL0000000007469888,Transport par cable,Téléski,bois barlet
"MULTIPOINT ((6.22461758544966 44.9972938722756))",TRANCABL0000000296096452,Transport par cable,Téléski,téléski de puy salié 2
"MULTIPOINT ((5.89212282280686 45.1173654406106))",TRANCABL0000000007469731,Transport par cable,Téléski,téléskis du schuss des dames
"MULTIPOINT ((5.53931013638981 44.8950086781986))",TRANCABL0000000007469956,Transport par cable,Téléski,téléski de pré levé
"MULTIPOINT ((5.62213119894611 45.1077785938755))",TRANCABL0000000007469823,Transport par cable,Téléski,téléski les trois buissons
"MULTIPOINT ((6.04733134990041 45.0949341588508))",TRANCABL0000000007469811,Transport par cable,Téléski,téléski du petit prince
"MULTIPOINT ((5.54317942980017 45.0085570354596))",TRANCABL0000000007469930,Transport par cable,Téléski,téléski les arolles
"MULTIPOINT ((5.58178556339989 45.2309609933223))",TRANCABL0000000007469678,Transport par cable,Téléski,téléski des crêtes
"MULTIPOINT ((5.84972031466827 44.9885054471941))",TRANCABL0000000007469943,Transport par cable,Téléski,téléski de l'ollière
"MULTIPOINT ((5.84972031466827 44.9885054471941))",TRANCABL0000000007469943,Transport par cable,Téléski,téléski de l'oullière
"MULTIPOINT ((5.54566523626931 44.8768127045144))",TRANCABL0000000007469967,Transport par cable,Téléski,téléski des alleyrons
"MULTIPOINT ((5.60936965007265 45.1118618160861))",TRANCABL0000000007469824,Transport par cable,Téléski,téléski de roche rousse
"MULTIPOINT ((5.51641680067291 45.1168491502947))",TRANCABL0000000007469756,Transport par cable,Téléski,téléski du cray
"MULTIPOINT ((5.61175189076014 45.1198780435723))",TRANCABL0000000007469744,Transport par cable,Téléski,téléski de la combe des virets
"MULTIPOINT ((5.83330050333276 44.9916431044609))",TRANCABL0000000007459624,Transport par cable,Téléski,téléski du parché
"MULTIPOINT ((6.25042066968642 44.9972186624036))",TRANCABL0000002009234573,Transport par cable,Téléski,téléski de la girose
"MULTIPOINT ((5.84509329967777 44.9913438902709))",TRANCABL0000000248911883,Transport par cable,Téléski,téléski du pérollier
"MULTIPOINT ((6.22070495139769 44.9957987301587))",TRANCABL0000000330934185,Transport par cable,Téléski,téléski du dôme sud
"MULTIPOINT ((6.1426539190153 45.0112449458453))",TRANCABL0000000007469858,Transport par cable,Téléski,téléski des ancontres
"MULTIPOINT ((5.55984922164462 45.0447476816493))",TRANCABL0000000007469917,Transport par cable,"Télécabine, téléphérique",télécabine de pré des prés
"MULTIPOINT ((5.55984922164462 45.0447476816493))",TRANCABL0000000007469917,Transport par cable,"Télécabine, téléphérique",télécabine de pré des preys
"MULTIPOINT ((5.87739284234767 45.1094051674983))",TRANCABL0000000007469735,Transport par cable,Téléski,téléski de la lauze
"MULTIPOINT ((5.80080049270223 45.3152353285804))",TRANCABL0000000007469639,Transport par cable,Téléski,téléski du coleau
"MULTIPOINT ((5.80080049270223 45.3152353285804))",TRANCABL0000000007469639,Transport par cable,Téléski,saint-hugue - coleau
"MULTIPOINT ((6.17263340852423 44.996675690879))",TRANCABL0000000007469843,Transport par cable,"Télécabine, téléphérique",téléphérique du jandri express 2
"MULTIPOINT ((6.03691055763894 45.2674847871338))",TRANCABL0000000258022641,Transport par cable,Téléski,téléski les loups
"MULTIPOINT ((6.06884367527157 45.1034194087486))",TRANCABL0000000007469712,Transport par cable,Téléski,téléski de poutran
"MULTIPOINT ((6.22028154289801 44.9947521707183))",TRANCABL0000000007469847,Transport par cable,Téléski,téléski du soreiller
"MULTIPOINT ((5.85026826535019 45.0204548567692))",TRANCABL0000000007469907,Transport par cable,Téléski,téléski de la cochette 1
"MULTIPOINT ((6.07856316863279 45.1060059657293))",TRANCABL0000000007469700,Transport par cable,Téléski,téléski de babar
"MULTIPOINT ((6.07753854618392 45.0902635227276))",TRANCABL0000000330849992,Transport par cable,Télésiège,télésiège des marmottes 1
"MULTIPOINT ((6.06528544781663 45.0908779353811))",TRANCABL0000000007469779,Transport par cable,"Télécabine, téléphérique",télécentre
"MULTIPOINT ((5.5964523391164 45.1235038297363))",TRANCABL0000000007469751,Transport par cable,Téléski,téléski des écureuils
"MULTIPOINT ((5.99763753145476 45.2545629296193))",TRANCABL0000000007469650,Transport par cable,Téléski,téléski des petits loups
"MULTIPOINT ((6.06823771186199 45.1269624428247))",TRANCABL0000000007469701,Transport par cable,Téléski,téléski du clos du pré
"MULTIPOINT ((5.51982249460299 45.1289473781756))",TRANCABL0000000007469765,Transport par cable,Téléski,téléski de grand champ
"MULTIPOINT ((6.12501278834534 45.0061163872684))",TRANCABL0000000007469868,Transport par cable,Téléski,téléski du grand viking
"MULTIPOINT ((6.12487708721429 45.0045270870932))",TRANCABL0000000007469867,Transport par cable,Téléski,téléski des rivets
"MULTIPOINT ((6.07353275673549 45.1298514542553))",TRANCABL0000000007469699,Transport par cable,"Télécabine, téléphérique",télécabine de l'alpette
"MULTIPOINT ((5.54731237443534 44.8935084182792))",TRANCABL0000000007469965,Transport par cable,Téléski,téléski du pras 2
"MULTIPOINT ((6.12746899212485 45.00599690381))",TRANCABL0000000007469869,Transport par cable,Téléski,téléski des vikings
"MULTIPOINT ((5.60826881069532 45.1111461445972))",TRANCABL0000000007469825,Transport par cable,Téléski,téléski des bachassons
"MULTIPOINT ((5.80015940935077 45.3113238886533))",TRANCABL0000000007469640,Transport par cable,Téléski,buissonnets
"MULTIPOINT ((6.1317767776407 45.0150226398493))",TRANCABL0000000301509690,Transport par cable,Téléski,téléski de champame
"MULTIPOINT ((6.03509570947593 45.2620436988635))",TRANCABL0000000246604194,Transport par cable,Téléski,téléski du tétras
"MULTIPOINT ((6.13323129423124 45.0063510833177))",TRANCABL0000000330868215,Transport par cable,Téléski,téléski de côte brune
"MULTIPOINT ((6.07467363971158 45.0914158064706))",TRANCABL0000002008352033,Transport par cable,Téléski,téléski du rif nel
"MULTIPOINT ((5.87967493882761 45.1253723418717))",TRANCABL0000000330830433,Transport par cable,"Télécabine, téléphérique",télécabine de la croix
"MULTIPOINT ((6.07646131722263 45.0567029558665))",TRANCABL0000000007469788,Transport par cable,Télésiège,télésiège des sures
"MULTIPOINT ((6.0695598504601 45.0616447622691))",TRANCABL0000000079163710,Transport par cable,Télésiège,télésiège de maronne
"MULTIPOINT ((5.88545582794127 45.3138190187624))",TRANCABL0000000007469629,Transport par cable,Téléski,téléski école
"MULTIPOINT ((6.05455609723991 45.2720690484303))",TRANCABL0000000007469652,Transport par cable,Télésiège,télésiège de pincerie
"MULTIPOINT ((6.12302173672052 45.0234784981574))",TRANCABL0000000007469885,Transport par cable,Télésiège,télésiège de la petite aiguille
"MULTIPOINT ((5.76514760023434 45.2948192142787))",TRANCABL0000000007469641,Transport par cable,Téléski,téléski de la prairie
"MULTIPOINT ((5.52799515532141 44.8914014627298))",TRANCABL0000000007469959,Transport par cable,Téléski,téléski de pierre blanche
"MULTIPOINT ((6.01719406811731 45.2436092085096))",TRANCABL0000000007469656,Transport par cable,Téléski,téléski du lac
"MULTIPOINT ((5.77832595698881 45.2556427386337))",TRANCABL0000000007469677,Transport par cable,Téléski,le trat
"MULTIPOINT ((5.54748273267234 44.8926550418493))",TRANCABL0000000007469960,Transport par cable,Téléski,téléski des bessards 1
"MULTIPOINT ((5.83781711270715 45.3686703818542))",TRANCABL0000000007469623,Transport par cable,Téléski,téléski du gaz
"MULTIPOINT ((5.83781711270715 45.3686703818542))",TRANCABL0000000007469623,Transport par cable,Téléski,gaz / col
"MULTIPOINT ((5.83361589461054 45.3478738351355))",TRANCABL0000000301530511,Transport par cable,Téléski,les timelles
"MULTIPOINT ((6.12811042151374 45.1248065700382))",TRANCABL0000000079248107,Transport par cable,Télésiège,télésiège du glacier
"MULTIPOINT ((6.07900222865301 45.1145532490194))",TRANCABL0000000007469703,Transport par cable,Téléski,téléski champ clotury
"MULTIPOINT ((6.10454247868906 45.1189288002502))",TRANCABL0000000007469702,Transport par cable,Télésiège,télésiège du lac blanc
"MULTIPOINT ((6.03590512060382 45.0961318081474))",TRANCABL0000000007469810,Transport par cable,Téléski,téléski de langaret
"MULTIPOINT ((5.53966384361275 45.0118776621496))",TRANCABL0000000007459630,Transport par cable,Téléski,téléskis falaise 1 et 2
"MULTIPOINT ((5.53966384361275 45.0118776621496))",TRANCABL0000000007459630,Transport par cable,Téléski,falaise 1
"MULTIPOINT ((5.83462355218296 45.3654255723073))",TRANCABL0000000007469619,Transport par cable,Téléski,téléski du cucheron
"MULTIPOINT ((5.83462355218296 45.3654255723073))",TRANCABL0000000007469619,Transport par cable,Téléski,cucheron
"MULTIPOINT ((5.84642627715008 45.3449340104756))",TRANCABL0000000007469618,Transport par cable,Télésiège,télésiège de la scia
"MULTIPOINT ((6.15845949359292 45.002245055675))",TRANCABL0000000007469842,Transport par cable,Télésiège,télésiège de bellecombes
"MULTIPOINT ((5.54892135010908 44.8917122063844))",TRANCABL0000000007469961,Transport par cable,Téléski,téléski du blavet
"MULTIPOINT ((5.54682102019707 45.1725265775697))",TRANCABL0000000007469767,Transport par cable,Téléski,téléski du tremplin
"MULTIPOINT ((5.6179248740407 45.1148855351718))",TRANCABL0000000007469750,Transport par cable,Téléski,téléski martagons
"MULTIPOINT ((5.58087904789568 45.2366369357118))",TRANCABL0000000007469680,Transport par cable,Téléski,téléski de la grande brèche 2
"MULTIPOINT ((5.61780956439162 45.1150314855773))",TRANCABL0000002000209749,Transport par cable,Téléski,téléski les virets
"MULTIPOINT ((5.57169086943209 45.0305564930496))",TRANCABL0000000007469915,Transport par cable,Télésiège,télésiège du refuge
"MULTIPOINT ((5.87766704070113 45.1031406570114))",TRANCABL0000000007469821,Transport par cable,Téléski,téléski totem 1
"MULTIPOINT ((5.85478404225353 45.0167379378723))",TRANCABL0000000007469908,Transport par cable,Téléski,téléskis des rinnes
"MULTIPOINT ((5.50757403465231 45.1263776736136))",TRANCABL0000000007469755,Transport par cable,Télésiège,télésiège la forêt
"MULTIPOINT ((6.07279708582759 45.0941888344181))",TRANCABL0000000330849993,Transport par cable,Téléski,téléski du rif nel bis
"MULTIPOINT ((5.54136290882886 45.0099155708692))",TRANCABL0000002008274987,Transport par cable,Téléski,falaise 2
"MULTIPOINT ((6.15784787685143 44.9914907386199))",TRANCABL0000000007469850,Transport par cable,Télésiège,télésiège du super diable
"MULTIPOINT ((6.13139006165523 45.0105848611771))",TRANCABL0000000007469886,Transport par cable,Téléski,téléski des lutins
"MULTIPOINT ((5.77526264215721 45.2558125579499))",TRANCABL0000000007469676,Transport par cable,Téléski,téléski de la pale
"MULTIPOINT ((5.77526264215721 45.2558125579499))",TRANCABL0000000007469676,Transport par cable,Téléski,la pale
"MULTIPOINT ((5.87893834822161 45.1124845195084))",TRANCABL0000000330830434,Transport par cable,Téléski,téléski de la croisette
"MULTIPOINT ((5.86037985813678 45.0235812676644))",TRANCABL0000000007469904,Transport par cable,Téléski,téléski baby
"MULTIPOINT ((6.07753565327621 45.0890786819504))",TRANCABL0000000007469802,Transport par cable,Télésiège,télésiège l'alpauris
"MULTIPOINT ((6.14845605985523 44.9984268688852))",TRANCABL0000000007469838,Transport par cable,Télésiège,télésiège des crêtes
"MULTIPOINT ((6.06937331878462 45.1010160603462))",TRANCABL0000000330849994,Transport par cable,Téléski,téléski les sagnes
"MULTIPOINT ((6.12057714687379 45.1145441353136))",TRANCABL0000000007469694,Transport par cable,Télésiège,télésiège de l'herpie
"MULTIPOINT ((6.07890784475255 45.0722807019162))",TRANCABL0000000007469796,Transport par cable,Télésiège,télésiège des louvets
"MULTIPOINT ((5.87210809203003 45.3137183065032))",TRANCABL0000000007469628,Transport par cable,Téléski,téléski du sauzet
"MULTIPOINT ((6.02392786239598 45.2630411815118))",TRANCABL0000000007469663,Transport par cable,Téléski,téléski des blanchons
"MULTIPOINT ((5.86147644808457 45.0211501867514))",TRANCABL0000000296037733,Transport par cable,Téléski,téléski des bambin 1
"MULTIPOINT ((6.13271596245908 45.3968718018104))",TRANCABL0000000007469599,Transport par cable,Téléski,téléski de pré rond
"MULTIPOINT ((6.03796202069579 45.273313359719))",TRANCABL0000000258022642,Transport par cable,Téléski,téléski l'écureuil
"MULTIPOINT ((5.52007052693732 45.1264049420418))",TRANCABL0000000007469758,Transport par cable,Téléski,téléski chatelard 1
"MULTIPOINT ((6.14552169890406 45.0085669569506))",TRANCABL0000000007469879,Transport par cable,"Télécabine, téléphérique",télécabine du jandri 1
"MULTIPOINT ((6.14552169890406 45.0085669569506))",TRANCABL0000000007469879,Transport par cable,"Télécabine, téléphérique",télécabine les œufs blancs
"MULTIPOINT ((5.90454006348878 45.1243588146181))",TRANCABL0000000007469720,Transport par cable,Téléski,téléski de l'infernet
"MULTIPOINT ((5.52010174174774 45.1264763056078))",TRANCABL0000000007469761,Transport par cable,Téléski,téléski chatelard 2
"MULTIPOINT ((6.10843774279725 45.39351456676))",TRANCABL0000000220880763,Transport par cable,Télésiège,téléski des tufs
"MULTIPOINT ((6.10843774279725 45.39351456676))",TRANCABL0000000220880763,Transport par cable,Télésiège,télésiège des tufs
"MULTIPOINT ((5.88014497082854 45.3143694600017))",TRANCABL0000000007469630,Transport par cable,Téléski,téléski de bois bossu
"MULTIPOINT ((6.02312912017359 45.2504087742569))",TRANCABL0000000007469664,Transport par cable,Téléski,téléski des marmottons
"MULTIPOINT ((5.61346053031873 45.1135866897349))",TRANCABL0000000296053370,Transport par cable,Téléski,téléski du grand jassinet
"MULTIPOINT ((6.1007290722425 45.1627528069809))",TRANCABL0000000007469685,Transport par cable,Télésiège,télésiège de mont frais
"MULTIPOINT ((6.1007290722425 45.1627528069809))",TRANCABL0000000007469685,Transport par cable,Télésiège,télésiège de montfrais
"MULTIPOINT ((5.88585560550638 45.3156684571837))",TRANCABL0000000007469631,Transport par cable,Téléski,téléski pierre dorée
"MULTIPOINT ((6.13024931177757 45.0144691035563))",TRANCABL0000000007469865,Transport par cable,Téléski,téléski du grand bosquet
"MULTIPOINT ((5.58804836701579 45.2344251181906))",TRANCABL0000000007469679,Transport par cable,Téléski,téléski du mortier
"MULTIPOINT ((5.61780197655502 45.1145163508226))",TRANCABL0000000296053367,Transport par cable,Téléski,téléski de la sierre
"MULTIPOINT ((5.86355223736911 45.0220446165367))",TRANCABL0000000296037734,Transport par cable,Téléski,téléski des bambin 2
"MULTIPOINT ((5.54579130933678 45.0226000633391))",TRANCABL0000000296053781,Transport par cable,Télésiège,téléski de grand buisson
"MULTIPOINT ((5.54579130933678 45.0226000633391))",TRANCABL0000000296053781,Transport par cable,Télésiège,télésiège du grand buisson
"MULTIPOINT ((5.8463992803478 45.02683451431))",TRANCABL0000000007469905,Transport par cable,Téléski,téléski de la cochette 2
"MULTIPOINT ((5.56471637841721 45.0080167704499))",TRANCABL0000000007469928,Transport par cable,Téléski,téléski de l'ourson
"MULTIPOINT ((6.01675017378438 45.2648021572057))",TRANCABL0000000221462015,Transport par cable,Téléski,téléski des marcassins
"MULTIPOINT ((5.5702786345349 45.0387833365295))",TRANCABL0000000007469920,Transport par cable,Téléski,téléski bamby
"MULTIPOINT ((6.07586441877607 45.0567834220161))",TRANCABL0000002008262773,Transport par cable,Téléski,téléski du col
"MULTIPOINT ((5.78721563408797 45.2498946951853))",TRANCABL0000000007469675,Transport par cable,Téléski,téléski du grand sommard
"MULTIPOINT ((5.60941799798815 45.1141237280131))",TRANCABL0000000296053372,Transport par cable,Téléski,téléski du petit jassinet
"MULTIPOINT ((6.13078964458731 45.405549778785))",TRANCABL0000000220882481,Transport par cable,Téléski,téléski des marmottes
"MULTIPOINT ((6.15151187294949 45.0108177710543))",TRANCABL0000000007469839,Transport par cable,Télésiège,télésiège du thuit
"MULTIPOINT ((6.00149454286346 45.2512767767111))",TRANCABL0000000007469667,Transport par cable,Télésiège,télésiège des bouquetins
"MULTIPOINT ((5.60951650546664 45.1158520388732))",TRANCABL0000000296053373,Transport par cable,Téléski,téléski du petit jassinet
"MULTIPOINT ((6.12869245096894 45.3933354508817))",TRANCABL0000000007469602,Transport par cable,Télésiège,télésiège du grand collet
"MULTIPOINT ((5.84540945334077 45.0082882558827))",TRANCABL0000000007469899,Transport par cable,Télésiège,télésiège des portes sud
"MULTIPOINT ((6.09889272636429 45.1614512734309))",TRANCABL0000000296503564,Transport par cable,Téléski,téléski de mont frais i
"MULTIPOINT ((6.09889272636429 45.1614512734309))",TRANCABL0000000296503564,Transport par cable,Téléski,téléski de montfrais i
"MULTIPOINT ((5.76660861041977 45.2826224300755))",TRANCABL0000000007469674,Transport par cable,Téléski,téléski de chamechaude
"MULTIPOINT ((5.91764486205605 45.3577586004399))",TRANCABL0000000330790047,Transport par cable,Téléski,téléski du grand essart
"MULTIPOINT ((5.49872262467341 45.1289780567069))",TRANCABL0000000007469763,Transport par cable,Téléski,téléski des cimes
"MULTIPOINT ((6.12772260456008 45.3924424518748))",TRANCABL0000000220880764,Transport par cable,Téléski,téléski du lac 1
"MULTIPOINT ((5.84862089592797 45.0022615326272))",TRANCABL0000000007469901,Transport par cable,Téléski,téléski des pâtres
"MULTIPOINT ((6.07091891173814 45.1249566942477))",TRANCABL0000000301509644,Transport par cable,Téléski,téléski de l'olmet
"MULTIPOINT ((6.14574775969498 45.0090183197665))",TRANCABL0000000007469853,Transport par cable,Télésiège,télésiège de la voûte
"MULTIPOINT ((6.12765566774504 45.3923893502135))",TRANCABL0000000007469606,Transport par cable,Téléski,téléski du lac 2
"MULTIPOINT ((5.52065854305812 45.1274789930515))",TRANCABL0000002000248166,Transport par cable,Téléski,téléski écureuil
"MULTIPOINT ((6.10549934484232 45.1279473925186))",TRANCABL0000000007469706,Transport par cable,"Télécabine, téléphérique",téléphérique alpette-rousses
"MULTIPOINT ((5.85498458727271 45.0163363671242))",TRANCABL0000000007469898,Transport par cable,Télésiège,télésiège de la blache
"MULTIPOINT ((5.5738068332323 45.0331417057622))",TRANCABL0000000007469923,Transport par cable,Téléski,téléski des jaux
"MULTIPOINT ((5.52072880393704 45.1275413660623))",TRANCABL0000000296053414,Transport par cable,Téléski,téléski chatelard
"MULTIPOINT ((5.57007833906354 45.0380186250625))",TRANCABL0000000007469921,Transport par cable,Téléski,téléski du refuge 3
"MULTIPOINT ((6.12677995532897 45.0144468096777))",TRANCABL0000000301532345,Transport par cable,Téléski,téléski du petit bosquet
"MULTIPOINT ((6.12619625638304 45.0080438923757))",TRANCABL0000000007469872,Transport par cable,Téléski,coolidge 1
"MULTIPOINT ((5.83637612704237 45.363071850577))",TRANCABL0000000007469616,Transport par cable,Téléski,téléski des écureuils
"MULTIPOINT ((6.04289748852761 45.2718941397968))",TRANCABL0000000246604195,Transport par cable,Téléski,téléski du soleil
"MULTIPOINT ((6.06047139089234 45.0921456270309))",TRANCABL0000000007469807,Transport par cable,Télésiège,télésiège de la grande sure
"MULTIPOINT ((6.02361523378365 45.2528799256077))",TRANCABL0000000007469649,Transport par cable,Télésiège,télésiège de l'éterlou
"MULTIPOINT ((5.87629279447183 45.1020976396271))",TRANCABL0000000007469820,Transport par cable,Téléski,téléski totem 2
"MULTIPOINT ((6.00549057565888 45.2471703614849))",TRANCABL0000000007469670,Transport par cable,Téléski,téléski de l'ardoisière
"MULTIPOINT ((5.91992540444451 45.3596427358171))",TRANCABL0000000007469611,Transport par cable,Téléski,téléski des euilles
"MULTIPOINT ((6.09497697867698 45.1402119830456))",TRANCABL0000000117243551,Transport par cable,Téléski,téléski lama
"MULTIPOINT ((5.84508310447406 45.3510528215321))",TRANCABL0000000301530513,Transport par cable,Téléski,creux la neige
"MULTIPOINT ((5.8013597460356 45.3152843960493))",TRANCABL0000000007469642,Transport par cable,Téléski,clot
"MULTIPOINT ((6.09662547068319 45.1046783464921))",TRANCABL0000000007469707,Transport par cable,"Télécabine, téléphérique",télécabine des marmottes 2
"MULTIPOINT ((5.83212134242723 45.000413279561))",TRANCABL0000000007469896,Transport par cable,Téléski,téléski des cloutons
"MULTIPOINT ((5.9158545320517 45.1304291672534))",TRANCABL0000000007469721,Transport par cable,Télésiège,télésiège des lacs roberts
"MULTIPOINT ((5.53848825918686 44.8919971374304))",TRANCABL0000000007469958,Transport par cable,Télésiège,télésiège du blanchon
"MULTIPOINT ((5.58148810560875 45.2305669640777))",TRANCABL0000000007469692,Transport par cable,Téléski,téléski de la grande brèche 1
"MULTIPOINT ((6.06837105183267 45.0955750180013))",TRANCABL0000000007469817,Transport par cable,Téléski,téléski du slalom
"MULTIPOINT ((6.06837105183267 45.0955750180013))",TRANCABL0000000007469817,Transport par cable,Téléski,téléski du stade
"MULTIPOINT ((5.85538172897155 45.0192912630479))",TRANCABL0000000007469906,Transport par cable,Télésiège,télésiège du serriou
"MULTIPOINT ((5.87927954104149 45.1144885414372))",TRANCABL0000000007469736,Transport par cable,Téléski,téléski de la perche
"MULTIPOINT ((6.09269192540512 45.1393445455219))",TRANCABL0000000007469698,Transport par cable,Téléski,téléski de l'alpette
"MULTIPOINT ((6.11955013791715 45.0026581766901))",TRANCABL0000000007469876,Transport par cable,"Télécabine, téléphérique",télécabine de venosc
"MULTIPOINT ((5.97662961039078 45.0109187509834))",TRANCABL0000000007469890,Transport par cable,Téléski,tékéski des côtes
"MULTIPOINT ((5.97662961039078 45.0109187509834))",TRANCABL0000000007469890,Transport par cable,Téléski,téléski des côtes du col
"MULTIPOINT ((5.57972082295073 45.2183239498232))",TRANCABL0000000007469690,Transport par cable,Téléski,téléski de la sure
"MULTIPOINT ((5.48056826246701 45.1414052305966))",TRANCABL0000000007469770,Transport par cable,Téléski,ravat
"MULTIPOINT ((5.48269356936793 45.1382166709128))",TRANCABL0000000007469760,Transport par cable,Téléski,la font
"MULTIPOINT ((6.09121909150105 45.0804540331295))",TRANCABL0000000354644103,Transport par cable,Télésiège,télésiège des lombards
"MULTIPOINT ((5.48464507024706 45.1423441627296))",TRANCABL0000000007469769,Transport par cable,Téléski,télékit
"MULTIPOINT ((6.03181280724087 45.0951511428346))",TRANCABL0000000117243549,Transport par cable,Téléski,téléski de cloudit
"MULTIPOINT ((6.0758667186962 45.0563166032206))",TRANCABL0000000007469783,Transport par cable,Téléski,télésiège piégut
"MULTIPOINT ((6.0758667186962 45.0563166032206))",TRANCABL0000000007469783,Transport par cable,Téléski,téléski piégut
"MULTIPOINT ((6.11772466434104 45.3956129867492))",TRANCABL0000000007469607,Transport par cable,Télésiège,télésiège du grand paul
"MULTIPOINT ((6.06023630048752 45.099981517477))",TRANCABL0000000007469805,Transport par cable,Télésiège,télésiège du signal
"MULTIPOINT ((5.87999554325554 45.12588844454))",TRANCABL0000000007469734,Transport par cable,Téléski,téléski de l'aiguille
"MULTIPOINT ((5.63327952967221 45.1683522691722))",TRANCABL0000000007469747,Transport par cable,Téléski,téléski hote
"MULTIPOINT ((6.07039198116393 45.1001508949845))",TRANCABL0000000007469713,Transport par cable,Téléski,téléski école 1
"MULTIPOINT ((5.5300754351563 45.0179452373889))",TRANCABL0000000007469929,Transport par cable,Télésiège,télésiège de combeauvieux
"MULTIPOINT ((6.0789473635283 45.1150819002605))",TRANCABL0000000007469696,Transport par cable,"Télécabine, téléphérique",télécabine du poutran
"MULTIPOINT ((6.14868695019831 45.3863687781097))",TRANCABL0000000007469610,Transport par cable,Téléski,téléski du soleil
