WKT,ID,NATURE,TOPONYME
"MULTIPOLYGON (((5.99520502890659 44.9402148538054,5.99520262517837 44.9401698682341,5.99513928618337 44.9401715754266,5.99514168986086 44.9402165609993,5.99520502890659 44.9402148538054)))",EQ_RESEA0000000222547574,Parking,
"MULTIPOLYGON (((6.09099578886517 45.3737017099293,6.0909932889792 45.3736567219228,6.09092945960278 45.3736584838644,6.09093195943722 45.3737034718724,6.09099578886517 45.3737017099293)))",EQ_RESEA0000000351433233,Parking,
"MULTIPOLYGON (((5.83885829641853 45.3046026419349,5.83885600320774 45.3045576490872,5.83879224533554 45.3045592673477,5.83879453849492 45.3046042601967,5.83885829641853 45.3046026419349)))",EQ_RESEA0000000230283550,Parking,
"MULTIPOLYGON (((5.91905466037976 45.3561521975862,5.91905230023259 45.3561072059847,5.91898848568691 45.3561088699557,5.91899084578257 45.3561538615586,5.91905466037976 45.3561521975862)))",EQ_RESEA0000000230283515,Parking,
"MULTIPOLYGON (((6.11964417339462 45.335443705744,6.11964165208409 45.3353987186794,6.11957786746613 45.3354004969312,6.11958038872521 45.3354454839973,6.11964417339462 45.335443705744)))",EQ_RESEA0000000353861597,Parking,
"MULTIPOLYGON (((6.08182849215972 45.3684376363304,6.0818259999199 45.3683926481596,6.08176217629048 45.3683944048768,6.08176466847879 45.368439393049,6.08182849215972 45.3684376363304)))",EQ_RESEA0000000353861600,Parking,
"MULTIPOLYGON (((6.11964568618289 45.335470697983,6.11964316486992 45.3354257109182,6.11957938022109 45.3354274891708,6.11958190148262 45.3354724762371,6.11964568618289 45.335470697983)))",EQ_RESEA0000000257687211,Parking,
"MULTIPOLYGON (((5.84517174495437 45.2964717687207,5.84516944698113 45.2964267760721,5.84510569859449 45.2964283979275,5.84510799651633 45.2964733905774,5.84517174495437 45.2964717687207)))",EQ_RESEA0000000338606911,Parking,
"MULTIPOLYGON (((6.08013635706302 45.3692546694344,6.08013386615435 45.3692096812197,6.08007004153464 45.369211436973,6.08007253239181 45.3692564251891,6.08013635706302 45.3692546694344)))",EQ_RESEA0000000007459050,Carrefour,Carrefour du Jeu de Paume
"MULTIPOLYGON (((5.91886497465471 45.3548262739673,5.91886261471704 45.3547812823721,5.91879880168552 45.3547829462347,5.91880116157169 45.3548279378312,5.91886497465471 45.3548262739673)))",EQ_RESEA0000000329053415,Parking,Place du Habert Saint-Michel
"MULTIPOLYGON (((5.46608981954393 45.2089218810483,5.46608783076267 45.2088768819374,5.46602417208439 45.2088782877499,5.46602616081438 45.208923286862,5.46608981954393 45.2089218810483)))",EQ_RESEA0000002202822254,Parking,
"MULTIPOLYGON (((5.81714887514229 45.3415606792301,5.8171465979504 45.3415156856341,5.81708279713428 45.3415172915353,5.81708507427468 45.3415622851327,5.81714887514229 45.3415606792301)))",EQ_RESEA0000000205999621,Parking,Parking du Bourg
"MULTIPOLYGON (((5.53515588881749 45.1885431735069,5.53515384510285 45.188498175845,5.53509021142099 45.1884996210097,5.53509225508441 45.1885446186729,5.53515588881749 45.1885431735069)))",EQ_RESEA0000002202822303,Parking,
"MULTIPOLYGON (((5.55569668868174 45.1939458762501,5.55558938044177 45.1938005868176,5.55517008679194 45.1934642427789,5.55469957471219 45.1932335726178,5.55449662313142 45.1934760516929,5.55477177859397 45.193669752674,5.55541619015464 45.1939973418338,5.55569668868174 45.1939458762501)))",EQ_RESEA0000002202822374,Parking,
