WKT,name,id,main_waypoint_id,activities,route_types,waypoints
"MULTILINESTRING ((5.963275 44.981932,5.963245 44.981904,5.963228 44.981942,5.963235 44.981849,5.962869 44.981931,5.962882 44.981812,5.962442 44.98141,5.962435 44.981491,5.962246 44.981476,5.962171 44.981582,5.962034 44.981576,5.961832 44.981652,5.961631 44.981891,5.961395 44.981959,5.961296 44.981932,5.961438 44.981793,5.96151 44.981944,5.961403 44.981849,5.961318 44.981882,5.961493 44.981834,5.961422 44.981993,5.961453 44.981936,5.961355 44.981868,5.961452 44.981914,5.9614 44.981938,5.96132 44.981919,5.961479 44.981895,5.961194 44.981917,5.96101 44.982045,5.9606 44.982163,5.960237 44.982143,5.960244 44.982227,5.960092 44.982192,5.960028 44.98234,5.959969 44.982292,5.959872 44.982318,5.959893 44.982379,5.959817 44.982372,5.959737 44.982458,5.959779 44.982372,5.95972 44.982456,5.959543 44.98242,5.959555 44.982578,5.959435 44.98262,5.959553 44.982659,5.959441 44.982719,5.959464 44.982626,5.95926 44.982769,5.95931 44.982591,5.959268 44.982677,5.959286 44.982587,5.95916 44.982648,5.959248 44.982556,5.958866 44.982559,5.958836 44.982466,5.958746 44.982532,5.958756 44.982441,5.958336 44.982701,5.958204 44.982664,5.958144 44.982761,5.958104 44.982675,5.957978 44.982654,5.958097 44.98273,5.957826 44.98267,5.957845 44.982765,5.9576 44.982722,5.957703 44.9829,5.957679 44.982802,5.957746 44.98272,5.957632 44.982633,5.957378 44.982704,5.957177 44.982552,5.957127 44.982606,5.957057 44.982589,5.957018 44.982534,5.957089 44.982542,5.956846 44.982454,5.956968 44.982484,5.95691 44.982568,5.956784 44.982407,5.95665 44.982398,5.956674 44.982492,5.956693 44.9824,5.956593 44.982219,5.956445 44.982202,5.956367 44.98213,5.956498 44.982339,5.956367 44.98235,5.95618 44.982476,5.956249 44.982383,5.956143 44.982442,5.955959 44.982317,5.956039 44.9824,5.955903 44.982442,5.956101 44.982146,5.956304 44.982259,5.956177 44.982233,5.95627 44.982295,5.956145 44.982311,5.956103 44.982497,5.955969 44.982507,5.956196 44.982423,5.956074 44.98248,5.95609 44.982388,5.956217 44.982377,5.95612 44.982318,5.956009 44.982371,5.956145 44.982373,5.955708 44.982556,5.955577 44.982598,5.95566 44.982524,5.955293 44.982661,5.955424 44.982608,5.95534 44.982678,5.955454 44.982729,5.955322 44.982705,5.955443 44.982672,5.955312 44.982709,5.95543 44.982647,5.955306 44.982674,5.955542 44.982553,5.955428 44.982607,5.955559 44.98262,5.955417 44.982644,5.955355 44.982724,5.955425 44.982639,5.95525 44.982712,5.955477 44.982592,5.955387 44.982674,5.955495 44.982622,5.955207 44.982713,5.955418 44.982593,5.955553 44.982594,5.955473 44.982665,5.955332 44.982694,5.955536 44.982562,5.955223 44.982767,5.955372 44.982687,5.955181 44.982735,5.955333 44.982708,5.955196 44.982809,5.955519 44.982547,5.954785 44.98288,5.95522 44.982696,5.955153 44.982772,5.955157 44.982674,5.955046 44.982718,5.954831 44.982636,5.95489 44.98273,5.954629 44.982753,5.954566 44.98267,5.954493 44.982746,5.954408 44.982678,5.954302 44.982737,5.954196 44.982685,5.954094 44.982741,5.953702 44.982489,5.953544 44.982638,5.953562 44.982535,5.953438 44.982588,5.953437 44.982495,5.953329 44.982554,5.953192 44.98252,5.953178 44.982615,5.953082 44.982537,5.952826 44.982594,5.952749 44.98267,5.952624 44.982692,5.952669 44.982604,5.952554 44.982646,5.952765 44.982544,5.952132 44.982848,5.952177 44.982756,5.952039 44.982841,5.951911 44.982832,5.951883 44.982739,5.95166 44.982859,5.951659 44.982767,5.95153 44.982805,5.951654 44.98283,5.95164 44.98273,5.951555 44.9828,5.951683 44.982785,5.951592 44.982712,5.951688 44.982791,5.951423 44.982788,5.951514 44.98269,5.951412 44.982767,5.951553 44.982745,5.951431 44.982778,5.951441 44.982868,5.951566 44.983019,5.951662 44.982956,5.951508 44.9832,5.951363 44.98322,5.951428 44.983303,5.95139 44.983215,5.950901 44.983349,5.950944 44.983446,5.950763 44.983317,5.950246 44.983377,5.950325 44.983298,5.95023 44.983234,5.950174 44.983316,5.950306 44.983333,5.950151 44.983324,5.950263 44.983278,5.950017 44.983339,5.950154 44.983302,5.950032 44.983273,5.949901 44.983294,5.949951 44.983378,5.949888 44.9832,5.949972 44.983384,5.949847 44.983407,5.949918 44.983312,5.95005 44.983272,5.949906 44.983291,5.949724 44.983151,5.94978 44.983235,5.949468 44.983372,5.949255 44.983288,5.94909 44.983432,5.949013 44.983615,5.948885 44.983613,5.948804 44.983685,5.948767 44.983562,5.948713 44.983674,5.948626 44.98348,5.948648 44.983623,5.94853 44.983338,5.948502 44.983742,5.94849 44.983628,5.948349 44.983635,5.948372 44.98374,5.948286 44.98354,5.948244 44.98363,5.948108 44.983648,5.948108 44.983558,5.948104 44.983648,5.947893 44.983755,5.947886 44.98385,5.947867 44.98376,5.947887 44.983849,5.947781 44.98379,5.947807 44.983886,5.947713 44.983952,5.947795 44.984033,5.947736 44.98386,5.947691 44.984162,5.94772 44.983987,5.947695 44.984089,5.947837 44.983962,5.947718 44.98401,5.947684 44.984117,5.94769 44.98402,5.947655 44.984109,5.947615 44.98389,5.947508 44.983822,5.947517 44.98394,5.947451 44.983858,5.947317 44.983877,5.947321 44.983974,5.947251 44.984053,5.947208 44.983964,5.947159 44.984078,5.946976 44.983725,5.946945 44.983823,5.946742 44.983939,5.946666 44.983864,5.946438 44.983949,5.946375 44.984029,5.946339 44.98394,5.94616 44.984082,5.946027 44.984058,5.946044 44.984158,5.946026 44.984065,5.945905 44.984095,5.945878 44.984272,5.945864 44.984175,5.945746 44.984209,5.945819 44.984295,5.945776 44.984208,5.945519 44.984211,5.945416 44.984282,5.94536 44.984197,5.945141 44.984309,5.944756 44.9844,5.944554 44.98453,5.943795 44.98468,5.943683 44.984619,5.943629 44.984709,5.94339 44.984785,5.943323 44.984862,5.943193 44.984866,5.943195 44.984966,5.943122 44.984885,5.943058 44.984995,5.943186 44.985018,5.942968 44.98491,5.94284 44.984904,5.942199 44.985005,5.942015 44.985129,5.941773 44.985072,5.941613 44.984921,5.941628 44.984829,5.941542 44.984896,5.941291 44.984895,5.941236 44.984691,5.941235 44.984797,5.941317 44.984867,5.941093 44.984782,5.940835 44.984779,5.94089 44.984953,5.940761 44.98493,5.94072 44.985022,5.940653 44.984944,5.940558 44.985013,5.940431 44.985019,5.940324 44.985281,5.939972 44.985414,5.939714 44.985395,5.939606 44.985442,5.939364 44.985386,5.939236 44.985394,5.939148 44.985459,5.938376 44.985475,5.938308 44.985556,5.938467 44.985697,5.93849 44.985876,5.938875 44.986156,5.93891 44.986255,5.93832 44.98643,5.938261 44.986511,5.937746 44.986533,5.937421 44.986682,5.937392 44.986772,5.93701 44.986836,5.936833 44.986976,5.936703 44.986988,5.936477 44.987113,5.936405 44.987198,5.936367 44.987099,5.93624 44.987091,5.936362 44.987159,5.936258 44.987088,5.936329 44.987167,5.936291 44.987267,5.936143 44.98725,5.936089 44.987426,5.935862 44.987345,5.935393 44.987536,5.935126 44.987574,5.93491 44.987737,5.935226 44.987508,5.934911 44.987868,5.934956 44.987671,5.935362 44.987465,5.93522 44.987501,5.935136 44.98761,5.934992 44.987664,5.93487 44.987627,5.934491 44.987908,5.934467 44.988039,5.934581 44.98808,5.934563 44.988173,5.934691 44.988199,5.934894 44.988354,5.93494 44.988444,5.934887 44.988528,5.935004 44.988484,5.935128 44.988522,5.935103 44.988715,5.935206 44.988906,5.935129 44.989366,5.934968 44.989531,5.935009 44.989627,5.934881 44.989673,5.935006 44.989688,5.935099 44.989498,5.934986 44.989699,5.93504 44.98959,5.934971 44.989666,5.93504 44.989856,5.935236 44.989974,5.935354 44.989874,5.935048 44.990377,5.935102 44.990469,5.934922 44.99094,5.93552 44.98996,5.935434 44.989882,5.935313 44.989911,5.93516 44.990166,5.935406 44.990388,5.935299 44.990652,5.935534 44.991561,5.93546 44.99147,5.935498 44.991937,5.93541 44.99242,5.93603 44.992578,5.936731 44.992592,5.936957 44.992689,5.937353 44.992732,5.938137 44.993119,5.938185 44.993222,5.938069 44.993159,5.938195 44.993338,5.938098 44.993397,5.938058 44.993672,5.938159 44.993733,5.938196 44.993645,5.93811 44.993712,5.938171 44.993628,5.93851 44.994149,5.938979 44.994337,5.939374 44.994583,5.93962 44.994645,5.939922 44.994947,5.940403 44.995274,5.940614 44.995511,5.941002 44.995483,5.941424 44.995119,5.941938 44.994954,5.943015 44.994869,5.943248 44.994971,5.943762 44.995029,5.943796 44.994934,5.944198 44.994849,5.944253 44.994759,5.944276 44.994861,5.944381 44.994929,5.944656 44.994975,5.944736 44.995061,5.945012 44.995077,5.945224 44.995229,5.9455 44.995318,5.945266 44.995184,5.945334 44.994997,5.94566 44.995019,5.945827 44.995109,5.945764 44.994911,5.945901 44.994944,5.946183 44.995204,5.946357 44.995242,5.946234 44.995284,5.946371 44.995374,5.946494 44.995426,5.946524 44.995338,5.946325 44.995166,5.946459 44.995205,5.946646 44.995475,5.946578 44.995362,5.947225 44.995673,5.946936 44.995487,5.947111 44.995523,5.946819 44.995447,5.946751 44.995315,5.946892 44.995392,5.946932 44.995285,5.946808 44.99518,5.947081 44.995412,5.947049 44.995315,5.947575 44.995636,5.947033 44.995136,5.947359 44.995579,5.94727 44.995506,5.947687 44.995599,5.947816 44.99579,5.947504 44.995508,5.94757 44.995603,5.947528 44.995461,5.94784 44.995488,5.947674 44.995428,5.947821 44.995556,5.947646 44.995484,5.94769 44.995377,5.947562 44.995301,5.947758 44.995364,5.94724 44.994908,5.9476 44.995136,5.947678 44.995276,5.947787 44.995199,5.947721 44.995021,5.947788 44.994917,5.948216 44.99552,5.94836 44.995564,5.948426 44.995487,5.948284 44.995411,5.948536 44.995468,5.948533 44.995377,5.948718 44.995403,5.948626 44.995326,5.948684 44.995237,5.948801 44.995275,5.948828 44.995163,5.949129 44.995472,5.949523 44.995536,5.950016 44.995858,5.950186 44.996001,5.950456 44.99644,5.950622 44.99657,5.951601 44.997,5.951955 44.997057,5.952611 44.997013,5.952856 44.996931,5.953302 44.996928,5.953481 44.996584,5.953722 44.99653,5.953935 44.996568,5.954295 44.996788,5.954394 44.996733,5.954501 44.996952,5.954672 44.997105,5.954718 44.997484,5.954708 44.997443,5.95482 44.99749,5.954799 44.997621,5.95505 44.997578,5.955161 44.997616,5.955611 44.997953,5.955733 44.99815,5.955653 44.998221,5.955669 44.998315,5.95571 44.998217,5.955958 44.99833,5.956188 44.998315,5.956293 44.998499,5.956139 44.998456,5.956124 44.998719,5.95641 44.998911,5.956654 44.99895,5.956703 44.999043,5.956751 44.999367,5.956706 44.999571,5.956792 44.99973,5.956796 44.999948,5.956931 45.000046,5.956936 45.000142,5.957181 45.000326,5.957353 45.00071,5.957569 45.000713,5.9578 45.000897,5.957755 45.001278,5.95721 45.001972,5.957226 45.002009,5.957629 45.001921,5.957292 45.002329,5.957265 45.002586,5.957124 45.00273,5.957001 45.003069,5.956995 45.003276,5.957185 45.003114,5.957704 45.002899,5.957803 45.003221,5.957898 45.003062,5.95812 45.002954,5.958315 45.002725,5.958656 45.002587,5.958866 45.002394,5.958957 45.002485,5.958887 45.002775,5.958939 45.002808,5.959443 45.002332,5.959697 45.002247,5.960283 45.001769,5.960383 45.00225,5.960371 45.002571,5.960466 45.002703,5.960548 45.00324,5.960818 45.003515,5.961159 45.00369,5.961214 45.003772,5.96114 45.004006,5.961227 45.004505,5.961153 45.004535,5.96114 45.004412,5.961438 45.004013,5.96167 45.003878,5.962377 45.003658,5.962187 45.003407,5.962198 45.003336,5.963177 45.003477,5.963321 45.003755,5.963387 45.003393,5.963771 45.003753,5.963965 45.003546,5.964097 45.003096,5.96393 45.002762,5.964302 45.002562,5.964508 45.002533,5.964795 45.002655,5.964931 45.002833,5.964996 45.003149,5.965109 45.003209,5.965249 45.003472,5.965231 45.003877,5.965441 45.00409,5.965577 45.004363,5.965933 45.004636,5.965987 45.004771,5.965937 45.004737,5.965832 45.004803,5.966059 45.004824,5.965959 45.004794,5.965954 45.004701,5.966036 45.004618,5.966112 45.004692,5.966126 45.004591,5.966037 45.004657,5.966066 45.004703,5.966095 45.004668,5.965929 45.004711,5.966071 45.004745,5.966112 45.00468,5.966338 45.004938,5.966463 45.00497,5.967039 45.00485,5.966996 45.004549,5.967738 45.0033,5.968087 45.002434,5.968574 45.001608,5.969058 45.000594,5.970356 44.999321,5.970808 44.998951,5.97081 44.998854,5.971841 44.997487,5.972108 44.997276,5.972656 44.996575,5.972919 44.996343,5.972811 44.996288,5.972409 44.996274,5.972162 44.99619,5.971484 44.996202,5.970244 44.996073,5.969216 44.995835,5.969255 44.995733,5.96896 44.994799,5.969002 44.994677,5.968779 44.994442,5.96847 44.994342,5.968195 44.994132,5.968166 44.993179,5.967752 44.992443,5.967448 44.991617,5.967483 44.990814,5.967007 44.990727,5.966585 44.990573,5.966397 44.99017,5.966452 44.989732,5.966519 44.989649,5.966365 44.9893,5.966364 44.988934,5.966113 44.988754,5.96605 44.987308,5.965705 44.986348,5.965785 44.985932,5.965642 44.985232,5.965484 44.985018,5.965162 44.984804,5.965437 44.983346,5.964926 44.983021,5.963698 44.98272,5.96345 44.9826,5.96315 44.982281,5.963256 44.982011,5.963179 44.981937,5.963083 44.981996,5.96329 44.981991,5.963242 44.982076,5.963299 44.982053))",Cros de Quinchiol,54857,41158,[snow_ice_mixed],[loop],"[37525, 41158, 115345]"
"MULTILINESTRING ((5.404283 45.078686,5.404763 45.078285,5.405466 45.078404,5.406578 45.079256,5.408092 45.078939,5.40947 45.079041,5.409617 45.078742,5.410546 45.078612,5.412445 45.078648,5.412681 45.076901,5.413781 45.075734,5.414578 45.075499,5.414763 45.075154,5.414576 45.074756,5.415369 45.073337,5.416703 45.072913,5.417632 45.072205,5.417526 45.071899))",Torquémada,54879,41298,[rock_climbing],[],"[41298, 176855, 186303]"
"MULTILINESTRING ((6.2153447 44.934545199996,6.2153252 44.9345900999959,6.2148227 44.9346170999959,6.2146466 44.9347787999959,6.2139418 44.9358746999959))",Para 2000,54910,40639,[rock_climbing],[return_same_way],"[40639, 108678]"
"MULTILINESTRING ((5.630557 45.1710782,5.6307628 45.1709672,5.6310232 45.1709769,5.6314304 45.1712061,5.6316682 45.1712756,5.6340173 45.171014,5.6342676 45.1709725,5.6344664 45.1708581,5.6337453 45.1694721,5.6337311 45.1685525,5.6332139 45.1669342,5.6330165 45.1665875,5.6326376 45.1655114,5.6323013 45.1648113,5.6324317 45.1644497,5.6327124 45.1641465,5.6329113 45.164027,5.6334231 45.1639214,5.6336778 45.1639321,5.634182 45.1638111,5.6351053 45.1634717,5.6352447 45.1633159,5.6357459 45.1631926,5.6361566 45.1629634,5.6373921 45.1626569,5.6378079 45.1624431,5.6372709 45.1624887,5.6367821 45.1623684,5.636603 45.1622298,5.6365211 45.1620585,5.6361654 45.1617916,5.63572 45.1615978,5.6354603 45.1615771,5.6353027 45.1614278,5.6354494 45.1612747,5.6356821 45.1611939,5.636461 45.1611851,5.6372114 45.1613458,5.6374651 45.1613236,5.6375779 45.1611604,5.6380883 45.1612278,5.6383333 45.1611663,5.6384664 45.1613244,5.6387031 45.1614177,5.6388594 45.1617623,5.6394762 45.1620893,5.6395641 45.1622643,5.6393569 45.1623695,5.6393036 45.1625499,5.6395082 45.1626607,5.6396656 45.163003,5.6398285 45.1631461,5.6398386 45.1629611,5.6395692 45.162264,5.638985 45.161881,5.6388324 45.1617294,5.6387855 45.1615445,5.6384535 45.1612594,5.6376703 45.1612545,5.6371935 45.161433,5.6364283 45.1613066,5.6356506 45.1613503,5.6354032 45.1614103,5.6355318 45.1615835,5.6359885 45.1617587,5.6366289 45.1623428,5.6370949 45.1625347,5.6376091 45.162508,5.6375931 45.1626953,5.6368471 45.1628713,5.6366662 45.1630043,5.636414 45.1629665,5.6357792 45.1633147,5.6352663 45.1634033,5.6348428 45.1636171,5.6345891 45.1636476,5.6342363 45.1639129,5.6337225 45.1639945,5.6334597 45.1639765,5.6329647 45.1640928,5.632813 45.1642421,5.6328061 45.164428,5.6323008 45.1645066,5.6321835 45.1646672,5.6324259 45.1649893,5.6326604 45.1657307,5.633619 45.1680556,5.6336159 45.1684235,5.6337131 45.1685939,5.6338303 45.1697115,5.6340118 45.1700706,5.6340979 45.1704396,5.6343462 45.170773,5.6343785 45.1709547,5.6341474 45.1710415,5.6325731 45.1712407,5.631782 45.1712778,5.6315173 45.1712417,5.6308534 45.1709443,5.6305854 45.1709569,5.6303599 45.1708625))",Parcours Honneger,54944,40544,[rock_climbing],[loop],"[40544, 107501]"
"MULTILINESTRING ((5.376727 45.080733,5.377503 45.080574,5.377565 45.080478,5.376907 45.079864,5.37675 45.079873,5.376064 45.080264,5.376143 45.080239,5.376327 45.079957,5.376276 45.079906,5.376119 45.079936,5.375956 45.080094,5.375749 45.080113,5.37547 45.080039,5.375684 45.079923,5.37537 45.079959,5.375682 45.079768,5.375702 45.079671,5.375308 45.079634,5.375748 45.07945,5.376063 45.079245,5.376319 45.078976,5.376209 45.078902,5.376074 45.078934,5.375665 45.079238,5.374802 45.079396,5.37437 45.079426,5.375141 45.078921,5.375358 45.078643,5.375456 45.078241,5.375478 45.077623,5.375282 45.07712,5.375237 45.076813,5.375549 45.076569,5.37557 45.076463,5.375756 45.0763,5.375883 45.075915,5.376145 45.07568,5.376251 45.075491,5.376252 45.07499,5.37646 45.074655,5.376479 45.074448,5.376663 45.07421,5.377144 45.073958,5.378079 45.073861,5.378309 45.073941,5.378436 45.073922,5.378853 45.074189,5.378892 45.074272,5.378944 45.074224,5.379323 45.074214,5.379307 45.074314,5.379408 45.074394,5.379834 45.074282,5.380272 45.074317,5.380411 45.074281,5.380679 45.074344,5.381674 45.074184,5.381807 45.074229,5.381914 45.074161,5.3822 45.07412,5.382302 45.074039,5.382861 45.074151,5.383089 45.074273,5.383365 45.074225,5.38392 45.074317,5.384015 45.074397,5.383978 45.074495,5.384037 45.074587,5.384357 45.074916,5.384639 45.075696,5.384734 45.07578,5.384542 45.075536,5.384082 45.07521,5.383962 45.074962,5.383979 45.074812,5.38385 45.074695,5.38315 45.074365,5.382864 45.074361,5.382453 45.074564,5.382316 45.074974,5.382353 45.075237,5.38253 45.075619,5.383013 45.076348,5.38304 45.076655,5.3829 45.076642,5.382693 45.076506,5.382202 45.07643,5.382109 45.076454,5.381678 45.076998,5.381386 45.077063,5.38079 45.077084,5.3804 45.077014,5.379788 45.077186,5.379047 45.077619,5.378952 45.077682,5.378952 45.078108,5.378829 45.078237,5.378324 45.078447,5.377715 45.079272,5.377454 45.079766,5.377274 45.079951,5.37714 45.080002,5.377463 45.080692,5.37696 45.080816,5.376764 45.080785))",Nid d'aigle,54957,40767,[rock_climbing],[loop],"[40767, 130822]"
"MULTILINESTRING ((6.1488395 45.0874694,6.148383 45.0876962,6.1481313 45.0877584,6.1481182 45.0879448,6.1479822 45.0880992,6.1479816 45.0886671,6.1482344 45.0895802,6.1483598 45.0897408,6.1480516 45.0904398,6.1480945 45.0906244,6.1479855 45.0907953,6.1482329 45.0913307,6.1482329 45.0915158,6.1486106 45.0917716,6.1490102 45.0926362,6.1489853 45.0929973,6.1490973 45.0933809,6.1490628 45.0935596,6.1492632 45.0940861,6.1490278 45.094798,6.1490821 45.0949754,6.1490618 45.0947958,6.1491631 45.0946257,6.1490892 45.094452,6.1491287 45.0942724,6.1492566 45.0941113,6.1491519 45.0939464,6.1489461 45.0931969,6.1489864 45.0926452,6.1487916 45.0921134,6.1483399 45.091649,6.1482723 45.0912792,6.1481255 45.0911235,6.1476241 45.091047,6.147001 45.0913764,6.1467556 45.0914363,6.1462251 45.0920552,6.1462855 45.092232,6.1462057 45.0924064,6.1459508 45.092406,6.1454472 45.0925341,6.1452464 45.0926475,6.1449839 45.0926412,6.1447535 45.0927279,6.1447022 45.0929044,6.1445346 45.0930477,6.1445834 45.0932244,6.1441605 45.0934428,6.1440155 45.0935946,6.1439708 45.0937774,6.143783 45.0939162,6.1432649 45.0940164,6.1429761 45.0943424,6.142455 45.0947555,6.1427112 45.0948435,6.1422074 45.095331,6.1419491 45.0953315,6.1419024 45.095517,6.1416973 45.095668,6.1417916 45.0958467,6.1420158 45.0959367,6.1421432 45.0960949,6.1420932 45.0964561,6.1415545 45.0968648,6.1414077 45.0972457,6.1416263 45.0970988,6.1415994 45.0972781,6.1413446 45.0972738,6.1415116 45.097411,6.1414683 45.097591,6.1415299 45.0979528,6.1414538 45.0981273,6.141259 45.0982434,6.1411965 45.0984238,6.1409978 45.0985381,6.1409957 45.0988994,6.1409214 45.0990735,6.1402326 45.0996076,6.1399145 45.1003015,6.1398171 45.1010345,6.139732 45.1012053,6.139776 45.1013859,6.139496 45.101696,6.1392827 45.1017959,6.1391887 45.1019698,6.1391816 45.1023299,6.1390615 45.1026815,6.1387611 45.1030024,6.1385064 45.1030319,6.1386507 45.1028723,6.1386189 45.1026911,6.1384163 45.10256,6.1383301 45.1023869,6.1382387 45.101441,6.1383124 45.1012621,6.1383045 45.1008922,6.1385571 45.1008455,6.1387083 45.100698,6.1387832 45.1005246,6.1387638 45.1003347,6.1385084 45.1000138,6.1380213 45.0998875,6.137719 45.0995742,6.1380727 45.0986877,6.1383972 45.0983855,6.1384575 45.0982091,6.1384078 45.0978426,6.1386266 45.0977447,6.1388926 45.0977916,6.1393402 45.0976121,6.1396723 45.0973215,6.1399703 45.0968154,6.1399931 45.0966265,6.140473 45.0959871,6.1407434 45.095952,6.140881 45.0957976,6.1408446 45.095424,6.1417134 45.094752,6.1417772 45.0945729,6.1417012 45.0942078,6.1418315 45.0940452,6.1418223 45.0938641,6.1423228 45.0939374,6.1425693 45.093884,6.1429129 45.0936005,6.1433958 45.0934463,6.1435172 45.0932837,6.1437336 45.0931864,6.1438728 45.0930331,6.1438317 45.0928493,6.1439856 45.0926972,6.1442217 45.0921762,6.1446844 45.0917416,6.1448484 45.0913949,6.1446908 45.0910408,6.1448063 45.0906787,6.1458552 45.0898575,6.1459629 45.0896884,6.1460512 45.0891251,6.1462201 45.0889766,6.1464278 45.0884467,6.1465573 45.088289,6.1469963 45.088105,6.1470386 45.0879267,6.1477219 45.0876802,6.1479695 45.0877279,6.1477275 45.0876706))",Traversée des arêtes S >> N,54969,41472,[mountain_climbing],[loop],"[41472, 104274]"
"MULTILINESTRING ((6.243626 44.960544,6.243567 44.960754,6.243212 44.960779,6.242761 44.960611,6.242652 44.960427,6.242414 44.960359,6.242043 44.960102,6.241368 44.960349,6.241116 44.960651,6.240433 44.961115,6.240082 44.961655,6.239747 44.961906,6.239333152771 44.9620574805409,6.23827603495743 44.9621934862245,6.23763919287194 44.9620673979396,6.2373161315918 44.9623763207637,6.23791694641113 44.9632721004784,6.23795986175537 44.9636820289033,6.238175 44.964059,6.238178 44.965139,6.238089 44.965499,6.238179 44.96567,6.238138 44.965848,6.238296 44.966194,6.23829 44.966375,6.238397 44.966538,6.239139 44.966422,6.239648 44.96644,6.239889 44.966502,6.240052 44.966357,6.240286 44.966275,6.240273 44.966091,6.239851 44.965637,6.239783 44.965462,6.239835 44.965088,6.239581 44.965035,6.239415 44.964898,6.239419 44.964717,6.239232 44.964592,6.239441 44.9647,6.239619 44.964569,6.239523 44.964399,6.239701 44.964061,6.239712 44.963325,6.23987 44.962789,6.239759 44.962426,6.239851 44.962252,6.239707 44.962084,6.239747 44.961906,6.240105 44.961642,6.240372 44.961129,6.240773 44.960891,6.24089 44.960729,6.241132 44.960657,6.241406 44.960346,6.241804 44.960113,6.242072 44.960084,6.242487 44.960299,6.242727 44.960621,6.243207 44.960797,6.243462 44.960821,6.243688 44.960717,6.243644 44.960539))",arista Sur,54997,41504,[mountain_climbing],[loop_hut],"[41504, 104170, 107173]"
"MULTILINESTRING ((6.26254571900001 44.9538234029959,6.262666299 44.9540382699959,6.263047502 44.9542832199959,6.263194165 44.9546126059959,6.26314786100001 44.9549219139959))",le tresor de Rackam le Rouget,55007,39694,[mountain_climbing],[loop_hut],"[39694, 104170, 106909, 107173]"
"MULTILINESTRING ((6.34482443332672 44.9265120140297,6.34575247764587 44.9260144635978,6.34756565093994 44.9253433334135,6.34798407554626 44.9250622692024,6.34918570518494 44.9245609080062,6.35075211524963 44.9245153294987,6.35113835334778 44.9246216792933,6.35139584541321 44.9249711129468,6.35196447372437 44.9261029595356,6.3530158996582 44.9248875529187,6.35315537452698 44.9245609080062))",via Mayer Dibona,55040,37978,"[mountain_climbing, snow_ice_mixed]",[loop_hut],"[37978, 38093, 106909, 130356]"
"MULTILINESTRING ((5.865215 45.317013,5.864291 45.317135,5.863337 45.316227,5.862314 45.316221,5.861646 45.316004,5.861393 45.315549,5.861699 45.315651,5.861985 45.315145,5.862079 45.315359,5.862483 45.315275,5.86256 45.31558,5.862472 45.315208,5.862928 45.31513,5.863204 45.314827,5.864065 45.314761,5.864411 45.314248,5.864951 45.314765,5.865182 45.314188,5.865623 45.314247,5.865664 45.313809,5.865985 45.314088,5.866062 45.313816,5.8662 45.313951,5.866332 45.312634,5.86741 45.313425,5.866367 45.310148,5.866418 45.308926,5.867099 45.309119,5.867303 45.308424,5.869556 45.309047,5.869805 45.308433,5.87061 45.308082,5.870921 45.307154,5.872961 45.307788,5.874193 45.308842,5.87552 45.309495,5.876422 45.308244))",vía la grotte,55045,41452,[rock_climbing],[],"[41452, 104499]"
"MULTILINESTRING ((6.0428823 45.0571119,6.0430389 45.0564112,6.0440307 45.0565011,6.0447093 45.0564651,6.0460143 45.05704))",La cascade du Pissat,55051,41522,[rock_climbing],[return_same_way],"[41522, 285396]"
"MULTILINESTRING ((5.91821832699999 45.2019514179959,5.917748073 45.2004050189959,5.91906487800001 45.2012223829959,5.91928434300001 45.1997643559959,5.92047575700001 45.2017746329959,5.92486493500001 45.2004931459959,5.929599144 45.2014205969959,5.93182443 45.1985927149959,5.931510889 45.1984381149959,5.93245070100001 45.1955882649959,5.931854644 45.1936884929959,5.930506689 45.1937107479959,5.93075714 45.1920759349959,5.930922589 45.1899699309959,5.932646367 45.1891523669959,5.932615342 45.1904115459959,5.933022914 45.1907207649959,5.93361828200001 45.1899916899959,5.93734874099999 45.1910514899959,5.938445648 45.1904548489959,5.94132990499999 45.1913600469959,5.943147606 45.1902992919959,5.94599589899999 45.1901925109959,5.946170577 45.1885227219959,5.94437137699999 45.1877501099959,5.94537977900001 45.1863274899959,5.94722200699999 45.1855230819959,5.94871307800001 45.1844713539959,5.948668756 45.1836364679959,5.94822990299999 45.1833582809959,5.94936961400001 45.181688148996,5.95074050099999 45.1818031699959,5.952034079 45.1805583909959,5.95204051500001 45.1800602619959,5.95341844899999 45.1780249299959,5.95463211699999 45.1775160319959,5.955750015 45.1777571259959,5.95658902200001 45.1766626549959,5.95716506599999 45.1754297649959,5.957777327 45.1744637249959,5.95667845 45.1741660509959,5.955195657 45.1743859919959,5.95423169700001 45.1748478469959,5.95379626200001 45.1757486249959,5.953425632 45.1780358809959))",arista NNW,55085,39072,[mountain_climbing],[loop],"[39072, 104165, 104273]"
"MULTILINESTRING ((6.26314093600001 44.9549182639959,6.264919212 44.9545634299959,6.26797424800001 44.9533217779959,6.26946958500001 44.9533482109959,6.271580477 44.9526733139959,6.272972556 44.9528428349959,6.27212048 44.9547031239959,6.27127753200001 44.9554910139959,6.26932792500001 44.9560013509959,6.26845734500001 44.9568052649959,6.26833219300001 44.957585423996,6.268882489 44.9583177519959,6.27186630600001 44.9583854429959,6.27369199299999 44.9585917969959,6.274842568 44.9594475579959))",arista E por el glaciar de arena,55097,39694,"[mountain_climbing, snow_ice_mixed]",[return_same_way],"[39694, 106909, 163960]"
