WKT,name,id,type
"POINT (5.931783 45.158002)",Lac Merlat,907819,lake
"POINT (5.942636 45.150389)",Lac David,907821,lake
"POINT (5.937089 45.152945)",Lac Longet,907825,lake
"POINT (5.942662 45.155634)",Lac Claret,907827,lake
"POINT (5.974227 45.155587)",Lac du Bois,907984,lake
"POINT (5.976201 45.159923)",Lac du Boeuf,907985,lake
"POINT (5.987746 45.157292)",Lac de Bâton,907988,lake
"POINT (5.930146 45.147635)",Lac Léama,907989,lake
"POINT (6.030075 45.217201)",Lac de la Coche,907991,lake
"POINT (6.112154 45.222399)",Lac de l'Âne,907992,lake
"POINT (6.156612 45.348534)",Lac de Périoule,908001,lake
"POINT (5.94659 45.18035)",Lac de la Grande Sitre,908005,lake
"POINT (6.030177 45.30721)",Theys - Carrefour des 4 chemins,910549,access
"POINT (6.045713 45.31831)",Fontaine du Chalet de Pierre Roubet,910781,waterpoint
"POINT (5.96485774916968 45.1649242650208)",Bivouac lac des Domenons,912184,bivouac
"POINT (5.938168 45.106642)",Ecole d'Escalade de Livet,917160,climbing_outdoor
"POINT (5.75975554919823 45.3422291850117)",Col de la Cochette,917522,pass
"POINT (6.154093 45.116845)",Le Grand Sablat,917544,climbing_outdoor
"POINT (5.678888 45.137172)",Fort de Comboire,918575,summit
"POINT (5.906745 44.817766)",Barrage du Sautet,920536,locality
"POINT (5.902973 45.040119)",Lac de la Courbe,920918,lake
"POINT (6.136141 44.933318)",Le Plan de Lanchâtra,922744,bivouac
"POINT (5.810449 44.724805)",Grotte de la Fétoure,923636,cave
"POINT (6.158826 45.323073)",Lac de Moretan supérieur,925997,lake
"POINT (6.165637 45.325742)",Lac de Moretan inférieur,925999,lake
"POINT (6.177824 45.325534)",Lac de la Colombière,926000,lake
"POINT (6.066565 45.238409)",Lacs de la Belle Etoile,926001,lake
"POINT (5.880271 45.047659)",Lac Claret,926003,lake
"POINT (6.106036 45.114963)",Lac Blanc  Alpe dHuez,926004,lake
"POINT (6.111618 45.131773)",Lac du Milieu  Alpe d'Huez,926005,lake
"POINT (6.121534 45.149006)",Lac de Balme Rousse,926006,lake
"POINT (6.091887 45.137191)",Lac Carrelet,926007,lake
"POINT (6.095183 45.134459)",Lac Lamat,926008,lake
"POINT (6.089213 45.125413)",Lac Faucille,926009,lake
"POINT (6.087479 45.118162)",Lac Besson,926010,lake
"POINT (6.084576 45.117939)",Lac Noir  Oz,926011,lake
"POINT (6.18564 44.993228)",Lac de Serre Palas,926014,lake
"POINT (5.721711 45.193412)",Mur d'escalade du quai de France,927527,climbing_indoor
"POINT (5.945045 45.17188)",Lac du Loup,931873,lake
"POINT (5.910343 45.384825)",Arche du Grand Manti,932537,misc
"POINT (5.735442 45.184942)",Sommet de la Tour Perret,932823,climbing_outdoor
"POINT (5.675931 45.246544)",St Egrève - Jardin de ville,932831,climbing_outdoor
"POINT (5.714157 45.328069)",Goulet d'Hurtières,934195,pass
"POINT (5.597414 44.988322)",Décollage : Pré Berca (Col de l'Arzelier),936057,paragliding_takeoff
"POINT (6.299445 44.976238)",Bivouac du Châtelleret,942687,bivouac
"POINT (5.702472 45.281528)",Arche Tordue,943671,misc
"POINT (5.967963 45.007879)",Le Chantelouve,944753,gite
"POINT (5.705484 45.341554)",Arche de la Grande Sure,947230,misc
"POINT (5.965266 44.81199)",Pointe de Rogne,948014,summit
"POINT (6.122898 45.085242)",Webcam de Sarenne: Sommet,950779,webcam
"POINT (6.056158 45.101875)",Station météo Huez FHUE1,951331,weather_station
"POINT (5.817401 44.977907)",Villard Saint Christophe - Le Ramet,953842,access
"POINT (5.507564 45.235931)",La Rivière,954842,locality
"POINT (5.481596 45.201433)",St Gervais,954845,locality
"POINT (5.791651 45.295641)",Chamechaude - Epaule N,955016,summit
"POINT (5.819697 44.814989)",Abri 1484,955308,shelter
"POINT (6.12659 44.937815)",Le tout petit Roux,960501,summit
"POINT (5.76152 45.322179)",Charmant Som - Déco S,960539,paragliding_takeoff
"POINT (5.761284 45.323814)",Charmant Som - Déco W,960540,paragliding_takeoff
"POINT (5.806128 45.324817)",Attéro de Saint Hugues de Chartreuse,960542,paragliding_landing
"POINT (5.803847 45.283795)",Col de l'Emeindras,960544,pass
"POINT (5.719297 45.340154)",Mollard de la Grande Vache,960755,summit
"POINT (6.150348 44.941423)",Col du Pierroux,961671,pass
"POINT (6.051565 45.306631)",Pointe de Séchident,962151,summit
"POINT (6.053206 45.313268)",Chaînon du Grand Rocher,962152,virtual
"POINT (5.661788 44.76197)",Saint-Maurice-en-Trièves  parking du restaurant Le Chalet,969143,access
"POINT (6.080091 45.271795)",Cascade du Pissou,975858,waterfall
"POINT (6.012111 45.049302)",Falaise du Prégentil,978312,waterfall
"POINT (5.787045 45.268075)",Montjalat,979953,locality
"POINT (5.787912 45.269966)",Montjalat le Haut,979958,locality
"POINT (5.788963 45.271598)",Pied de Velouse,979966,locality
"POINT (6.22004737523472 45.0847486629672)",La Côte Essuite,984763,summit
"POINT (6.158758 44.85829)",Mont Gardi,986618,summit
"POINT (5.617303 45.168915)",Rochers de Fangasset,992335,summit
"POINT (5.931821 45.240732)",Col du Rolland,992343,pass
"POINT (6.004352 45.177852)",Lac de la Balmette,992457,lake
"POINT (5.598208 45.063266)",Déco Plateau du Cornafion,996573,paragliding_takeoff
"POINT (6.150664 45.042224)",Lac du Chambon (Romanche),998147,lake
"POINT (5.699574 45.282605)",Grotte de la Barre Mangin,999593,cave
"POINT (5.638776 45.147514)",Décollage : Moucherotte,1001044,paragliding_takeoff
"POINT (6.109975 44.939283)",Glacier de la Muzelle,1003067,locality
"POINT (6.144707 44.978372)",Plan du Lac,1003223,access
"POINT (6.009099 45.312323)",Parking de l'arrêt de bus du Carret,1007259,access
"POINT (5.61463063921844 45.0910098950246)",Sciallet du Pic Saint-Michel,1007420,cave
"POINT (5.575406 45.046262)",Abri de la Fauge,1010034,hut
"POINT (6.049 45.280678)",Crêt du Bœuf,1014612,summit
"POINT (5.926328 45.155558)",Pic du Grand Perlet,1020318,summit
"POINT (6.00037 44.981872)",Cabane du Pré de la Vache,1024305,hut
"POINT (5.61408 45.07887)",source du col de l'arc (face est),1024931,waterpoint
"POINT (6.018716 45.317442)",GAEC de la Belle Étoile,1026651,local_product
"POINT (5.96381502916983 45.0036443350292)",Croisement,1027508,misc
"POINT (5.94377103917262 44.9914719350298)",Névé de l'Armet,1027521,misc
"POINT (5.839827 45.201718)",Domène,1034305,access
"POINT (6.100524 45.355681)",Pinsot,1034508,access
"POINT (5.659304 45.062586)",Domaine du Rocher St-Loup,1034674,gite
"POINT (5.883 45.13)",Décollage : Chamrousse - Aiguille (le Recoin),1038404,paragliding_takeoff
"POINT (5.7836 45.0364)",Décollage : Laffrey - Les Tibannes,1038468,paragliding_takeoff
"POINT (6.038711 45.385015)",Décollage : Crêts en Belledonne - Bajin,1038756,paragliding_takeoff
"POINT (6.260025 44.895214)",Bivouac du vallon des Étages,1042076,bivouac
"POINT (5.8663538491834 45.3210676050128)",Cheminée du Paradis,1050607,misc
"POINT (5.602881 45.299799)",Bec de l'Échaillon,1055034,summit
"POINT (5.898689 44.757692)",Les Gillardes - Grande Roche,1057828,climbing_outdoor
"POINT (5.892122 44.755683)",Les Gillardes - Petite Roche,1057957,climbing_outdoor
"POINT (6.103747 45.349078)",Crêt Mottin,1092024,misc
"POINT (5.940985 45.031781)",Côte Belle,1094544,summit
"POINT (6.180083 45.104829)",Chalets de la Boire,1095851,hut
"POINT (6.26121997918381 44.9624947467851)",Col N du Plaret,1105465,pass
"POINT (6.2135988481773 45.0576624028134)",Chalets du Fay,1111412,hut
"POINT (5.68848788738251 45.1839840937258)",Parc Karl Marx,1112168,access
"POINT (5.82924485206604 45.0576035496926)",Le château de Séchilienne,1115694,climbing_outdoor
"POINT (6.10990047454834 44.9128361646036)",Pointe Royer,1117756,summit
"POINT (5.61729669570923 45.1323990237617)",Croix des Ramées,1119002,locality
"POINT (6.29004263864772 44.8738393031248)",Chaînon Vaccivier - Says - Chéret,1119916,virtual
"POINT (5.5093241492331 44.8883226750352)",Fontaine de la Chau,1120762,waterpoint
"POINT (5.51005840923299 44.9053797750344)",Fontaine du Play,1120763,waterpoint
"POINT (5.95840072631836 44.8637901437519)",Col d'Hurtières,1125216,pass
"POINT (5.9608039855957 44.8871949124209)",Le Villard,1125217,access
"POINT (5.78097581863403 44.8757290273971)",Trident de Cognet,1129809,summit
"POINT (6.33009052407579 44.9258925437116)",Col du Flambeau,1130081,pass
"POINT (6.3196409038879 44.9942360749212)",Pointe de Castelnau,1133814,summit
"POINT (5.65318465232849 45.1657075089846)",Poussebou - Parking du bas,1136898,access
"POINT (6.04104280471802 45.1281278952428)",Aiguille d'Allemont,1137623,climbing_outdoor
"POINT (6.31682753562927 45.0038104615851)",Brèche Joseph Turc,1142355,pass
"POINT (6.1317398499064 45.2504635467556)",Crête de la Marmottane,1145102,summit
"POINT (6.25448226928711 44.858264487774)",Brèches des Neiges,1151775,pass
"POINT (5.4753 44.8672)",Fontaine de la Baraque de Gerland,1152744,waterpoint
"POINT (5.87957548814526 44.7488893722313)",Paroi du Mas,1152976,climbing_outdoor
"POINT (6.126436221435 45.2460805875437)",Glacier de la Combe Madame,1155288,locality
"POINT (6.11311525756553 45.242563347744)",Glacier du Rocher Blanc,1155290,locality
"POINT (5.64522385597229 45.1531945181507)",Bois de Poussebou (intersection),1156354,locality
"POINT (5.90091991424561 45.0328329367168)",Pas de la Mine,1156805,pass
"POINT (5.99827766418457 45.2251124815722)",Prabert - Parking du Muret,1163193,access
"POINT (5.9800386428833 45.242784545278)",Prabert - Route du pré de l'Arc,1163200,access
"POINT (5.99858151996916 45.0956611621209)",Le Colombaret - Les Sables (Bourg d'Oisans),1164344,climbing_outdoor
"POINT (5.92241191811627 44.9313281552487)",Col supérieur de Pierre Luminet,1174493,pass
"POINT (5.673266 45.135371)",Parking chemin des cimentiers,1178528,access
"POINT (6.11600518226624 45.1097181457834)",Pic de l'Herpie,1180985,summit
"POINT (5.60590267181396 45.2443651175444)",Trucherelle,1181257,access
"POINT (6.01951003074646 45.0194050068287)",Cascades de Villard Reymond Haut,1184673,waterfall
"POINT (6.24357104301453 44.8931312639941)",Pointe d'Entre-les-Cols,1190622,summit
"POINT (6.11178606748581 44.9119832866862)",Pointe Buisson,1191832,summit
"POINT (6.16514325141907 44.8968554226193)",Pointe du Grand Vallon,1191833,summit
"POINT (5.74406862258911 45.2414907448328)",Ancien fort du Rachais,1191865,summit
"POINT (6.11359119415283 45.0967939884826)",Croupe S de l'Herpie,1192243,summit
"POINT (5.9755888552044 45.0986820778436)",Cime de Cornillon,1192500,summit
"POINT (6.18140816688538 44.9086343362785)",Tête du Caneton,1193969,summit
"POINT (6.1862576007843 44.9126614111393)",Tête de la Caborne,1193982,summit
"POINT (6.18660092353821 44.9188306464514)",Tête du Pouyet,1193985,summit
"POINT (5.64559400081635 45.1472207522315)",Rocher du Château Bouvier,1194210,summit
"POINT (5.64514875411987 45.1593303122878)",Sentier des Charbonniers,1194234,misc
"POINT (5.73802828788757 45.1837080788648)",Parking du vélodrome,1198615,access
"POINT (6.13647794836699 45.0449828183258)",Barrage du Chambon,1198999,access
"POINT (6.13857865333557 44.8632076402663)",Pic des Souffles - Sommet E,1201079,summit
"POINT (6.13299965858459 44.8644547686164)",Pic des Souffles - Sommet W,1201080,summit
"POINT (6.15547657012939 45.049315529453)",Les Aymes,1202272,access
"POINT (5.58062553405762 44.8438356606621)",Trézanne,1202278,access
"POINT (5.69795608520508 45.2609173137459)",Proveyzieux,1202391,access
"POINT (5.89961528778076 45.1869823607138)",Les Granges de Freydière,1202392,access
"POINT (5.69775 45.29824)",Décollage : Rochers de Chalves - Bannettes,1202461,paragliding_takeoff
"POINT (5.59873580932617 44.7852008921903)",Col du Prayet,1202567,access
"POINT (5.49818515777588 45.177416089529)",Pont Chabert,1202594,access
"POINT (5.61828374862671 44.9101312253541)",Les Audières,1202640,access
"POINT (6.35068774223328 44.8790076714083)",Pointe des Frères Chamois,1202792,summit
"POINT (5.57395756244659 45.0476365569302)",Collet des Clots,1202800,pass
"POINT (5.56036412715912 45.0038825278575)",Col des Moucherolles,1202803,pass
"POINT (5.54945826530457 44.9994104542835)",Roche du Coin,1202809,summit
"POINT (5.5523470044136 45.0011268766404)",Décollage : Sommet du Belvédère,1202813,paragliding_takeoff
"POINT (5.56774288415909 45.0299929962737)",Décollage des pistes de Villard,1202814,paragliding_takeoff
"POINT (5.55663049221039 45.042807815011)",Atterrissage officiel Villard,1202816,paragliding_landing
"POINT (5.60538232326508 45.0869108403267)",Font Froide,1202932,waterpoint
"POINT (5.8348560333252 45.1641113855649)",Saint-Nizier,1202953,access
"POINT (5.6456208229065 45.290942905007)",Gachetière,1202987,access
"POINT (6.14545583724975 45.0364964821338)",Cuculet,1202988,access
"POINT (5.81142425537109 45.0367921637215)",Le Sapey,1202989,access
"POINT (5.67164897918701 45.1422906942743)",Cossey,1203044,access
"POINT (5.72576522827148 45.234238067496)",Col de Clémencières,1203045,access
"POINT (5.59375494718552 45.0894237635318)",Décollage : Belvédère,1203216,paragliding_takeoff
"POINT (5.58144629001617 45.096355979946)",Atterrissage : Les Girards,1203219,paragliding_landing
"POINT (5.58976113796234 45.124061291111)",Atterrissage : Lans-en-Vercors,1203220,paragliding_landing
"POINT (5.59728473424911 45.1184573321106)",Décollage : L'Aigle,1203221,paragliding_takeoff
"POINT (5.84049940109253 45.2850779519872)",Décollage : Col du Baure,1203468,paragliding_takeoff
"POINT (5.85406064987183 45.3095904815858)",Déco de la Dent de Crolles,1203469,paragliding_takeoff
"POINT (5.61165869235992 45.0792899662349)",Décollage : Col de l'Arc,1203618,paragliding_takeoff
"POINT (6.35433554649353 44.924619400348)",Déco du Dôme de Neige des Ecrins,1203627,paragliding_takeoff
"POINT (5.63691973686218 45.1501679892218)",Décollage : Moucherotte (N),1203646,paragliding_takeoff
"POINT (5.58273911476135 45.0151882237838)",Décollage : Pas de l'Oeille,1203661,paragliding_takeoff
"POINT (5.52733540534973 44.9913985388064)",Cabane de Serre du Play,1203679,hut
"POINT (5.81187 45.37042)",Décollage : Grand Som,1203983,paragliding_takeoff
"POINT (5.788148 45.2876)",Décollage : Chamechaude,1203984,paragliding_takeoff
"POINT (5.981265 45.201982)",Décollage : Le Grand Replomb,1203987,paragliding_takeoff
"POINT (5.928588 45.164447)",Décollage : Grand Colon,1203989,paragliding_takeoff
"POINT (6.35724306106567 44.9098500867244)",Décollage du Pic Coolidge,1204283,paragliding_takeoff
"POINT (6.22160911560059 44.8536251432543)",Décollage de la Cime du Vallon,1204285,paragliding_takeoff
"POINT (5.46950161457062 44.7934357331453)",Bachassons,1205416,waterpoint
"POINT (5.48242449760437 44.8257355701265)",Fontaine des Endettés,1205417,waterpoint
"POINT (5.51813542842865 44.8458248782529)",Fontaine du Pas des Bachassons,1205929,waterpoint
"POINT (5.63808917999267 45.2280310049386)",Les Batteries - Les Glairons,1207212,climbing_outdoor
"POINT (5.49522399902344 44.8013648925012)",Bergerie du Jas Neuf,1211180,shelter
"POINT (6.09947204589844 45.2777175970482)",Le Pluviomètre,1211452,summit
"POINT (6.09655380249023 45.2814016684164)",Chalet de l’Arpette,1211453,locality
"POINT (6.35053485631943 44.8798662968074)",Brèche des Frères Chamois,1213095,pass
"POINT (5.57893527468733 45.06118362368)",Fontaine Magdelen,1216379,waterpoint
"POINT (5.58816580420519 45.0523251040198)",Abreuvoir de Roybon,1216400,waterpoint
"POINT (5.57634879736195 45.0562728673784)",Fontaine de la Fauge,1216403,waterpoint
"POINT (5.99619090557098 45.3002301987178)",Theys - centre village,1217355,access
"POINT (5.56351169951623 45.0739536818396)",Fontaine des Vières,1217503,waterpoint
"POINT (5.60665626846558 45.0848437781701)",Bivouac des Anciens,1217509,bivouac
"POINT (5.61650276184082 45.1248372096273)",Pas de la Tinette,1218658,locality
"POINT (5.586631 45.033788)",Bivouac du Gerbier,1219744,bivouac
"POINT (5.586238 45.031423)",Source sous le Gerbier,1219745,waterpoint
"POINT (5.55844641323015 45.0446697119189)",Fontaine des balcons de Villard,1222844,waterpoint
"POINT (5.62770364864306 45.1410799893872)",Pas de la bergère,1227527,locality
"POINT (6.29212321129228 44.9307190115623)",Site de bloc de la Bérarde,1227598,climbing_outdoor
"POINT (5.84234130043813 45.3102274454727)",Col des Ayes,1229042,pass
"POINT (6.14947378208294 44.9179204248406)",Brèche du Salude,1229959,pass
"POINT (5.92439687978385 44.9306474231161)",Col de la Pierre Luminet,1230486,pass
"POINT (5.58694724078538 45.2397792406292)",Tunnel du Mortier,1233720,pass
"POINT (6.08999067356232 45.1560804259279)",École d'escalade de Vaujany,1238816,climbing_outdoor
"POINT (5.63660825237442 45.1530311821484)",Grotte Vallier,1239440,cave
"POINT (5.85647668273665 45.0096254552096)",Crête du Grand Serre,1244282,summit
"POINT (6.11806956647631 45.3029482033133)",Lac des Naves,1246038,lake
"POINT (5.97505359609375 44.8953857004681)",Arche du Vet,1247807,misc
"POINT (6.23763355717622 44.906746529598)",Col des Fétoules,1252387,pass
"POINT (5.83939159486694 44.7741501957286)",Decollage : Grande Tete de l'Obiou,1253002,paragliding_takeoff
"POINT (6.03144695691906 45.4293739562613)",Tour d'Avalon,1256324,locality
"POINT (5.58552952786947 45.0074692724302)",Source des Clos,1259835,waterpoint
"POINT (5.54649330154419 44.8533994493578)",Abri des Granges,1259854,shelter
"POINT (5.69117097118955 45.2754560993616)",Pas du Sappey,1260544,pass
"POINT (5.58366217934791 45.1710693748994)",Pas de Bellecombe,1260728,pass
"POINT (5.58889055340143 45.2381845157684)",Pas du Mortier,1262726,pass
"POINT (6.19417009642077 44.9882889563147)",Brèche de Saint Christophe,1262836,pass
"POINT (5.99246221644703 45.0930684855377)",Gendarme du Rocher Blanc,1262962,climbing_outdoor
"POINT (5.77543913693469 45.3137670569934)",Hameau des Cottaves,1264666,access
"POINT (5.392098 45.101855)",Chambres et table d'hôtes L'EdelBleue,1269460,gite
"POINT (5.80856786780093 45.3856331643086)",Source de la Combe S de Léchaud,1269789,waterpoint
