WKT,name,id,type
"POINT (5.81187 45.3704199999959)",Grand Som,37223,summit
"POINT (5.988781 45.1858579999959)",Col de Roche Noire,37231,pass
"POINT (5.934865 45.137393)",Pointe de Vaudaine,37259,summit
"POINT (6.23009 44.9665399999959)",Col de Burlan,37285,pass
"POINT (6.153735 45.314281)",Col de Morétan,37301,pass
"POINT (5.990988 45.173426)",Col de la Balmette,37311,pass
"POINT (6.28343 44.99003)",Brèche du Râteau,37333,pass
"POINT (6.113077 45.183818)",Côte Belle,37366,summit
"POINT (5.788148 45.2876)",Chamechaude,37370,summit
"POINT (5.930825 45.1309839999959)",Grand Van,37371,summit
"POINT (5.62 45.0901699999959)",Pic Saint Michel,37372,summit
"POINT (6.033071 45.2416799999959)",Cime de la Jasse,37402,summit
"POINT (5.63939 45.14755)",Le Moucherotte,37411,summit
"POINT (5.84104 44.7569399999959)",Tête de Lapras,37418,summit
"POINT (5.69775 45.29824)",Rochers de Chalves - Bannettes,37424,summit
"POINT (5.83749 45.31703)",Roc & Dôme d'Arguille (Pravouta),37425,summit
"POINT (6.050021 45.3035369999959)",Grand Rocher,37430,summit
"POINT (5.873192 45.346948)",Lances de Malissard,37434,summit
"POINT (5.761209 45.235268)",Le Saint Eynard,37435,summit
"POINT (5.72464 44.9918399999959)",Montagne du Conest - La Peyrouse,37440,summit
"POINT (5.58590412139892 45.1791177177389)",Pas de l'Ours,37447,pass
"POINT (5.89035 44.85106)",Le Chauvet,37450,summit
"POINT (5.6055 45.06868)",Rochers de l'Ours,37452,summit
"POINT (5.59821 45.06272)",Plateau du Cornafion,37453,summit
"POINT (5.855406 44.9769109999959)",Le Tabor,37457,summit
"POINT (6.124725 45.2776029999959)",Rocher d'Arguille,37471,summit
"POINT (5.92739 44.96312)",Col de la Baisse,37501,pass
"POINT (5.74361 45.29707)",Mont Fromage - Balme de l'Air,37503,summit
"POINT (6.141366 45.298887)",Pointe de Comberousse,37523,summit
"POINT (5.93406 44.9817099999959)",Grand Armet,37525,summit
"POINT (5.52492 44.95741)",Pas Morta,37542,pass
"POINT (5.90347 44.93758)",Tête de la Grisonnière,37543,summit
"POINT (6.11177 44.9137499999959)",Col du Vallon de Lanchâtra,37550,pass
"POINT (6.128159 45.302873)",Col de la Porte d'Église,37551,pass
"POINT (6.27918 44.98403)",Tête S du Replat,37563,summit
"POINT (5.9932 45.194955)",Pic de la Pierre,37564,summit
"POINT (5.95936 45.171614)",Grande Lance de Domène,37565,summit
"POINT (5.902587 45.1258279999959)",Croix de Chamrousse,37566,summit
"POINT (6.32473 44.96299)",Pic Bourcet,37568,summit
"POINT (6.27422 44.88775)",Col de Clot Châtel,37573,pass
"POINT (6.100229 45.22656)",Pic de l'Agnelin,37584,summit
"POINT (6.107598 45.2414629999959)",Rocher Blanc,37588,summit
"POINT (5.76415 45.32498)",Charmant Som,37612,summit
"POINT (6.090214 45.191291)",Rochers Motas,37621,summit
"POINT (6.132836 45.2996509999959)",Pointe de la Porte d'Église,37623,summit
"POINT (5.998933 45.2029489999959)",Pointe Centrale S du Ferrouillet,37650,summit
"POINT (5.59167 44.90583)",Croix de St Paul,37653,summit
"POINT (5.995237 45.1971049999959)",Sommet Colomb,37656,summit
"POINT (6.054023 45.2369059999959)",Pic de la Belle Étoile,37657,summit
"POINT (5.988199 45.1685309999959)",Croix de Belledonne,37660,summit
"POINT (6.2369 44.89984)",Tête des Fétoules,37664,summit
"POINT (5.998135 45.205576)",Pointe Centrale N du Ferrouillet,37669,summit
"POINT (6.006285 45.207694)",Pointe de la Scia,37672,summit
"POINT (6.02471 45.00624)",Pierre Grosse du Grand Renaud,37674,summit
"POINT (6.055686 45.2341379999959)",Crête des Ilettes,37675,summit
"POINT (6.033621 45.2250689999959)",Pas du Pin,37676,pass
"POINT (5.9134 44.93331)",Le Coiro,37677,summit
"POINT (6.1093 44.9339399999959)",Col Jean Martin,37684,pass
"POINT (6.002186 45.2071079999959)",Brèche N du Ferrouillet,37687,pass
"POINT (6.036859 45.2308599999959)",Col de l'Aigleton,37688,pass
"POINT (5.981265 45.201982)",Le Grand Replomb,37691,summit
"POINT (5.90272 45.36519)",L'Aulp du Seuil,37697,summit
"POINT (6.023918 45.23695)",Dents de Bédina,37704,summit
"POINT (5.915559 45.137162)",Grand Eulier,37707,summit
"POINT (6.073917 45.1838029999959)",Col du Rissiou,37715,pass
"POINT (6.017226 45.231973)",Jas des Lièvres,37720,summit
"POINT (6.125446 45.1836)",Les Aiguillettes de Vaujany,37721,summit
"POINT (5.958955 45.1571069999959)",Grande Lauzière,37723,summit
"POINT (6.063804 45.241847)",Pic des Cabottes,37725,summit
"POINT (6.013462 45.212195)",Pointe du Sciallet,37726,summit
"POINT (5.92421 45.03941)",Le Taillefer,37731,summit
"POINT (6.01506 45.00965)",Crête de Croix de la Garde,37740,summit
"POINT (6.10005 45.2485849999959)",Col du Mouchillon,37745,pass
"POINT (6.19819 44.8668699999959)",Brèche de l'Olan,37757,pass
"POINT (5.85534 45.30807)",Dent de Crolles,37787,summit
"POINT (5.70302 45.33518)",Grande Sure,37790,summit
"POINT (5.82619 45.00527)",Grand Serre,37795,summit
"POINT (5.84407 44.96165)",Piquet de Nantes,37796,summit
"POINT (6.00396 45.0025)",Petit Renaud,37812,summit
"POINT (5.999366 45.1547)",Brèche E du Charnier d'Allemont,37815,pass
"POINT (5.996077 45.155011)",Grand Charnier d'Allemont,37816,summit
"POINT (6.04046 45.2387549999959)",Dent du Pra,37821,summit
"POINT (6.135667 45.137759)",Pic Bayle,37824,summit
"POINT (5.97545 45.170661)",Pic Couttet,37835,summit
"POINT (6.143916 45.154396)",Pic de l'Étendard,37850,summit
"POINT (6.068162 45.183681)",Le Rissiou,37858,summit
"POINT (6.21691 44.9576899999959)",Col du Plat,37862,pass
"POINT (6.15289 44.89935)",Col de la Mariande,37864,pass
"POINT (6.03639 45.2288489999959)",Pic du Pin,37865,summit
"POINT (6.05649 44.81592)",Grun de Saint-Maurice,37871,summit
"POINT (5.82835 44.76747)",Tête de la Cavale de l'Obiou,37873,summit
"POINT (6.0992 44.89502)",Aiguille des Marmes,37876,summit
"POINT (6.03125 44.98001)",Le Rochail,37879,summit
"POINT (6.1475 45.321667)",Col du Pertuis,37881,pass
"POINT (5.805329 45.387794)",Petit Som,37884,summit
"POINT (6.230105 45.1117)",Col des Trente Combes,37887,pass
"POINT (6.23173 45.144437)",Col de Tirequeue,37888,pass
"POINT (6.171955 45.157225)",Col de la Combe de la Valette,37889,pass
"POINT (6.24632 44.99679)",Dôme de la Lauze,37890,summit
"POINT (6.318751 44.976802)",Col du Clôt des Cavales,37892,pass
"POINT (5.58376 45.0148499999959)",Pas de l'Œille,37898,pass
"POINT (5.952708 45.171133)",Pic du Loup,37900,summit
"POINT (5.928588 45.164447)",Grand Colon,37901,summit
"POINT (5.73694 44.91369)",Serre de l'Horizon,37909,summit
"POINT (5.941 45.0438899999959)",Les Rochères,37911,summit
"POINT (5.90468 45.03575)",Croix du Sergent Pinelli,37920,summit
"POINT (6.125704 45.244314)",Col de la Combe Madame,37921,pass
"POINT (5.52663 44.86981)",Le Grand Veymont,37928,summit
"POINT (5.933664 45.1340659999959)",Grand Sorbier,37932,summit
"POINT (5.95933 45.09033)",Grand Galbert,37936,summit
"POINT (6.25817 44.86388)",Les Rouies,37946,summit
"POINT (6.15121 44.92611)",Tête de Lauranoure - Sommet Central,37968,summit
"POINT (6.17932 44.88493)",Col des Aiguilles,37970,pass
"POINT (6.149203 45.168141)",Cimes de la Cochette,37971,summit
"POINT (6.35356 44.9243)",Dôme de Neige des Écrins,37978,summit
"POINT (6.32058 44.99642)",Col du Pavé,37994,pass
"POINT (6.109163 45.1906489999959)",Col du Sabot,38040,pass
"POINT (5.930353 45.1276219999959)",Petit Van,38041,summit
"POINT (6.16038 45.1864889999959)",Aiguille de Laisse / Roc de la Balme,38064,summit
"POINT (6.153536 45.37649)",Col de Claran,38079,pass
"POINT (5.937616 45.140331)",Pointe W de Jasse Bralard,38107,summit
"POINT (6.32867 44.92616)",Pointe de Pié Bérarde,38113,summit
"POINT (6.197486 45.099184)",La Quarlie,38133,summit
"POINT (6.011 45.00008)",Grand Renaud,38203,summit
"POINT (6.044993 45.2386259999959)",Col du Vouteret,38218,pass
"POINT (6.154301 45.306967)",Passage de Clarant,38226,pass
"POINT (6.144544 45.338193)",Pic S de Berlanche,38230,summit
"POINT (6.060131 45.2303299999959)",Col de la Vache,38240,pass
"POINT (5.948237 45.1738229999959)",Col du Loup,38250,pass
"POINT (6.184295 45.318003)",Pointe de l'Aup du Pont,38256,summit
"POINT (6.12848 44.86176)",Les Mourres Rouges,38258,summit
"POINT (6.153921 45.30725)",Pointe de Clarant,38264,summit
"POINT (5.99492 45.01617)",Tête des Filons,38265,summit
"POINT (6.3341 44.9466499999959)",Brèche de la Somme,38306,pass
"POINT (6.08827 44.93268)",Col de la Muzelle,38309,pass
"POINT (6.20008 44.87729)",Aiguille de l'Olan,38312,summit
"POINT (5.994659 45.151591)",Grande Lance d'Allemont,38314,summit
"POINT (6.154598 45.308048)",Col S du Gleyzin,38326,pass
"POINT (5.991429 45.170699)",Grand Pic de Belledonne,38384,summit
"POINT (6.1003 44.8951)",Brèche des Marmes,38397,pass
"POINT (6.31725 44.86187)",Mont Gioberney,38428,summit
"POINT (6.22278 44.9645)",Aiguille du Plat de la Selle,38434,summit
"POINT (6.2776 44.9163)",Grande Aiguille de la Bérarde,38438,summit
"POINT (5.523988 44.889438)",Pierre Blanche,38440,summit
"POINT (6.33045 44.94678)",Tête S de la Somme,38485,summit
"POINT (6.3449 44.92281)",Col de Bonne Pierre,38486,pass
"POINT (6.26112 44.96948)",Selle du Plaret,38496,summit
"POINT (5.987926 45.1881039999959)",Rocher de l'Homme,38501,summit
"POINT (6.3225 44.97305)",Col de la Grande Ruine,38503,pass
"POINT (5.938527 45.138433)",Col de la Petite Vaudaine,38511,pass
"POINT (6.130122 45.278174)",Col d'Arguille,38517,pass
"POINT (6.07187 44.92499)",Le Ramu,38519,summit
"POINT (6.27069 44.9755899999959)",Brèche de la Gandolière,38520,pass
"POINT (6.35577 44.9172)",Col des Avalanches,38531,pass
"POINT (6.28207 44.90197)",Col de l'Encoula de Petit Pierre,38539,pass
"POINT (6.31769 44.8596099999959)",Col du Gioberney,38578,pass
"POINT (6.134306 45.269182)",Bec d'Arguille,38613,summit
"POINT (6.108946 45.247462)",Rocher Badon,38618,summit
"POINT (6.31597 44.98999)",Pointe des Aigles,38646,summit
"POINT (6.2418 44.96719)",Aiguille Centrale du Soreiller,38648,summit
"POINT (6.35348 44.89717)",Pic de la Temple,38654,summit
"POINT (6.25929 44.96826)",Le Plaret,38655,summit
"POINT (6.242903 44.962962)",Aiguille Dibona,39006,summit
"POINT (6.01583 45.213806)",Pointe du Sifflet,39038,summit
"POINT (6.094444 45.117274)",Alpe d'Huez - Falaises du lac Besson,39041,waterfall
"POINT (5.929515 45.411965)",La Rousse,39043,summit
"POINT (6.33627 44.8484199999959)",Les Bans,39056,summit
"POINT (6.28002 44.89723)",Cime de Clot Châtel,39067,summit
"POINT (5.957209 45.175489)",Petite Lance de Domène,39072,summit
"POINT (6.15299 44.96698)",Le Vénéon - Lanchâtra,39084,waterfall
"POINT (5.976818 45.169209)",Col de Freydane,39099,pass
"POINT (5.57706 45.00375)",Col des Deux Sœurs,39104,pass
"POINT (6.17616 44.91703)",Les Arias d'en bas (Mariande),39108,waterfall
"POINT (5.73835 45.28823)",La Pinéa,39115,summit
"POINT (6.029479 45.2176309999959)",Pas de la Coche,39123,pass
"POINT (5.961359 45.191281)",Cirque du Boulon,39178,waterfall
"POINT (5.870276 45.327229)",Rochers de Bellefont (Rocheplane),39191,summit
"POINT (6.08117 45.0272)",Le Bourg-d'Oisans - Commères,39195,waterfall
"POINT (5.913534 45.1343569999959)",Brèche Robert N,39205,pass
"POINT (5.55904 45.0032199999959)",Petite Moucherolle,39215,summit
"POINT (5.52163 44.9453)",La Peyrouse,39245,summit
"POINT (5.999521 45.201478)",Brèche de Roche Fendue,39263,pass
"POINT (5.5208 44.90327)",Roche Rousse - Sommet N,39268,summit
"POINT (5.58417 45.16972)",Crête des Aigaux / Crête de la Molière,39285,summit
"POINT (5.59244 44.8914899999959)",Rocher du Baconnet,39287,summit
"POINT (5.82726 44.75989)",Le Nid,39296,summit
"POINT (5.72121 44.9081899999959)",Le Sénépy,39302,summit
"POINT (6.02599 45.0242)",La Croix du Carrelet,39303,summit
"POINT (5.95029 44.86389)",Côte Belle (Beaumont),39307,summit
"POINT (5.94879 45.01341)",Pic de Chantelouve,39329,summit
"POINT (6.1756 44.8924)",Col d'Entre Pierroux,39334,pass
"POINT (6.06511 44.88168)",Pointe de la Chalp,39335,summit
"POINT (5.84444 44.7544899999959)",Brèche des Ombres,39349,pass
"POINT (6.130724 45.2806859999959)",Pic de la Grande Valloire,39372,summit
"POINT (5.987933 45.196929)",Col de la Mine de Fer,39397,pass
"POINT (6.26343 44.88337)",Col de la Lavey,39403,pass
"POINT (6.28191 44.9858)",Col du Replat,39404,pass
"POINT (5.63792 45.1421899999959)",Grande Roche Saint Michel,39413,summit
"POINT (6.317778 44.9605559999959)",Brèche des Rochers Rouges,39447,pass
"POINT (6.2779 44.98246)",Col de la Selle,39460,pass
"POINT (6.23997 44.9663299999959)",Col Occidental du Soreiller ou Col Dalloz,39462,pass
"POINT (6.26311 44.9563299999959)",Brèche du Rouget,39477,pass
"POINT (6.166803 45.3641459999959)",Grand Charnier d'Allevard,39493,summit
"POINT (6.3569 44.91002)",Pic Coolidge,39526,summit
"POINT (6.173643 45.3642139999959)",Brèche de la Cristallière,39530,pass
"POINT (6.120238 45.224923)",Rocher Pilliozan,39571,summit
"POINT (5.91431 45.03945)",Petit Taillefer,39572,summit
"POINT (5.971162 45.162043)",Pic du Grand Doménon,39620,summit
"POINT (6.1486 44.93755)",Le Pierroux,39645,summit
"POINT (6.2542 44.99519)",Pic de la Grave,39661,summit
"POINT (5.57977 45.0061099999959)",Les Deux Sœurs - Pointe Sophie,39662,summit
"POINT (6.278144 44.971306)",Aiguille de la Gandolière,39664,summit
"POINT (6.19689 44.85903)",Olan,39668,summit
"POINT (6.10618 44.93087)",Roche de la Muzelle,39670,summit
"POINT (5.58888 45.0250099999959)",Gerbier,39672,summit
"POINT (6.26339 44.95762)",Pic Gény,39674,summit
"POINT (6.16987 44.85313)",Pic Turbat,39683,summit
"POINT (6.28307 44.98702)",Tête N du Replat,39686,summit
"POINT (6.26314 44.95493)",Tête du Rouget,39694,summit
"POINT (6.35571 44.91637)",Le Fifre,39696,summit
"POINT (6.2341 44.96856)",Pointes de Burlan,39706,summit
"POINT (5.53063 44.9679599999959)",Tours du Playnet,39709,summit
"POINT (6.28912 44.94392)",Tête de la Maye,39728,summit
"POINT (5.59696 45.05238)",Col Vert,39739,pass
"POINT (6.127741 45.125084)",Pic du Lac Blanc,39763,summit
"POINT (6.239723 45.0745369999959)",Cime du Rachas / Gros Têt,39778,summit
"POINT (6.149171 45.3833939999959)",Crête des Plagnes,39788,summit
"POINT (6.030898 45.256915)",Dôme des Oudis,39789,summit
"POINT (6.212828 45.112226)",Côte Pissette,39872,summit
"POINT (6.087171 45.190088)",Petit Rissiou,39890,summit
"POINT (5.90146 45.040111)",Crête de Brouffier,39898,summit
"POINT (5.99914 44.85865)",Croix de Rougny,39913,summit
"POINT (6.17787 44.96261)",Le Vénéon - Vallon de la Selle (ou du Diable),39918,waterfall
"POINT (5.954416 45.149218)",Col de la Grande Vaudaine,39924,pass
"POINT (5.876358 45.334672)",Pas de Montbrun,39936,pass
"POINT (5.994563 45.1963059999959)",Col de la Pierre (Sommet Colomb),39941,pass
"POINT (6.132736 45.2718699999959)",Passage  Brabant,39954,pass
"POINT (6.077721 45.232525)",Traversée de Belledonne,39969,virtual
"POINT (6.118025 45.305379)",Montagne de Tigneux,39979,summit
"POINT (5.82845 45.29654)",Bec Charvet,39983,summit
"POINT (6.114557 45.071004)",Les Grandes Buffes,39991,summit
"POINT (5.53724 44.98954)",Rochers de la Balme,39993,summit
"POINT (5.52988 44.83883)",Rochers du Parquet - Peyre Rouge,40028,summit
"POINT (5.725578 45.19959)",La Bastille,40029,summit
"POINT (5.723639 45.35529)",Crête des Charmilles,40030,summit
"POINT (5.974236 45.2104579999959)",Orionde,40039,summit
"POINT (5.92664 45.41836)",Croix de l'Alpe,40058,summit
"POINT (6.040585 45.291952)",Cul de Pet,40082,summit
"POINT (6.14659 44.9067699999959)",Col de la Haute Pisse,40090,pass
"POINT (5.91277 44.9664)",Rocher Rond,40096,summit
"POINT (6.187739 45.3331159999959)",Col du Merlet,40114,pass
"POINT (6.00802 44.82617)",Pic du Laton Gazonné,40133,summit
"POINT (6.02807 44.84481)",Petit Chapelet,40151,summit
"POINT (6.0306 44.84045)",Grand Chapelet,40168,summit
"POINT (5.988668 45.176384)",Pic Lamartine,40177,summit
"POINT (5.9414 45.141537)",Pointe Centrale de Jasse Bralard,40186,summit
"POINT (5.982222 45.1669259999959)",Rochers Rouges,40187,summit
"POINT (6.09761 44.83848)",Les Collerons,40190,pass
"POINT (6.12473 44.85734)",Crête des Echarennes,40209,summit
"POINT (5.988738 45.182055)",Roche Noire,40227,summit
"POINT (5.52302 44.89889)",Roche Rousse (Pointe 2121),40263,summit
"POINT (5.92178 44.99063)",Tête de Barbabon,40270,summit
"POINT (6.134363 45.073029)",Croix de Cassini,40273,summit
"POINT (5.52053 44.8935399999959)",Pas de la Posterle,40275,pass
"POINT (6.090651 45.259758)",Pointes du Mouchillon,40313,summit
"POINT (6.04518 44.9395799999959)",Signal du Lauvitel,40314,summit
"POINT (6.18703 44.87761)",Pointe Maximin,40328,summit
"POINT (5.93185 44.97524)",Pointe de l'Armet,40332,summit
"POINT (6.03178 44.9722899999959)",Pointe de Confolant / Confolens,40341,summit
"POINT (5.996243 45.1534189999959)",Arêtes d'Allemont,40382,summit
"POINT (6.13375 44.9080899999959)",Col des Berches,40413,pass
"POINT (5.83025 44.7720799999959)",Le Bonnet de l'Évêque,40421,summit
"POINT (5.979028 45.1868989999959)",Pointe des Excellences,40472,summit
"POINT (6.31515 44.98031)",Pic N des Cavales,40521,summit
"POINT (6.24483 44.88963)",Tête de l'Étret,40524,summit
"POINT (6.33927 44.92217)",Flambeau des Écrins,40528,summit
"POINT (6.17671 44.8905899999959)",Aiguille d'Entre-Pierroux,40535,summit
"POINT (5.6406 45.1629199999959)",Trois Pucelles,40544,summit
"POINT (6.30433 44.8738)",Pic S du Says,40545,summit
"POINT (5.905524 45.374791)",Le Grand Manti,40560,summit
"POINT (6.185636 45.04117)",Paroi de la Pisse,40563,climbing_outdoor
"POINT (5.958778 45.126563)",Pic de la Fare,40573,summit
"POINT (6.26343 44.99601)",Pointe Thorant,40575,summit
"POINT (6.03651 45.0112299999959)",Rochers du Péron / Peyron,40582,summit
"POINT (5.83949 44.77515)",Obiou,40589,summit
"POINT (5.88865 44.757276)",Les Gillardes,40597,climbing_outdoor
"POINT (6.31912 44.9298)",Cornes de Pié Bérarde,40599,summit
"POINT (6.14898 44.9162799999959)",Tête du Salude,40605,summit
"POINT (6.24358 44.96812)",Pointe d'Amont,40608,summit
"POINT (5.88504 45.34747)",Crête de l'Alpette,40614,summit
"POINT (6.29781 44.9180299999959)",Falaise de l'Encoula / Barfly,40623,climbing_outdoor
"POINT (6.24867 44.96787)",Aiguille Orientale du Soreiller,40630,summit
"POINT (6.291625 44.979635)",Contreforts E des Têtes du Replat,40633,climbing_outdoor
"POINT (6.21515 44.9347099999959)",Vénéon - Paroi du Paravalanche,40639,climbing_outdoor
"POINT (6.14568 44.91011)",Cime du Montagnon,40646,summit
"POINT (6.26891 44.8852)",Pointe du Vallon des Étages,40656,summit
"POINT (6.24249011278153 44.9637674302898)",Brèche des Clochetons,40660,pass
"POINT (6.03262 44.97532)",Pointe de Malhaubert,40663,summit
"POINT (5.57568 45.00046)",Les Deux Sœurs - Pointe Agathe,40669,summit
"POINT (5.91952 45.04234)",Taillefer - Rocher du Culasson,40675,summit
"POINT (5.53087 44.86404)",Petit Veymont (ou Aiguillette),40687,summit
"POINT (6.102775 45.236369)",La Pyramide,40692,summit
"POINT (6.028308 45.2390689999959)",Col de la Jasse,40700,pass
"POINT (6.046734 45.244895)",Col de l'Évêque ,40722,pass
"POINT (5.936945 45.16264)",Le Galeteau,40734,summit
"POINT (5.37778 45.07417)",Presles - Buis,40756,climbing_outdoor
"POINT (5.5725 45.01343)",Rochers des Jaux (La Cote 2000),40757,summit
"POINT (5.96977 45.171173)",Col Couttet,40758,pass
"POINT (5.3775 45.07472)",Presles - Eliane,40766,climbing_outdoor
"POINT (5.38583 45.07639)",Presles - Fhara Kiri,40767,climbing_outdoor
"POINT (5.38194 45.07417)",Presles - Chrysanthèmes,40768,climbing_outdoor
"POINT (6.130877 45.133521)",Pic de la Pyramide,40781,summit
"POINT (5.59179 45.0351)",Ranc des Agnelons,40833,summit
"POINT (6.281441 44.94436)",Tête Blanche (Vénéon),40856,summit
"POINT (5.99645 45.182904)",Pointe du Muret,40868,summit
"POINT (5.993793 45.183408)",Col du Muret,40878,pass
"POINT (6.009213 45.2110299999959)",Col de la Scia,40948,pass
"POINT (5.914624 45.1228739999959)",La Botte,40960,summit
"POINT (5.94294 45.1763129999959)",Petite Lance du Crozet,40976,summit
"POINT (5.85071 45.34883)",La Scia,40978,summit
"POINT (5.99692 44.96928)",Sommet des Clottous,40980,summit
"POINT (5.96239 45.08883)",Pic de la Gravelle,41007,summit
"POINT (6.06715 44.8864799999959)",Pic de Valsenestre,41014,summit
"POINT (5.88105 45.34199)",Dôme de Bellefont,41034,summit
"POINT (6.20884 44.92896)",Le Vénéon - Champhorent,41054,waterfall
"POINT (5.680058 45.246975)",St Egrève - Rochepleine,41102,climbing_outdoor
"POINT (6.205576 45.060784)",Surre Sarroi,41146,summit
"POINT (5.94253 44.9854299999959)",Rocher de l'Armet,41158,summit
"POINT (5.938588 45.436516)",Rochers de l'Alpe,41168,climbing_outdoor
"POINT (5.53874 44.99308)",Tête des Chaudières,41175,summit
"POINT (5.62474 44.75372)",Mont Barral,41182,summit
"POINT (5.80744 45.37421)",Col de Mauvernay,41254,pass
"POINT (6.098911 45.231794)",Le Toit,41271,summit
"POINT (5.41444 45.07083)",Presles - Fond du cirque,41298,climbing_outdoor
"POINT (6.10725 44.8998599999959)",Col d'Aillot,41310,pass
"POINT (5.907389 45.129042)",Casse Rousse,41311,summit
"POINT (6.31342 44.9330299999959)",Col des Cornes de Pié Bérarde,41342,pass
"POINT (6.08127 44.9544799999959)",Col du Vallon,41370,pass
"POINT (6.170898 45.1513619999959)",Brèche SE du Grand Sauvage,41393,pass
"POINT (6.31194 44.93381)",La Rochaille,41414,summit
"POINT (6.05617 45.00641)",Le Bourg d'Oisans - Paroi de la Centrale,41430,climbing_outdoor
"POINT (5.86359 45.316197)",Rocher du Midi,41452,summit
"POINT (5.890707 45.099916)",Chamrousse - Tour de l'Homme,41459,climbing_outdoor
"POINT (5.893869 45.10139)",Chamrousse - Rocher de l'Homme,41462,summit
"POINT (6.13979 45.10084)",Arête du Grand Cros,41472,summit
"POINT (6.105619 45.126457)",Dôme des Petites Rousses,41489,summit
"POINT (6.131783 45.134684)",Col de la Pyramide,41490,pass
"POINT (6.20294 44.9986099999959)",Col du Jandri,41499,pass
"POINT (6.15713 44.99462)",Tête des Rachas,41500,summit
"POINT (6.18288 44.9840699999959)",Tête de la Toura,41501,summit
"POINT (6.23835 44.96636)",Aiguille Occidentale du Soreiller,41504,summit
"POINT (6.33677 44.947)",Brèche supérieure de la Somme,41507,pass
"POINT (6.32105 44.97497)",Pointe Chalonge,41519,summit
"POINT (6.05713 45.051572)",Rochers d'Armentier,41522,climbing_outdoor
"POINT (5.60079 45.06256)",Roc Cornafion,41528,summit
"POINT (5.88937 45.099632)",Chamrousse - Tourelles de l'Homme,41542,climbing_outdoor
"POINT (6.23563 44.94194)",Vénéon - Cascade d'en Bas,41545,climbing_outdoor
"POINT (6.24966 44.96548)",Aiguille Orientale du Soreiller - Tours Rouges,41552,summit
"POINT (6.35255 44.8600299999959)",Col du Sélé,41557,pass
"POINT (6.15085 44.92532)",Tête de Lauranoure - Sommet S,41612,summit
"POINT (5.885055 45.347448)",Crête de l'Alpette - le Petit tas,41613,summit
"POINT (6.30429 45.0016)",La Meije - Pyramide Duhamel,41620,summit
"POINT (6.04607 45.01548)",Le Bourg-d'Oisans - Villard Notre-Dame,41630,waterfall
"POINT (6.15701 44.92713)",Tête de Lauranoure - Sommet E,41638,summit
"POINT (6.22188 44.85381)",Cime du Vallon,41663,summit
"POINT (5.75782 45.2529)",L'Écoutoux,41687,summit
"POINT (6.246289 45.1205079999959)",Pic du Mas de la Grave,41688,summit
"POINT (6.15807 44.90516)",Lac de la Mariande,41737,lake
"POINT (5.512847 44.809942)",Pas de l'Aiguille,41743,pass
"POINT (6.138544 45.312178)",Vallon de Gleyzin,41747,waterfall
"POINT (6.147303 45.322844)",Pic S du Vay,41776,summit
"POINT (5.991045 45.1914799999959)",Brèche des Trois Officiers,41778,pass
"POINT (5.94987 44.85688)",Côte Rouge,41779,summit
"POINT (5.92307 45.4102099999959)",Pas de la Rousse,41783,pass
"POINT (5.56412 45.00494)",Grande Moucherolle,41785,summit
"POINT (6.00503 44.85679)",Col de Prés Clos ou de la Pale,41790,pass
"POINT (5.96866 44.86454)",Gargas,41792,summit
"POINT (6.19131 44.93962)",Le Vénéon - le Clôt,41794,waterfall
"POINT (6.148387 45.3179)",Pic N des Grandes Lanches,41812,summit
"POINT (5.64708 44.72418)",Le Jocou,41819,summit
"POINT (5.93131 44.97127)",Petit Armet,41829,summit
"POINT (5.9124 44.92306)",Sommet de la Cavale,41845,summit
"POINT (6.192437 45.348333)",Pas du Frêne,41847,pass
"POINT (6.124803 45.306049)",Passage de Tigneux,41861,pass
"POINT (6.004195 45.035263)",Le Bourg-d'Oisans - Villard Reymond - la Gorge,41873,waterfall
"POINT (5.696482 45.313056)",Rochers du Lorzier,41884,summit
"POINT (5.81935 45.3867299999959)",Col du Frêt,41887,pass
"POINT (5.79786 45.38641)",Col de la Ruchère,41888,pass
"POINT (6.217536 45.107018)",Tête du Vallon,41905,summit
"POINT (5.724327 45.34683)",La Petite Vache,41913,summit
"POINT (5.971098 45.119463)",Basse Romanche - Rive Droite,41923,waterfall
"POINT (6.127438 45.303528)",Pic de la Petite Valloire / Pointe de l'Oule,41948,summit
"POINT (5.522233 44.950585)",Pas Etoupe,41950,pass
"POINT (6.008256 45.146944)",Grande Roche d'Allemont,41962,summit
"POINT (5.59247 45.18643)",Charande,41972,summit
"POINT (5.990323 45.149032)",Col de la Portette,41998,pass
"POINT (5.96715 45.0085399999959)",Cascades de glace Col d'Ornon,41999,waterfall
"POINT (5.614152 45.222976)",Falaises de Sornin,42019,summit
"POINT (5.51898 44.9254799999959)",Sommet de Malaval,42020,summit
"POINT (5.979981 45.2070059999959)",Pic de Barlet,42034,summit
"POINT (6.088554 45.15376)",Cascade de Vaujany,42048,waterfall
"POINT (5.777373 45.401434)",Rocher du Quartier,42060,locality
"POINT (5.52169 44.9063)",Rocher de Séguret,42061,summit
"POINT (5.92214 44.9401)",Rocher du Vallon ou Col Guillaume,42076,summit
"POINT (6.086129 45.066172)",Signal de l'Homme,42095,summit
"POINT (6.059577 45.229673)",Crête du Cheval,42105,summit
"POINT (6.171667 44.8944439999959)",Aiguille des Arias,42107,summit
"POINT (6.18041 45.164442)",Cime de la Valette,42113,summit
"POINT (5.71009 45.2347)",Néron,42120,summit
"POINT (5.956022 45.143819)",Pic de Mirebel,42160,summit
