WKT,ID,HAUTEUR
"MULTIPOINT ((5.31748064118853 45.121998517637))",PYLONE__0000000024802280,20.1
"MULTIPOINT ((5.35035337658437 45.1388445827307))",PYLONE__0000000024802385,27.4
"MULTIPOINT ((5.41898754561444 45.062904433273))",PYLONE__0000000024802397,27
"MULTIPOINT ((5.33292413249318 45.1327157399883))",PYLONE__0000000024802399,26.8
"MULTIPOINT ((5.31642044171315 45.1298493288808))",PYLONE__0000000024802410,26
"MULTIPOINT ((5.32519067945034 45.0958393769245))",PYLONE__0000000024802467,32.8
"MULTIPOINT ((5.35632660755261 45.1428316403223))",PYLONE__0000000024802496,27.7
"MULTIPOINT ((5.44899682930765 45.0739773837508))",PYLONE__0000000024802505,32.8
"MULTIPOINT ((5.34183803800933 45.1351871815293))",PYLONE__0000000024802548,26.3
"MULTIPOINT ((5.34889040076061 45.1376503070298))",PYLONE__0000000024802563,27.4
"MULTIPOINT ((5.53712642509135 45.0853089905864))",PYLONE__0000000024802630,27
"MULTIPOINT ((5.30018662858739 45.1180697806201))",PYLONE__0000000024802853,26.8
"MULTIPOINT ((5.43153713973934 45.0634085816344))",PYLONE__0000000211718041,20
"MULTIPOINT ((5.45668806012836 45.0825659046144))",PYLONE__0000000211718043,16.9
"MULTIPOINT ((5.33621542958329 45.0612870078567))",PYLONE__0000000316161713,13.1
"MULTIPOINT ((5.45750642847125 45.0836540778221))",PYLONE__0000000316161760,20.1
"MULTIPOINT ((5.22163921036143 45.0819947667843))",PYLONE__0000000316161762,28.2
"MULTIPOINT ((5.3335418249517 45.064439045788))",PYLONE__0000000316161769,26.8
"MULTIPOINT ((5.48220192644496 45.0847236675286))",PYLONE__0000000316162113,22.9
"MULTIPOINT ((5.22294248847216 45.0814850706995))",PYLONE__0000000316162153,26.7
"MULTIPOINT ((5.34443201976926 45.0577292093811))",PYLONE__0000000316162155,23.1
"MULTIPOINT ((5.34445471190789 45.0578764605663))",PYLONE__0000000316162162,23.1
"MULTIPOINT ((5.9195709269271 45.1033112894419))",PYLONE__0000000024797044,0
"MULTIPOINT ((5.93952157144775 45.1094850642104))",PYLONE__0000000024797049,0
"MULTIPOINT ((5.72864762282463 45.0983891829045))",PYLONE__0000000024797053,0
"MULTIPOINT ((6.06726766409404 45.0583784717318))",PYLONE__0000000024797056,0
"MULTIPOINT ((5.91059167112904 44.8556998686725))",PYLONE__0000000024797057,0
"MULTIPOINT ((6.05528675288375 45.2828353483136))",PYLONE__0000000024797023,29.8
"MULTIPOINT ((5.97497220059467 45.2465003730238))",PYLONE__0000000024797029,21.3
"MULTIPOINT ((5.71520061734957 45.1238392447274))",PYLONE__0000000024797035,23
"MULTIPOINT ((5.96966879737484 45.2488301503915))",PYLONE__0000000024797036,22.8
"MULTIPOINT ((5.76044229726932 45.1511714923678))",PYLONE__0000000024797040,41.2
"MULTIPOINT ((6.07488299435081 45.2800642077701))",PYLONE__0000000024797074,0
"MULTIPOINT ((5.57630476231312 45.2984567718969))",PYLONE__0000000024797084,0
"MULTIPOINT ((5.91176778809043 45.0995672035045))",PYLONE__0000000024797101,0
"MULTIPOINT ((6.02533513771284 45.116073232841))",PYLONE__0000000024797071,21.2
"MULTIPOINT ((5.69930533946342 45.1963308607354))",PYLONE__0000000024797073,24
"MULTIPOINT ((5.76171194580563 45.112448492459))",PYLONE__0000000024797075,23
"MULTIPOINT ((5.68277018327544 45.1082374254017))",PYLONE__0000000024797087,41.2
"MULTIPOINT ((5.91943366799643 45.2681533145079))",PYLONE__0000000024797096,23
"MULTIPOINT ((5.78234109882555 45.0705843213868))",PYLONE__0000000024797099,20.8
"MULTIPOINT ((5.9442609634894 45.2695952320726))",PYLONE__0000000024797250,0
"MULTIPOINT ((5.70745633491123 45.1114586703793))",PYLONE__0000000024797102,29.7
"MULTIPOINT ((5.91432644322693 45.0948150605934))",PYLONE__0000000024797104,71.5
"MULTIPOINT ((5.77729433572281 45.0563392606414))",PYLONE__0000000024797105,17.9
"MULTIPOINT ((5.73735621573192 45.0939511130963))",PYLONE__0000000024797120,0
"MULTIPOINT ((5.72665391947474 45.1035183566029))",PYLONE__0000000024797121,0
"MULTIPOINT ((5.73633082578343 45.0849290882423))",PYLONE__0000000024797143,0
"MULTIPOINT ((5.97394269517339 45.1186590834293))",PYLONE__0000000024797145,0
"MULTIPOINT ((6.01853565952174 45.1313179186707))",PYLONE__0000000024797112,59.1
"MULTIPOINT ((5.94797614043922 44.7965617481322))",PYLONE__0000000024797113,28.6
"MULTIPOINT ((5.7106391859425 45.1056504946889))",PYLONE__0000000024797117,29.2
"MULTIPOINT ((5.74263315983017 45.0931402501388))",PYLONE__0000000024797119,12.1
"MULTIPOINT ((5.77655457192353 45.056518977076))",PYLONE__0000000024797133,21.4
"MULTIPOINT ((5.92368051216949 45.2644606354363))",PYLONE__0000000024797131,19
"MULTIPOINT ((5.76425333205897 45.0902563483094))",PYLONE__0000000024797134,51.1
"MULTIPOINT ((5.92997598803301 45.2674215226807))",PYLONE__0000000024797160,0
"MULTIPOINT ((5.79955104303167 44.9640983690589))",PYLONE__0000000024797185,0
"MULTIPOINT ((6.07472057667784 45.2798271755755))",PYLONE__0000000024797188,0
"MULTIPOINT ((5.61054604219198 45.3035972035342))",PYLONE__0000000024797161,28.7
"MULTIPOINT ((5.69072157367482 45.1066232059536))",PYLONE__0000000024797162,47.2
"MULTIPOINT ((6.07080008557976 45.2801151612497))",PYLONE__0000000024797164,22.9
"MULTIPOINT ((5.62921513227954 45.2835645570657))",PYLONE__0000000024797166,26
"MULTIPOINT ((6.03161847588661 45.2152858516746))",PYLONE__0000000024797168,18.3
"MULTIPOINT ((6.01663758274189 45.1164170790928))",PYLONE__0000000024797169,19.5
"MULTIPOINT ((5.75822228033301 45.1530130116443))",PYLONE__0000000024797173,41.2
"MULTIPOINT ((5.66388790781904 45.0967892475286))",PYLONE__0000000024797190,36.6
"MULTIPOINT ((5.6462715118675 45.1991519523408))",PYLONE__0000000024797191,62.4
"MULTIPOINT ((5.76393928686065 44.8819150106603))",PYLONE__0000000024797196,0
"MULTIPOINT ((5.66233978392158 44.9512996951155))",PYLONE__0000000024797201,0
"MULTIPOINT ((5.79519415993922 44.9175626711051))",PYLONE__0000000024797203,0
"MULTIPOINT ((5.79911052547159 44.8591508045586))",PYLONE__0000000024797204,0
"MULTIPOINT ((5.94440177123079 45.1105329910499))",PYLONE__0000000024797219,0
"MULTIPOINT ((6.04841648259027 45.0497467803261))",PYLONE__0000000024797193,16.2
"MULTIPOINT ((5.78137080090506 45.0680237280313))",PYLONE__0000000024797208,26
"MULTIPOINT ((5.9396202731481 45.1096923998628))",PYLONE__0000000024797209,26.2
"MULTIPOINT ((5.67514822481564 45.1332247426544))",PYLONE__0000000024797212,28.6
"MULTIPOINT ((5.77866951985518 45.060968254963))",PYLONE__0000000024797216,16.9
"MULTIPOINT ((5.66182728386678 44.9553343729714))",PYLONE__0000000024797217,33.3
"MULTIPOINT ((5.70731134962164 45.1042628629266))",PYLONE__0000000024797225,47.2
"MULTIPOINT ((5.60755625046947 45.2554376907853))",PYLONE__0000000024797226,25.3
"MULTIPOINT ((5.63782365817076 45.2304382902533))",PYLONE__0000000024797227,25.3
"MULTIPOINT ((5.59269106963394 45.2780127864313))",PYLONE__0000000024797253,0
"MULTIPOINT ((5.56550430093529 45.2775047896658))",PYLONE__0000000024797258,0
"MULTIPOINT ((5.70278031835011 45.1966747337061))",PYLONE__0000000024797262,0
"MULTIPOINT ((5.9720867627574 45.3292426034004))",PYLONE__0000000024797239,20.1
"MULTIPOINT ((5.70175334859457 45.1960184769011))",PYLONE__0000000024797242,45.5
"MULTIPOINT ((5.89896697817416 45.0903629020238))",PYLONE__0000000024797244,29.8
"MULTIPOINT ((5.70846820117293 45.1131728858425))",PYLONE__0000000024797245,28.7
"MULTIPOINT ((5.75348710915306 44.9878860577489))",PYLONE__0000000024797246,22.6
"MULTIPOINT ((5.71427966818238 45.1095431192294))",PYLONE__0000000024797251,25.7
"MULTIPOINT ((5.83313865462618 45.0817904193559))",PYLONE__0000000024797254,55.8
"MULTIPOINT ((5.80999012776234 45.2105382218005))",PYLONE__0000000024797257,29.7
"MULTIPOINT ((6.06757739031984 44.9871762836017))",PYLONE__0000000024797266,35.7
"MULTIPOINT ((5.76449347375122 45.0443869867117))",PYLONE__0000000024797279,0
"MULTIPOINT ((6.07582407797205 45.0376458160507))",PYLONE__0000000024797300,0
"MULTIPOINT ((5.76036116144439 44.9528402579974))",PYLONE__0000000024797278,28.6
"MULTIPOINT ((5.62539596291708 45.0581373469235))",PYLONE__0000000024797289,31.4
"MULTIPOINT ((5.63430127679953 44.9982696946923))",PYLONE__0000000024797291,32.2
"MULTIPOINT ((5.70172543975989 45.1589606916494))",PYLONE__0000000024797293,25.7
"MULTIPOINT ((5.8410872798942 45.069407703997))",PYLONE__0000000024797294,48.5
"MULTIPOINT ((5.9191654312181 45.2645912701304))",PYLONE__0000000024797296,41.2
"MULTIPOINT ((5.75721586977958 45.0597671527035))",PYLONE__0000000024797301,27.5
"MULTIPOINT ((6.07063269438384 45.0486713245731))",PYLONE__0000000024797309,23.1
"MULTIPOINT ((5.97822389714735 45.1187790576866))",PYLONE__0000000024797311,59.1
"MULTIPOINT ((5.63336954864717 45.0320017555752))",PYLONE__0000000024797312,32.2
"MULTIPOINT ((5.635799704354 45.0155932248584))",PYLONE__0000000024797313,37.4
"MULTIPOINT ((5.73850351607178 45.1241774635821))",PYLONE__0000000024797315,41.2
"MULTIPOINT ((6.06978106832697 45.025644676138))",PYLONE__0000000024797331,0
"MULTIPOINT ((5.79903213844719 44.958943695829))",PYLONE__0000000024797333,0
"MULTIPOINT ((5.88786804597272 44.8254357031903))",PYLONE__0000000024797334,0
"MULTIPOINT ((5.97107899971447 45.2747416468624))",PYLONE__0000000024797335,0
"MULTIPOINT ((5.80327384056497 45.0040404559764))",PYLONE__0000000024797354,0
"MULTIPOINT ((5.66372348377731 44.9552952588677))",PYLONE__0000000024797316,33.3
"MULTIPOINT ((5.90836831470846 44.8154482768378))",PYLONE__0000000024797320,28.7
"MULTIPOINT ((5.74989481747728 45.1944132274142))",PYLONE__0000000024797323,28.7
"MULTIPOINT ((6.05284917065397 45.0471663320984))",PYLONE__0000000024797341,16.2
"MULTIPOINT ((6.06298775395025 45.3169012658249))",PYLONE__0000000024797344,21
"MULTIPOINT ((5.79090736483066 45.2061767241568))",PYLONE__0000000024797345,23
"MULTIPOINT ((5.65100336224849 45.1801418880702))",PYLONE__0000000024797346,20.8
"MULTIPOINT ((5.90153145351069 45.2641881592767))",PYLONE__0000000024797359,35.2
"MULTIPOINT ((5.582242261943 45.2928746897035))",PYLONE__0000000024797360,0
"MULTIPOINT ((5.99959220157681 45.3795620587674))",PYLONE__0000000024797387,0
"MULTIPOINT ((6.11959280395361 45.0475345641119))",PYLONE__0000000024797401,0
"MULTIPOINT ((5.75192330174472 45.195806587031))",PYLONE__0000000024797366,29.8
"MULTIPOINT ((5.64971037416842 45.1860457124341))",PYLONE__0000000024797371,51.3
"MULTIPOINT ((5.71456179070655 45.1149067133408))",PYLONE__0000000024797381,23
"MULTIPOINT ((5.70079626130795 45.1083363547447))",PYLONE__0000000024797383,41.9
"MULTIPOINT ((6.06313441494278 45.3002734355737))",PYLONE__0000000024797390,21
"MULTIPOINT ((5.65075087180247 45.1797875159582))",PYLONE__0000000024797392,59.1
"MULTIPOINT ((5.68624187237013 44.9263441279451))",PYLONE__0000000024797402,36.9
"MULTIPOINT ((5.92103601640366 45.268901670277))",PYLONE__0000000024797404,0
"MULTIPOINT ((5.76300726409721 45.0463563899486))",PYLONE__0000000024797406,0
"MULTIPOINT ((6.02538965710691 45.4417354134757))",PYLONE__0000000024797437,0
"MULTIPOINT ((5.67166322134573 45.2213265028211))",PYLONE__0000000024797408,47.2
"MULTIPOINT ((5.60576342679603 45.2545227295866))",PYLONE__0000000024797409,44.1
"MULTIPOINT ((6.00062883794512 45.3708575895932))",PYLONE__0000000024797416,44
"MULTIPOINT ((5.7850199293514 45.0943034804609))",PYLONE__0000000024797422,54.4
"MULTIPOINT ((6.03629861415496 45.1944409063563))",PYLONE__0000000024797425,18
"MULTIPOINT ((5.71698938717008 45.1081770550862))",PYLONE__0000000024797428,23
"MULTIPOINT ((5.7143962554583 45.1263003675766))",PYLONE__0000000024797430,20
"MULTIPOINT ((5.62316440015692 45.2210174974189))",PYLONE__0000000024797436,42
"MULTIPOINT ((6.03476918392547 45.4161288086527))",PYLONE__0000000024797444,60
"MULTIPOINT ((6.08737450700935 45.3622219931897))",PYLONE__0000000024797446,27
"MULTIPOINT ((6.0953268895065 45.3647986427996))",PYLONE__0000000024797447,0
"MULTIPOINT ((5.91674621127427 45.2649806098915))",PYLONE__0000000024797476,0
"MULTIPOINT ((5.87988961085427 44.827896382459))",PYLONE__0000000024797487,0
"MULTIPOINT ((5.98742982608214 45.2778849447333))",PYLONE__0000000024797490,0
"MULTIPOINT ((5.67070917438556 45.2243251228541))",PYLONE__0000000024797451,20.8
"MULTIPOINT ((5.64697162973459 45.2263244675806))",PYLONE__0000000024797453,41.2
"MULTIPOINT ((5.65691814928317 45.1307929653767))",PYLONE__0000000024797458,25.4
"MULTIPOINT ((5.75759114110272 45.0252691925342))",PYLONE__0000000024797460,28.6
"MULTIPOINT ((5.75753746794336 45.0726867778799))",PYLONE__0000000024797461,35.2
"MULTIPOINT ((5.65116601981343 45.183325492188))",PYLONE__0000000024797464,28.6
"MULTIPOINT ((5.70242579765401 45.1927218562258))",PYLONE__0000000024797468,45
"MULTIPOINT ((6.02167181371381 45.1076810019174))",PYLONE__0000000024797469,16.2
"MULTIPOINT ((5.71464570579966 45.1263267282298))",PYLONE__0000000024797473,20
"MULTIPOINT ((5.6624649564834 44.9553236066042))",PYLONE__0000000024797478,33.3
"MULTIPOINT ((5.92212736988477 45.2668151473595))",PYLONE__0000000024797480,17.9
"MULTIPOINT ((5.69969006621797 45.0926510201753))",PYLONE__0000000024797504,0
"MULTIPOINT ((5.96287219441523 45.2518273113547))",PYLONE__0000000024797492,22.8
"MULTIPOINT ((6.09907547729705 45.040253780473))",PYLONE__0000000024797499,28.2
"MULTIPOINT ((5.96095879746237 45.2526700653988))",PYLONE__0000000024797516,22.8
"MULTIPOINT ((5.68142028201245 44.9652425749738))",PYLONE__0000000024797519,39.3
"MULTIPOINT ((5.71707605336532 45.0972925808227))",PYLONE__0000000024797521,34.2
"MULTIPOINT ((5.71382495277446 45.1129128690528))",PYLONE__0000000024797522,28.7
"MULTIPOINT ((6.03078925000937 45.2171763139222))",PYLONE__0000000024797523,18.3
"MULTIPOINT ((5.95894802608827 45.2949175481192))",PYLONE__0000000024797526,26
"MULTIPOINT ((5.95692810417185 45.2720883852869))",PYLONE__0000000024797540,0
"MULTIPOINT ((5.85866590925264 44.8348500714948))",PYLONE__0000000024797542,0
"MULTIPOINT ((5.59340942784498 45.2782033370234))",PYLONE__0000000024797543,0
"MULTIPOINT ((5.69505263561048 45.0107739878328))",PYLONE__0000000024797555,0
"MULTIPOINT ((6.01346520822905 45.2788342333645))",PYLONE__0000000024797568,0
"MULTIPOINT ((5.71153642639723 45.1109027227736))",PYLONE__0000000024797533,23.8
"MULTIPOINT ((5.69919167272107 45.062489494407))",PYLONE__0000000024797534,12.9
"MULTIPOINT ((5.75291506505291 44.9825496637983))",PYLONE__0000000024797536,22.6
"MULTIPOINT ((5.96190045114341 45.2972614647154))",PYLONE__0000000024797544,23
"MULTIPOINT ((5.96756821994879 45.2497473792798))",PYLONE__0000000024797545,22.8
"MULTIPOINT ((5.76967802612827 45.051798103828))",PYLONE__0000000024797546,33.7
"MULTIPOINT ((5.75781193605897 44.954871125498))",PYLONE__0000000024797550,28.6
"MULTIPOINT ((5.64843224516616 45.1954636790841))",PYLONE__0000000024797561,39.1
"MULTIPOINT ((5.55570334690156 45.0987370939377))",PYLONE__0000000024797563,23.8
"MULTIPOINT ((5.79973678606923 44.9662919656672))",PYLONE__0000000024797607,0
"MULTIPOINT ((5.95191767489896 45.2711665728023))",PYLONE__0000000024797625,0
"MULTIPOINT ((5.69429932349628 45.2001159278717))",PYLONE__0000000024797577,23
"MULTIPOINT ((5.9260439865166 45.2615280379702))",PYLONE__0000000024797585,28.6
"MULTIPOINT ((6.00434448885363 45.3849998852844))",PYLONE__0000000024797593,52.1
"MULTIPOINT ((5.75568184343588 45.0081366984091))",PYLONE__0000000024797595,28.6
"MULTIPOINT ((6.01808794176037 45.0885342551306))",PYLONE__0000000024797596,22.2
"MULTIPOINT ((5.81927752472667 45.2078461992931))",PYLONE__0000000024797597,34.8
"MULTIPOINT ((5.68051514795265 45.2161457087782))",PYLONE__0000000024797598,26
"MULTIPOINT ((5.62720901121123 45.2152195960226))",PYLONE__0000000024797602,44.2
"MULTIPOINT ((6.12166151325976 45.0480010117841))",PYLONE__0000000024797648,0
"MULTIPOINT ((5.97592469735178 45.1185728510162))",PYLONE__0000000024797662,0
"MULTIPOINT ((5.77782374672762 45.0579135226605))",PYLONE__0000000024797627,25.7
"MULTIPOINT ((5.92486706118998 45.1080225985413))",PYLONE__0000000024797634,25.7
"MULTIPOINT ((6.15053469277866 45.0465442796265))",PYLONE__0000000024797635,32.4
"MULTIPOINT ((5.70151168453134 45.0609377217865))",PYLONE__0000000024797640,17.6
"MULTIPOINT ((5.70221643109411 45.1727656181777))",PYLONE__0000000024797643,25.8
"MULTIPOINT ((5.7046588933891 45.1064975965456))",PYLONE__0000000024797653,34.6
"MULTIPOINT ((5.7565336616442 45.1986453125948))",PYLONE__0000000024797657,23
"MULTIPOINT ((5.69065533862489 45.204727442806))",PYLONE__0000000024797661,54.2
"MULTIPOINT ((5.66855984760227 45.2188645548055))",PYLONE__0000000024797674,29.8
"MULTIPOINT ((5.99966377134748 45.379679988223))",PYLONE__0000000024797683,0
"MULTIPOINT ((5.77162789582263 45.1830640762661))",PYLONE__0000000024797687,0
"MULTIPOINT ((5.69493672246078 45.2017303522672))",PYLONE__0000000024797691,47.2
"MULTIPOINT ((5.99574703665675 45.1202981390636))",PYLONE__0000000024797692,51.1
"MULTIPOINT ((5.77350999481155 45.0496422672878))",PYLONE__0000000024797698,25.7
"MULTIPOINT ((5.63837562257771 44.9875932596635))",PYLONE__0000000024797700,38.2
"MULTIPOINT ((5.91512113653571 45.2473517282472))",PYLONE__0000000024797701,28.2
"MULTIPOINT ((6.00749353237997 45.1194141876208))",PYLONE__0000000024797714,21.5
"MULTIPOINT ((6.06625174256121 45.0044301576928))",PYLONE__0000000024797717,0
"MULTIPOINT ((5.601405618741 45.2637496696872))",PYLONE__0000000024797724,0
"MULTIPOINT ((5.89754501712935 45.0856768356429))",PYLONE__0000000024797733,0
"MULTIPOINT ((5.76794879881371 45.1523918786146))",PYLONE__0000000024797749,0
"MULTIPOINT ((5.91785693407695 45.2665041220375))",PYLONE__0000000024797752,0
"MULTIPOINT ((6.07144380967578 45.3354398196621))",PYLONE__0000000024797726,27
"MULTIPOINT ((5.76237540420592 45.1352424302813))",PYLONE__0000000024797736,24.4
"MULTIPOINT ((5.77693769770906 44.9144340174714))",PYLONE__0000000024797737,35.8
"MULTIPOINT ((6.0648039370748 45.2813970907575))",PYLONE__0000000024797739,23.8
"MULTIPOINT ((5.6334306800409 45.2676908839457))",PYLONE__0000000024797741,22.8
"MULTIPOINT ((5.66383435863381 45.1000166886064))",PYLONE__0000000024797742,54.2
"MULTIPOINT ((6.02962960259431 45.1198176602084))",PYLONE__0000000024797745,29.8
"MULTIPOINT ((5.9091088032259 44.8206308556637))",PYLONE__0000000024797751,27
"MULTIPOINT ((5.71135911883618 45.110945775818))",PYLONE__0000000024797755,23.8
"MULTIPOINT ((5.991752275604 45.1190898870213))",PYLONE__0000000024797759,19.6
"MULTIPOINT ((5.55705202351942 45.1111490002822))",PYLONE__0000000024797763,26
"MULTIPOINT ((5.78640908735629 44.9197716914453))",PYLONE__0000000024797764,30.7
"MULTIPOINT ((5.92851351757078 45.2694097275276))",PYLONE__0000000024797767,20
"MULTIPOINT ((5.98755208561468 45.2353175886263))",PYLONE__0000000024797768,19
"MULTIPOINT ((5.73493555794599 45.093115918887))",PYLONE__0000000024797769,22.9
"MULTIPOINT ((5.70228957453334 45.1894610290631))",PYLONE__0000000024797778,45
"MULTIPOINT ((5.77769575080045 45.0579725739808))",PYLONE__0000000024797800,25.7
"MULTIPOINT ((6.07253117723733 45.0752321005436))",PYLONE__0000000024797803,0
"MULTIPOINT ((5.95318822652813 45.2713988251075))",PYLONE__0000000024797813,0
"MULTIPOINT ((5.98546199586155 45.2776266434825))",PYLONE__0000000024797832,0
"MULTIPOINT ((5.57083948107639 45.2742975164024))",PYLONE__0000000024797839,0
"MULTIPOINT ((6.01623490000458 45.2786469011742))",PYLONE__0000000024797851,0
"MULTIPOINT ((5.61553829601853 45.1614118280859))",PYLONE__0000000024797809,23
"MULTIPOINT ((6.05774443484639 45.2833800091419))",PYLONE__0000000024797812,28.7
"MULTIPOINT ((5.691945848233 45.0501539012886))",PYLONE__0000000024797840,34.6
"MULTIPOINT ((5.69169539348167 45.2020085531151))",PYLONE__0000000024797843,23
"MULTIPOINT ((5.64749691367528 45.1805548592648))",PYLONE__0000000024797844,26
"MULTIPOINT ((6.00972876903258 45.2786095992251))",PYLONE__0000000024797865,0
"MULTIPOINT ((6.08007585665098 45.3905826264862))",PYLONE__0000000024797888,0
"MULTIPOINT ((6.02569579261276 45.4308326066007))",PYLONE__0000000024797891,0
"MULTIPOINT ((6.09368290224448 45.3715566792009))",PYLONE__0000000024797894,0
"MULTIPOINT ((5.62531876914479 45.2369177211793))",PYLONE__0000000024797899,0
"MULTIPOINT ((5.70143233420965 45.0830382932449))",PYLONE__0000000024797857,17.6
"MULTIPOINT ((5.96507640820025 45.2508650743257))",PYLONE__0000000024797867,22.8
"MULTIPOINT ((5.71410620014546 45.1289489748138))",PYLONE__0000000024797868,16.9
"MULTIPOINT ((5.98168151424382 45.2414413242993))",PYLONE__0000000024797882,19
"MULTIPOINT ((5.72819100824896 45.098259816035))",PYLONE__0000000024797883,20
"MULTIPOINT ((6.06031333686711 45.0415280001611))",PYLONE__0000000024797896,21.2
"MULTIPOINT ((5.9788583887062 44.9362862021379))",PYLONE__0000000024797910,0
"MULTIPOINT ((5.64778643505367 45.2019944932841))",PYLONE__0000000024797933,0
"MULTIPOINT ((6.03110312800256 45.0684549799263))",PYLONE__0000000024797909,22.2
"MULTIPOINT ((6.01817806843858 45.0898032009878))",PYLONE__0000000024797913,22.2
"MULTIPOINT ((6.0350263858074 45.1886463972554))",PYLONE__0000000024797914,18
"MULTIPOINT ((5.70707005416351 44.972220073434))",PYLONE__0000000024797919,34.6
"MULTIPOINT ((5.68330081253607 45.1422147177228))",PYLONE__0000000024797920,27.1
"MULTIPOINT ((5.67962290907233 45.2102551471012))",PYLONE__0000000024797929,32.8
"MULTIPOINT ((5.72422144742034 45.1018453409808))",PYLONE__0000000024797931,53.5
"MULTIPOINT ((6.03784382072831 45.1760753332845))",PYLONE__0000000024797932,18
"MULTIPOINT ((5.90691554177606 44.8093140782782))",PYLONE__0000000024797939,27.1
"MULTIPOINT ((6.11315542283303 45.0310104557394))",PYLONE__0000000024797947,0
"MULTIPOINT ((5.96249204950997 45.2731205578038))",PYLONE__0000000024797950,0
"MULTIPOINT ((5.79820552161261 44.9050073577603))",PYLONE__0000000024797956,0
"MULTIPOINT ((6.09532348087776 45.400649832579))",PYLONE__0000000024797964,0
"MULTIPOINT ((5.74282408213783 45.0936355728147))",PYLONE__0000000024797943,25.7
"MULTIPOINT ((5.76226758168957 45.1316457779533))",PYLONE__0000000024797944,24.8
"MULTIPOINT ((5.70206587744227 45.1688916132753))",PYLONE__0000000024797945,28.8
"MULTIPOINT ((6.11450061703554 45.0464138124453))",PYLONE__0000000024797946,28.2
"MULTIPOINT ((6.01853711092242 45.084390755789))",PYLONE__0000000024797948,22.2
"MULTIPOINT ((6.04566354990086 45.0515737770229))",PYLONE__0000000024797949,16.2
"MULTIPOINT ((5.91827926862669 45.2670886880697))",PYLONE__0000000024797951,20.1
"MULTIPOINT ((5.90093269083604 45.2386367665634))",PYLONE__0000000024797952,34.6
"MULTIPOINT ((5.89044224167664 45.2362830808382))",PYLONE__0000000024797953,40
"MULTIPOINT ((6.03635438794358 45.2028438127197))",PYLONE__0000000024797993,18
"MULTIPOINT ((5.75455972358444 45.153827883551))",PYLONE__0000000024797998,35.2
"MULTIPOINT ((5.62950830879009 45.2119167573978))",PYLONE__0000000024798014,44.2
"MULTIPOINT ((5.76130746734979 45.1318434423368))",PYLONE__0000000024798018,41.2
"MULTIPOINT ((5.70832745732042 45.1173052753506))",PYLONE__0000000024798019,29.7
"MULTIPOINT ((5.99996015498023 45.2798949048913))",PYLONE__0000000024798038,0
"MULTIPOINT ((5.94593607830296 45.2699745929873))",PYLONE__0000000024798051,0
"MULTIPOINT ((5.93140039907064 45.2675986242683))",PYLONE__0000000024798060,0
"MULTIPOINT ((5.9081493244636 44.816279276649))",PYLONE__0000000024798062,0
"MULTIPOINT ((5.76989973860602 45.0526052381742))",PYLONE__0000000024798024,35.2
"MULTIPOINT ((5.97265985995289 45.3264105994628))",PYLONE__0000000024798025,26.8
"MULTIPOINT ((6.00203551524757 45.1201578036131))",PYLONE__0000000024798031,20.6
"MULTIPOINT ((5.9087871854318 44.8139309269161))",PYLONE__0000000024798037,27
"MULTIPOINT ((5.69697774937856 45.1981863019885))",PYLONE__0000000024798043,23
"MULTIPOINT ((5.76251526026659 45.1401816214145))",PYLONE__0000000024798048,15.4
"MULTIPOINT ((5.65671330588798 44.9690193775336))",PYLONE__0000000024798058,26.7
"MULTIPOINT ((5.78293542516422 45.2030637041062))",PYLONE__0000000024798070,31.7
"MULTIPOINT ((5.80151564759654 44.9855496985656))",PYLONE__0000000024798090,0
"MULTIPOINT ((5.80285495852726 44.9993507923493))",PYLONE__0000000024798100,0
"MULTIPOINT ((5.76224533295621 45.1432957141165))",PYLONE__0000000024798101,0
"MULTIPOINT ((5.93762864429606 45.2682523598614))",PYLONE__0000000024798104,0
"MULTIPOINT ((5.89494210746289 44.8231989531446))",PYLONE__0000000024798106,0
"MULTIPOINT ((5.72052480928435 45.0948425946771))",PYLONE__0000000024798112,0
"MULTIPOINT ((5.628715693939 45.2859358477205))",PYLONE__0000000024798084,26
"MULTIPOINT ((5.8220039654558 45.0829586754876))",PYLONE__0000000024798093,53.5
"MULTIPOINT ((5.6991120521897 45.0648175900027))",PYLONE__0000000024798095,26
"MULTIPOINT ((5.71764456692502 45.1093539191624))",PYLONE__0000000024798105,22.9
"MULTIPOINT ((5.65499837004878 45.0801877950408))",PYLONE__0000000024798108,26.7
"MULTIPOINT ((6.10860320404858 45.0364928195421))",PYLONE__0000000024798116,0
"MULTIPOINT ((6.02543712089955 45.278481133111))",PYLONE__0000000024798139,0
"MULTIPOINT ((5.74920474844357 45.0801200775616))",PYLONE__0000000024798142,0
"MULTIPOINT ((5.65079327714075 45.1902309226244))",PYLONE__0000000024798150,0
"MULTIPOINT ((5.80600856654387 45.066166035726))",PYLONE__0000000024798118,47.5
"MULTIPOINT ((5.69062676213965 45.1061335908585))",PYLONE__0000000024798121,58.1
"MULTIPOINT ((5.69218048027838 45.0538680897267))",PYLONE__0000000024798123,35.7
"MULTIPOINT ((5.66095096581416 45.1049405763901))",PYLONE__0000000024798129,58.1
"MULTIPOINT ((5.68575376932009 45.1280994089055))",PYLONE__0000000024798130,30
"MULTIPOINT ((5.85424068870046 44.827848584518))",PYLONE__0000000024798132,27.1
"MULTIPOINT ((5.70056200677564 45.1020923039324))",PYLONE__0000000024798135,73.1
