WKT,ID,HAUTEUR
"MULTIPOINT ((5.70420133179482 44.9839393776447))",PYLONE__0000000024801651,34.6
"MULTIPOINT ((6.03203509486467 45.0662959135307))",PYLONE__0000000024801656,22.2
"MULTIPOINT ((6.03665584366751 45.1820358846379))",PYLONE__0000000024801662,18
"MULTIPOINT ((5.58005457330999 45.1398499872073))",PYLONE__0000000024801667,20
"MULTIPOINT ((5.78640614838737 44.9168798311101))",PYLONE__0000000024801668,18.1
"MULTIPOINT ((5.72107628249712 45.1221932346483))",PYLONE__0000000024801671,41.2
"MULTIPOINT ((5.83148222430141 44.8478140892196))",PYLONE__0000000024801699,0
"MULTIPOINT ((5.76612202527055 45.0427284528864))",PYLONE__0000000024801705,0
"MULTIPOINT ((5.69850550763509 45.0839723029314))",PYLONE__0000000024801724,0
"MULTIPOINT ((5.65324084706945 45.0924855604983))",PYLONE__0000000024801687,31.4
"MULTIPOINT ((5.67421302654724 45.2179265963479))",PYLONE__0000000024801691,41.2
"MULTIPOINT ((5.92799210678172 45.1087046104586))",PYLONE__0000000024801696,21
"MULTIPOINT ((5.69973762500377 45.1689957191675))",PYLONE__0000000024801697,30.9
"MULTIPOINT ((5.70011210139854 45.0957012327413))",PYLONE__0000000024801702,26
"MULTIPOINT ((5.73532514510397 44.8654961398718))",PYLONE__0000000024801720,33.1
"MULTIPOINT ((5.95648046318032 45.2929491030301))",PYLONE__0000000024801722,29
"MULTIPOINT ((5.97257202057123 45.3221337017331))",PYLONE__0000000024801726,26
"MULTIPOINT ((5.77432413056805 45.202785182824))",PYLONE__0000000024801727,23
"MULTIPOINT ((5.65418584719766 45.0721774167987))",PYLONE__0000000024801730,45.2
"MULTIPOINT ((6.03932596587022 45.1673800875211))",PYLONE__0000000024801731,18
"MULTIPOINT ((5.6464090043059 45.2032605183396))",PYLONE__0000000024801732,28.6
"MULTIPOINT ((6.01911029706952 45.2784791724591))",PYLONE__0000000024801739,0
"MULTIPOINT ((5.74771264245463 45.0858039801731))",PYLONE__0000000024801742,0
"MULTIPOINT ((5.77731003380914 45.0574236077471))",PYLONE__0000000024801753,0
"MULTIPOINT ((5.74880070096696 45.0798940013803))",PYLONE__0000000024801758,0
"MULTIPOINT ((5.7140765424296 45.1128797157438))",PYLONE__0000000024801765,0
"MULTIPOINT ((5.86898553646496 44.8313159914827))",PYLONE__0000000024801770,0
"MULTIPOINT ((5.9913602018292 45.2783970808746))",PYLONE__0000000024801771,0
"MULTIPOINT ((5.72537130186247 45.0957890745078))",PYLONE__0000000024801733,35.2
"MULTIPOINT ((5.84266554192917 45.2385280866493))",PYLONE__0000000024801747,28.8
"MULTIPOINT ((5.71479472203784 45.1148559942686))",PYLONE__0000000024801748,29.8
"MULTIPOINT ((5.70643437356767 45.1025192430984))",PYLONE__0000000024801755,29.1
"MULTIPOINT ((5.75438613288641 44.9959964084011))",PYLONE__0000000024801759,22.6
"MULTIPOINT ((5.91097906604671 44.8078912008462))",PYLONE__0000000024801761,33.1
"MULTIPOINT ((5.79934778707559 44.9619349455973))",PYLONE__0000000024801789,0
"MULTIPOINT ((5.7452819306489 45.090484820333))",PYLONE__0000000024801798,0
"MULTIPOINT ((5.9816993148688 45.2768593310269))",PYLONE__0000000024801804,0
"MULTIPOINT ((5.97958667782738 45.2435075003778))",PYLONE__0000000024801773,19
"MULTIPOINT ((5.76748415948466 45.0501769022624))",PYLONE__0000000024801774,17.9
"MULTIPOINT ((5.89474705126194 45.2601769654405))",PYLONE__0000000024801778,35.2
"MULTIPOINT ((5.70530563684777 44.9805728903144))",PYLONE__0000000024801784,28.6
"MULTIPOINT ((5.71468451536445 45.1092341504169))",PYLONE__0000000024801791,43.7
"MULTIPOINT ((5.77847207178589 45.0603713485428))",PYLONE__0000000024801794,16.9
"MULTIPOINT ((6.03577987276675 45.1856081786862))",PYLONE__0000000024801796,18
"MULTIPOINT ((6.01467245839656 45.1170973800144))",PYLONE__0000000024801797,22.6
"MULTIPOINT ((5.79744375683832 45.0202113731018))",PYLONE__0000000024801817,0
"MULTIPOINT ((5.70252872613652 45.1968736271001))",PYLONE__0000000024801843,0
"MULTIPOINT ((5.70448558398359 45.1066756810466))",PYLONE__0000000024801823,34.6
"MULTIPOINT ((5.69413220183424 45.1569027907514))",PYLONE__0000000024801825,30.9
"MULTIPOINT ((5.92633689265983 45.2682250858726))",PYLONE__0000000024801828,20
"MULTIPOINT ((5.7104465284869 45.0534556180345))",PYLONE__0000000024801830,33
"MULTIPOINT ((5.75925817640512 45.130759867937))",PYLONE__0000000024801833,41.2
"MULTIPOINT ((5.76258850927289 45.0462920031559))",PYLONE__0000000024801838,40
"MULTIPOINT ((5.64855794175436 45.1980049111099))",PYLONE__0000000024801844,41.4
"MULTIPOINT ((5.63193976558006 45.0369625021788))",PYLONE__0000000024801845,31.4
"MULTIPOINT ((5.84447132176439 44.838977192587))",PYLONE__0000000024801853,0
"MULTIPOINT ((5.58217888615219 45.2682910476224))",PYLONE__0000000024801854,0
"MULTIPOINT ((6.06792435570548 45.0236441607131))",PYLONE__0000000024801874,0
"MULTIPOINT ((5.75402569646819 45.1535077146206))",PYLONE__0000000024801875,0
"MULTIPOINT ((5.97449168080387 45.2754131968124))",PYLONE__0000000024801878,0
"MULTIPOINT ((5.79851700059946 44.9531510782093))",PYLONE__0000000024801886,0
"MULTIPOINT ((6.0089320430978 45.2785093998543))",PYLONE__0000000024801888,0
"MULTIPOINT ((5.77743337139867 45.0573475550687))",PYLONE__0000000024801891,0
"MULTIPOINT ((5.6887862900779 45.0897443189467))",PYLONE__0000000024801866,28.6
"MULTIPOINT ((6.04457222683063 45.2804973275206))",PYLONE__0000000024801868,23.8
"MULTIPOINT ((5.7188312308704 45.1046905762492))",PYLONE__0000000024801877,53.5
"MULTIPOINT ((5.90513748068472 45.2461520784664))",PYLONE__0000000024801880,20.8
"MULTIPOINT ((5.74231337766144 45.0914957964589))",PYLONE__0000000024801882,28.7
"MULTIPOINT ((5.70855985689801 45.1065839552837))",PYLONE__0000000024801905,0
"MULTIPOINT ((5.777682137906 45.0571863876583))",PYLONE__0000000024801933,0
"MULTIPOINT ((6.03578822694515 45.0596610173674))",PYLONE__0000000024801893,21.2
"MULTIPOINT ((5.85436297246777 45.0705639090118))",PYLONE__0000000024801896,27.5
"MULTIPOINT ((5.76175433230753 45.1492262767097))",PYLONE__0000000024801899,22.1
"MULTIPOINT ((5.76184318283962 45.1169581131459))",PYLONE__0000000024801900,21.4
"MULTIPOINT ((5.657401524579 45.1342661890005))",PYLONE__0000000024801909,33.3
"MULTIPOINT ((5.55159874375132 45.0875892214612))",PYLONE__0000000024801912,23
"MULTIPOINT ((5.59817529388491 45.151474298503))",PYLONE__0000000024801914,20
"MULTIPOINT ((5.77592304520283 45.0547301287737))",PYLONE__0000000024801920,35.2
"MULTIPOINT ((5.69078999405839 45.0349988346381))",PYLONE__0000000024801921,34.6
"MULTIPOINT ((5.68428017784335 45.2069440454947))",PYLONE__0000000024801922,32.8
"MULTIPOINT ((5.77838347669762 44.9137762373704))",PYLONE__0000000024801928,23
"MULTIPOINT ((6.03298185828116 45.2787695888402))",PYLONE__0000000024801930,20.8
"MULTIPOINT ((5.64954263579906 45.1908858563463))",PYLONE__0000000024801938,39.3
"MULTIPOINT ((6.09566614856043 45.0386104677532))",PYLONE__0000000024801969,0
"MULTIPOINT ((5.89515067691471 45.084508313451))",PYLONE__0000000024801988,0
"MULTIPOINT ((5.95882562212407 45.2536033049368))",PYLONE__0000000024801947,22.8
"MULTIPOINT ((5.65548074684335 45.0597114332368))",PYLONE__0000000024801951,39.2
"MULTIPOINT ((5.7619605456744 45.121160857502))",PYLONE__0000000024801966,24.8
"MULTIPOINT ((6.06663116171564 45.0568326495073))",PYLONE__0000000024801968,13.1
"MULTIPOINT ((5.6168915953963 45.3003208834365))",PYLONE__0000000024801973,35.8
"MULTIPOINT ((5.70039295667982 45.0977764638108))",PYLONE__0000000024801983,17.9
"MULTIPOINT ((6.07481826651297 45.0311597971703))",PYLONE__0000000024801984,25.7
"MULTIPOINT ((5.75844269080251 45.0769906902894))",PYLONE__0000000024801990,0
"MULTIPOINT ((6.03631684667272 45.2031142585511))",PYLONE__0000000024802000,0
"MULTIPOINT ((6.07514878920648 45.029982884747))",PYLONE__0000000024802016,0
"MULTIPOINT ((5.80106809032579 44.9806616752015))",PYLONE__0000000024802019,0
"MULTIPOINT ((6.10986802932681 45.04457084274))",PYLONE__0000000024802020,0
"MULTIPOINT ((5.71205476291382 45.0529921284433))",PYLONE__0000000024802025,0
"MULTIPOINT ((5.80177073685442 44.9877307510022))",PYLONE__0000000024802030,0
"MULTIPOINT ((5.76214969248103 45.1272015790514))",PYLONE__0000000024801991,19.4
"MULTIPOINT ((6.01842970371701 45.0936393827825))",PYLONE__0000000024801992,16.2
"MULTIPOINT ((6.06128883999437 45.2823521615132))",PYLONE__0000000024801994,26.8
"MULTIPOINT ((5.67877976237238 45.1081964575173))",PYLONE__0000000024801997,35.2
"MULTIPOINT ((5.66326744831273 45.1787399601623))",PYLONE__0000000024802001,20
"MULTIPOINT ((6.0683050379235 45.0533021067627))",PYLONE__0000000024802002,23.1
"MULTIPOINT ((5.79291394570643 45.1633840575391))",PYLONE__0000000024802005,34.2
"MULTIPOINT ((5.62710668766115 45.293333399108))",PYLONE__0000000024802010,20.1
"MULTIPOINT ((5.81189333183619 45.0847477614347))",PYLONE__0000000024802012,61.5
"MULTIPOINT ((5.95504809225967 45.2717704682023))",PYLONE__0000000024802042,0
"MULTIPOINT ((5.96623206189213 45.2738080074702))",PYLONE__0000000024802043,0
"MULTIPOINT ((5.60152759445403 45.2647504563799))",PYLONE__0000000024802045,0
"MULTIPOINT ((6.00692144100184 45.2785490819306))",PYLONE__0000000024802054,0
"MULTIPOINT ((6.03188770878635 45.1213953083641))",PYLONE__0000000024802047,22.2
"MULTIPOINT ((6.06613843221989 45.0350404432727))",PYLONE__0000000024802050,22.2
"MULTIPOINT ((5.72647881987027 44.9333729664766))",PYLONE__0000000024802052,28.6
"MULTIPOINT ((5.98255717848046 45.3269131238974))",PYLONE__0000000024802063,43.5
"MULTIPOINT ((5.65748950876597 45.1129962199474))",PYLONE__0000000024802064,48.4
"MULTIPOINT ((6.03768607164157 45.1771329921106))",PYLONE__0000000024802068,18
"MULTIPOINT ((5.58173247787622 45.1415624868379))",PYLONE__0000000024802073,23
"MULTIPOINT ((5.75225548923445 45.0656270184975))",PYLONE__0000000024802079,0
"MULTIPOINT ((5.82789095337773 45.2018818132461))",PYLONE__0000000024802080,0
"MULTIPOINT ((6.03644470642356 45.203121594031))",PYLONE__0000000024802084,0
"MULTIPOINT ((5.65039054274083 45.1866061553702))",PYLONE__0000000024802085,59.1
"MULTIPOINT ((5.95827988729838 45.1123279906013))",PYLONE__0000000024802089,69.1
"MULTIPOINT ((5.62764362005942 45.2909152866976))",PYLONE__0000000024802094,23
"MULTIPOINT ((5.70009139422053 45.0980378313485))",PYLONE__0000000024802095,17.9
"MULTIPOINT ((5.8993950443419 45.0915780298213))",PYLONE__0000000024802104,21
"MULTIPOINT ((5.75859927179075 45.1532469484993))",PYLONE__0000000024802107,41.2
"MULTIPOINT ((5.94266683821178 45.2801021142473))",PYLONE__0000000024802110,23
"MULTIPOINT ((5.64614576702368 44.9808953421994))",PYLONE__0000000024802111,39.1
"MULTIPOINT ((5.76405077795072 44.8818374606375))",PYLONE__0000000024802112,22.6
"MULTIPOINT ((5.8006320000861 44.9756967905339))",PYLONE__0000000024802119,0
"MULTIPOINT ((5.79879248656496 44.9560253123516))",PYLONE__0000000024802125,0
"MULTIPOINT ((6.03482759456882 45.2086820152793))",PYLONE__0000000024802141,0
"MULTIPOINT ((5.9653520860345 44.9218153381019))",PYLONE__0000000024802156,0
"MULTIPOINT ((5.64737105778253 44.9782176077529))",PYLONE__0000000024802121,33.3
"MULTIPOINT ((5.67067400853566 44.9632886589114))",PYLONE__0000000024802132,26.4
"MULTIPOINT ((5.92248451654328 45.2646468958565))",PYLONE__0000000024802134,52
"MULTIPOINT ((5.711331977396 45.0530268470563))",PYLONE__0000000024802136,17.9
"MULTIPOINT ((5.81309070988844 45.1676262311799))",PYLONE__0000000024802137,28.2
"MULTIPOINT ((5.6383885957053 45.0344143968473))",PYLONE__0000000024802143,33.2
"MULTIPOINT ((5.71321630883839 45.1332158475191))",PYLONE__0000000024802146,14.6
"MULTIPOINT ((5.98567930010308 45.3319417204094))",PYLONE__0000000024802161,49.5
"MULTIPOINT ((5.82073616539765 45.1724345962939))",PYLONE__0000000024802162,34.9
"MULTIPOINT ((6.03426021957288 45.2098751561557))",PYLONE__0000000024802166,19.8
"MULTIPOINT ((5.55604596743266 45.1018075108109))",PYLONE__0000000024802169,23
"MULTIPOINT ((5.76487676971664 45.1403375289323))",PYLONE__0000000024802171,41.2
"MULTIPOINT ((5.98634216267935 45.2369196071118))",PYLONE__0000000024802176,19
"MULTIPOINT ((5.74709744511523 45.0931365944455))",PYLONE__0000000024802177,46.5
"MULTIPOINT ((6.03645255269665 45.195162092034))",PYLONE__0000000024802179,18
"MULTIPOINT ((5.62060035535799 45.1689336497436))",PYLONE__0000000024802184,23
"MULTIPOINT ((5.93904711825072 45.2761074302694))",PYLONE__0000000024802188,23
"MULTIPOINT ((5.65101943069136 45.1750080486138))",PYLONE__0000000024802193,46.5
"MULTIPOINT ((6.07891467231141 45.0313375968023))",PYLONE__0000000024802207,0
"MULTIPOINT ((5.88301034207895 45.0777575336383))",PYLONE__0000000024802216,0
"MULTIPOINT ((5.85781782648573 44.8347800305996))",PYLONE__0000000024802224,0
"MULTIPOINT ((5.99757063470609 45.2803653911514))",PYLONE__0000000024802236,0
"MULTIPOINT ((6.19099844643941 45.0391677462057))",PYLONE__0000000024802202,22.2
"MULTIPOINT ((5.9180162397927 45.2652087624045))",PYLONE__0000000024802205,16.7
"MULTIPOINT ((5.56348235030091 45.2767403508626))",PYLONE__0000000024802210,33.3
"MULTIPOINT ((5.63787738616061 45.2068534848848))",PYLONE__0000000024802215,42.8
"MULTIPOINT ((5.93173543438074 44.8020881905412))",PYLONE__0000000024802221,21
"MULTIPOINT ((5.5893866385772 45.1490038963752))",PYLONE__0000000024802233,19.8
"MULTIPOINT ((5.74986707121019 45.0765990757098))",PYLONE__0000000024802239,27.5
"MULTIPOINT ((5.77883894956473 45.2033630519107))",PYLONE__0000000024802245,31.7
"MULTIPOINT ((5.75323775988279 45.0905939443805))",PYLONE__0000000024802252,46.5
"MULTIPOINT ((5.78975041561319 45.1627208025627))",PYLONE__0000000024802254,34.2
"MULTIPOINT ((5.9529285986449 45.2900045602232))",PYLONE__0000000024802258,26
"MULTIPOINT ((5.69953744556614 45.0957331733731))",PYLONE__0000000024802260,26.8
"MULTIPOINT ((5.99207702609724 45.3453214398183))",PYLONE__0000000024802266,49.5
"MULTIPOINT ((5.65213238820806 45.0537272858765))",PYLONE__0000000024802267,26.7
"MULTIPOINT ((5.69886435303477 45.0672984108659))",PYLONE__0000000024802268,29
"MULTIPOINT ((6.03215790236525 45.2141862967137))",PYLONE__0000000024802269,18
"MULTIPOINT ((5.98994946548646 45.1188147795923))",PYLONE__0000000024802270,19.6
"MULTIPOINT ((6.0571093856494 45.0450887210488))",PYLONE__0000000024802271,21.2
"MULTIPOINT ((5.9227887326951 45.256360109306))",PYLONE__0000000024802279,28.2
"MULTIPOINT ((5.68550917378227 45.1311396187399))",PYLONE__0000000024802282,34.4
"MULTIPOINT ((5.61831110700063 45.2407849657904))",PYLONE__0000000024802312,0
"MULTIPOINT ((5.7743309313357 45.187772973927))",PYLONE__0000000024802323,0
"MULTIPOINT ((5.70232037501679 45.1849393436897))",PYLONE__0000000024802292,43
"MULTIPOINT ((6.01132584713476 45.1182384705937))",PYLONE__0000000024802293,19.7
"MULTIPOINT ((6.05139503628704 45.048027962512))",PYLONE__0000000024802306,16.2
"MULTIPOINT ((6.05437109857875 45.0462667793543))",PYLONE__0000000024802309,16.2
"MULTIPOINT ((5.64888832759732 45.2531547950045))",PYLONE__0000000024802311,23
"MULTIPOINT ((5.84040562781244 45.1848974011997))",PYLONE__0000000024802313,27
"MULTIPOINT ((5.97247629259861 45.317254195157))",PYLONE__0000000024802322,26
"MULTIPOINT ((6.03714246749685 45.058659059658))",PYLONE__0000000024802326,16.2
"MULTIPOINT ((5.67768114291695 45.1092444962083))",PYLONE__0000000024802328,41.2
"MULTIPOINT ((6.02679676165181 45.2784407232295))",PYLONE__0000000024802335,0
"MULTIPOINT ((6.02093378532729 45.4279405005676))",PYLONE__0000000024802343,0
"MULTIPOINT ((5.66526980497707 45.2339680599579))",PYLONE__0000000024802349,0
"MULTIPOINT ((5.89360266063924 45.0831033265498))",PYLONE__0000000024802368,0
"MULTIPOINT ((5.7604253741887 45.092299093439))",PYLONE__0000000024802338,24.8
"MULTIPOINT ((5.64392981922204 45.2573390395941))",PYLONE__0000000024802350,23
"MULTIPOINT ((5.63085843527182 45.2340350759719))",PYLONE__0000000024802351,31.3
"MULTIPOINT ((5.69444325910336 45.1009854119546))",PYLONE__0000000024802354,26.4
"MULTIPOINT ((5.77692878450884 45.0927134079635))",PYLONE__0000000024802360,44.1
"MULTIPOINT ((5.81488562908093 45.2116925275401))",PYLONE__0000000024802362,26.8
"MULTIPOINT ((5.66677705418657 45.2162367623042))",PYLONE__0000000024802363,20
"MULTIPOINT ((6.00335113636897 45.1199619788302))",PYLONE__0000000024802367,19.7
"MULTIPOINT ((5.7624348485106 45.1368050201692))",PYLONE__0000000024802371,24.8
"MULTIPOINT ((5.98146364452326 45.1183419492145))",PYLONE__0000000024802381,0
"MULTIPOINT ((6.05231569877484 45.2821920139932))",PYLONE__0000000024802374,29.8
"MULTIPOINT ((6.02924311057581 45.2783636456081))",PYLONE__0000000024802388,22.9
"MULTIPOINT ((5.97815676481151 45.2450819493072))",PYLONE__0000000024802390,19
"MULTIPOINT ((5.72321950848872 45.1050672452768))",PYLONE__0000000024802391,29.8
"MULTIPOINT ((5.6530670937891 45.1695024996206))",PYLONE__0000000024802400,37.4
"MULTIPOINT ((5.82668760873779 44.8460038924416))",PYLONE__0000000024802401,29.7
"MULTIPOINT ((5.65521244421001 45.1673721419409))",PYLONE__0000000024802405,38.1
"MULTIPOINT ((5.93659817599176 45.2680451639201))",PYLONE__0000000024802413,0
"MULTIPOINT ((5.66284774796754 44.9514704051518))",PYLONE__0000000024802415,0
"MULTIPOINT ((5.85794354150609 44.8339164136993))",PYLONE__0000000024802426,0
"MULTIPOINT ((5.59315968546655 45.2781289479717))",PYLONE__0000000024802427,0
"MULTIPOINT ((6.0264710890128 45.1172390091594))",PYLONE__0000000024802417,21.2
"MULTIPOINT ((5.71793716088156 45.1207346086293))",PYLONE__0000000024802420,35.2
"MULTIPOINT ((5.71009439137175 45.1355576188996))",PYLONE__0000000024802421,22.8
"MULTIPOINT ((5.63885975066291 44.9883844542431))",PYLONE__0000000024802425,39.2
"MULTIPOINT ((5.83699565892058 45.1827307351948))",PYLONE__0000000024802428,34.4
"MULTIPOINT ((5.67651233913162 45.2152632929548))",PYLONE__0000000024802432,41.2
"MULTIPOINT ((5.76135999462402 45.1004835767607))",PYLONE__0000000024802436,22.4
"MULTIPOINT ((5.76237452439607 45.1418149416432))",PYLONE__0000000024802437,24.8
"MULTIPOINT ((5.65803757941765 45.1618416830644))",PYLONE__0000000024802438,62.4
"MULTIPOINT ((5.95407669972082 44.7941857070904))",PYLONE__0000000024802439,21
"MULTIPOINT ((5.6355560090608 45.2656082861531))",PYLONE__0000000024802442,23
"MULTIPOINT ((6.07663525291742 45.0300247017461))",PYLONE__0000000024802474,0
"MULTIPOINT ((5.6361713256699 45.020032972786))",PYLONE__0000000024802453,43.4
"MULTIPOINT ((5.65410978144767 44.9711751883345))",PYLONE__0000000024802456,33.3
"MULTIPOINT ((5.58354238445208 45.2663838387283))",PYLONE__0000000024802461,53.5
"MULTIPOINT ((5.69133938127076 45.0412711834621))",PYLONE__0000000024802463,28.6
"MULTIPOINT ((5.6722543222385 45.0998637660176))",PYLONE__0000000024802464,41.2
"MULTIPOINT ((5.65488296994834 44.9719314844599))",PYLONE__0000000024802470,27.1
"MULTIPOINT ((5.90128219681989 44.8112959253751))",PYLONE__0000000024802471,33.1
"MULTIPOINT ((5.91283769884884 45.0999825405513))",PYLONE__0000000024802479,19.7
"MULTIPOINT ((6.17505896127806 45.0426341653585))",PYLONE__0000000024802480,23.1
"MULTIPOINT ((5.92336290682538 45.2639517411003))",PYLONE__0000000024802483,41.2
"MULTIPOINT ((5.66043251232351 45.0953303357987))",PYLONE__0000000024802487,24.9
"MULTIPOINT ((5.99873356151685 45.2801314589772))",PYLONE__0000000024802499,0
"MULTIPOINT ((6.13306413803946 45.0498045847075))",PYLONE__0000000024802502,0
"MULTIPOINT ((5.61067967846591 45.2506349293088))",PYLONE__0000000024802516,0
"MULTIPOINT ((5.68877767165657 45.0944049802514))",PYLONE__0000000024802520,0
"MULTIPOINT ((6.03383544518421 45.2107138964812))",PYLONE__0000000024802491,19.8
"MULTIPOINT ((5.99330459026767 45.1193212335076))",PYLONE__0000000024802492,19.6
"MULTIPOINT ((6.00950734191225 45.11887867423))",PYLONE__0000000024802503,19.7
"MULTIPOINT ((5.98224735410722 44.9381369551492))",PYLONE__0000000024802507,27
"MULTIPOINT ((6.03016854504342 45.2176725368925))",PYLONE__0000000024802513,18.3
"MULTIPOINT ((6.01130727629557 45.2788166913716))",PYLONE__0000000024802539,0
"MULTIPOINT ((5.72326255353163 45.105715767946))",PYLONE__0000000024802542,0
"MULTIPOINT ((5.74701864116966 45.0871319613914))",PYLONE__0000000024802560,0
"MULTIPOINT ((5.94745162034965 45.2703040737689))",PYLONE__0000000024802567,0
"MULTIPOINT ((5.55906862681048 45.1201267883358))",PYLONE__0000000024802536,23
"MULTIPOINT ((5.69562238838486 45.1991461076464))",PYLONE__0000000024802543,24
"MULTIPOINT ((5.98661092218012 45.118307782186))",PYLONE__0000000024802544,19.6
"MULTIPOINT ((5.9168775633107 45.2665152686544))",PYLONE__0000000024802551,35.2
"MULTIPOINT ((5.71485878922488 45.120915923564))",PYLONE__0000000024802554,22.8
"MULTIPOINT ((6.03549359742164 45.19081701607))",PYLONE__0000000024802558,18
"MULTIPOINT ((6.06423615058962 45.0372238397326))",PYLONE__0000000024802562,23.2
"MULTIPOINT ((5.76952129107374 44.921048045279))",PYLONE__0000000024802564,23.1
"MULTIPOINT ((5.66255019380386 45.2265731489339))",PYLONE__0000000024802572,28.9
"MULTIPOINT ((5.6375100511475 45.263656718834))",PYLONE__0000000024802573,20
"MULTIPOINT ((5.62585915660162 45.2171964314306))",PYLONE__0000000024802590,37.4
"MULTIPOINT ((5.78173675528741 45.0771970832093))",PYLONE__0000000024802600,26
"MULTIPOINT ((6.07220480103771 45.04121306934))",PYLONE__0000000024802621,18.1
"MULTIPOINT ((6.07448218872127 45.3409704040007))",PYLONE__0000000024802622,33
"MULTIPOINT ((5.74772205174788 45.1245831226875))",PYLONE__0000000024802632,0
"MULTIPOINT ((5.77143776354337 45.0373401735704))",PYLONE__0000000024802634,0
"MULTIPOINT ((5.5751987262526 45.2719620227995))",PYLONE__0000000024802641,0
"MULTIPOINT ((5.70569647466471 45.0817023567565))",PYLONE__0000000024802624,22.6
"MULTIPOINT ((6.0285009760547 45.0741735779813))",PYLONE__0000000024802626,22.2
"MULTIPOINT ((6.03835635664417 45.1408796865016))",PYLONE__0000000024802628,28
"MULTIPOINT ((5.69869917283784 45.0896452197036))",PYLONE__0000000024802638,26
"MULTIPOINT ((5.64827121627935 45.0482777802549))",PYLONE__0000000024802643,32.7
"MULTIPOINT ((5.99858595182959 45.119910048003))",PYLONE__0000000024802646,19.8
"MULTIPOINT ((5.91817609679429 45.2671409394233))",PYLONE__0000000024802653,22.9
"MULTIPOINT ((5.58987701317356 45.2841835389735))",PYLONE__0000000024802707,0
"MULTIPOINT ((5.91233488813421 45.2661210337832))",PYLONE__0000000024802672,34.8
"MULTIPOINT ((5.75673688269034 45.0640026108246))",PYLONE__0000000024802676,39
"MULTIPOINT ((5.67221175056917 45.2154527719217))",PYLONE__0000000024802680,32
"MULTIPOINT ((5.63570270083242 45.0033345621454))",PYLONE__0000000024802685,39.1
"MULTIPOINT ((5.78598073677707 44.9246771053026))",PYLONE__0000000024802688,24.7
"MULTIPOINT ((5.73476617939932 45.0932155752183))",PYLONE__0000000024802694,25.7
"MULTIPOINT ((5.60539346408061 45.2584791897783))",PYLONE__0000000024802695,25.3
"MULTIPOINT ((5.79057635336449 45.0258651235674))",PYLONE__0000000024802724,0
"MULTIPOINT ((6.036254130931 45.3702793035347))",PYLONE__0000000024802741,0
"MULTIPOINT ((5.75382478949275 44.9909327165449))",PYLONE__0000000024802715,22.6
"MULTIPOINT ((5.85026891625291 44.8292381313706))",PYLONE__0000000024802718,26.7
"MULTIPOINT ((5.90785015924864 44.8156348455389))",PYLONE__0000000024802721,28.7
"MULTIPOINT ((6.0862604660271 45.3568639168252))",PYLONE__0000000024802728,21
"MULTIPOINT ((5.66336723670316 45.2357008939715))",PYLONE__0000000024802732,29.8
"MULTIPOINT ((5.59534597243031 45.253066015461))",PYLONE__0000000024802734,27.3
"MULTIPOINT ((5.6245416748564 45.2296448047454))",PYLONE__0000000024802735,47.4
"MULTIPOINT ((5.77608802597347 45.1598532431081))",PYLONE__0000000024802754,41.2
"MULTIPOINT ((6.15851325431555 45.0455720842884))",PYLONE__0000000024802755,18.1
"MULTIPOINT ((5.6628578696183 44.9600951440266))",PYLONE__0000000024802756,45.3
"MULTIPOINT ((5.93449166079748 45.2727021770708))",PYLONE__0000000024802758,20
"MULTIPOINT ((6.03693908484945 45.1809189448574))",PYLONE__0000000024802771,18
"MULTIPOINT ((5.62452831899826 45.2190646917259))",PYLONE__0000000024802772,31.4
"MULTIPOINT ((5.55064728097473 45.0850192157369))",PYLONE__0000000024802774,20.1
"MULTIPOINT ((5.65692716532396 45.2088415420139))",PYLONE__0000000024802797,0
"MULTIPOINT ((5.79487073328222 45.0227932597048))",PYLONE__0000000024802819,0
"MULTIPOINT ((5.93845201921809 45.1100520793564))",PYLONE__0000000024802805,21
"MULTIPOINT ((6.15987170213371 45.045408280046))",PYLONE__0000000024802806,18.1
"MULTIPOINT ((5.6771965771128 45.105901117407))",PYLONE__0000000024802811,55.5
"MULTIPOINT ((5.66147090768544 45.1512100338775))",PYLONE__0000000024802830,42.8
"MULTIPOINT ((5.67361017236549 45.2206681747202))",PYLONE__0000000024802831,29.8
"MULTIPOINT ((5.77239796197034 45.1844351493356))",PYLONE__0000000024802844,0
"MULTIPOINT ((6.04257516724784 45.2058489830096))",PYLONE__0000000024802848,18.3
"MULTIPOINT ((6.02562846633941 45.442923855615))",PYLONE__0000000121830822,16
"MULTIPOINT ((6.10000980849706 45.4290650903275))",PYLONE__0000000121830831,27
"MULTIPOINT ((6.09991411074545 45.4303780125782))",PYLONE__0000000121830829,0
"MULTIPOINT ((6.09999857451248 45.430354950109))",PYLONE__0000000121830835,0
"MULTIPOINT ((5.7774571045416 45.0563406067457))",PYLONE__0000000024798937,17.9
"MULTIPOINT ((6.02548787764745 45.2195223245494))",PYLONE__0000000024797042,18.3
"MULTIPOINT ((5.88700798575584 45.2589958717887))",PYLONE__0000000024797045,34.7
"MULTIPOINT ((5.73578926007266 45.092730984124))",PYLONE__0000000024797047,38.2
"MULTIPOINT ((5.65431628891283 45.057619379672))",PYLONE__0000000024797050,39.1
"MULTIPOINT ((5.78285265860459 45.0757294906003))",PYLONE__0000000024797051,22.8
"MULTIPOINT ((5.6501748936902 45.1747118841319))",PYLONE__0000000024797052,44.2
