WKT,ID,NATURE,TOPONYME
"MULTIPOLYGON (((5.90327865633871 45.1349623654942,5.90318375082873 45.1349242907559,5.90300184823008 45.1348533412521,5.90290106325304 45.1348001020956,5.90281241212309 45.1347843896077,5.90273086532574 45.1347829083523,5.90260053468278 45.1347980141515,5.90256794078542 45.1348322001172,5.90257164306968 45.1348789565141,5.90264663780457 45.1349013317836,5.90276739759156 45.1349225156753,5.90289069997041 45.1349436332481,5.90300586060318 45.1349550514832,5.9030971013188 45.1349715974228,5.90316306607076 45.1349671769949,5.9032430526415 45.1349876198798,5.90329545450413 45.1349916616303,5.90327865633871 45.1349623654942)))",PLANDEAU0000000007458384,Lac,Lac des Pourettes
"MULTIPOLYGON (((5.93036590591941 45.0720267129084,5.93031455729216 45.0720902336565,5.930364837157 45.072127654415,5.93039456131244 45.0721367835512,5.93041779500409 45.0721433803996,5.93045702073448 45.0721639727049,5.93050800479763 45.072190562727,5.93057281856299 45.0722384131653,5.93063193702149 45.0722503729151,5.93068277654145 45.0722499362877,5.930699890499 45.0722125444809,5.93071559317335 45.0721724867666,5.9307479008947 45.0721581215058,5.93077715690421 45.0721825800739,5.93079616016928 45.0722055063838,5.9308870205076 45.0721923034508,5.93092647885727 45.0721930671969,5.93095338059443 45.072196864379,5.93097986808654 45.0722655453694,5.93101599201783 45.0722997342977,5.93110713540126 45.072291929816,5.93116516592686 45.0722588672772,5.931178368885 45.0721711215932,5.93103129000092 45.0720578603362,5.93098171369586 45.0720096092036,5.93099459696375 45.0719885469009,5.93099764510711 45.0719253958065,5.93098423637996 45.0718879061159,5.93098987467043 45.071849915219,5.93098648289455 45.0718094589035,5.93102490695457 45.0718147548872,5.93106013123685 45.0718075208827,5.93108608966592 45.0717933225978,5.93107150542599 45.0717576658772,5.93097725069102 45.0717060853934,5.93100405110069 45.0716594285185,5.93098236688132 45.0716338697596,5.93092592333204 45.0715758881869,5.93090108325173 45.071514371957,5.93083443774541 45.0714800851187,5.93075006239853 45.0714471657686,5.93071963783478 45.0714731946501,5.9307236862332 45.0715019205261,5.93074273967561 45.0715500738623,5.93076174271176 45.0715730001743,5.93079395907362 45.0715811626084,5.93081282068526 45.0716013895965,5.9308184690008 45.0716363804608,5.93084734754736 45.0716536408329,5.9308914703518 45.0717191547479,5.93085921673413 45.0717830743223,5.93080781512256 45.0717970410193,5.93076101788103 45.0717775490785,5.93067838342631 45.0717535939787,5.93058846350965 45.0717604649275,5.93047526287915 45.0717598392008,5.93037631602328 45.0717885717685,5.93034321006698 45.071811968047,5.93031109101816 45.0718299322774,5.93030145429038 45.0718644242694,5.93033880641295 45.0719463347395,5.93036590591941 45.0720267129084)))",PLANDEAU0000000007458506,Lac,Lac du Pin
"MULTIPOLYGON (((5.84535943565941 45.2255155874162,5.84564902396431 45.2250189614703,5.84567751812853 45.2249776900571,5.84569310739277 45.2249583716646,5.84570696422004 45.2249300873157,5.84570081497525 45.2249095207739,5.84567125285621 45.2249048679218,5.84563309876584 45.2249067410366,5.84560158678479 45.2249138509678,5.8455686637411 45.2249182938122,5.8455317829718 45.2249201344509,5.84549958238233 45.224913746756,5.8454773389402 45.224902600329,5.84545322540776 45.2248797884199,5.84544985245174 45.2248636561832,5.8454792986773 45.2248160535028,5.8455374685242 45.224731678639,5.84555373431187 45.2247006299086,5.84557208766912 45.2246605178955,5.84558490069166 45.2246367652038,5.84558473883321 45.2245836097758,5.8455858164621 45.224554750021,5.84559020908691 45.2245158947042,5.84559328247505 45.2244761719896,5.84558485004843 45.2244358414117,5.84555118073122 45.224400658862,5.84551832572047 45.2243564454642,5.84538020831563 45.2242482391166,5.84525511193414 45.2241703352125,5.8451585796284 45.2241025156398,5.84511099611967 45.2240694894443,5.84506150861259 45.224049125858,5.84500511561412 45.2240433542988,5.84495413715719 45.2240437518522,5.84490821782292 45.224068347758,5.84485738876664 45.2240966727386,5.84481323577769 45.2241059064598,5.84476653614259 45.2241152050283,5.84471146231599 45.2241103007283,5.84466584075599 45.2240907395112,5.84462067813782 45.2240801766759,5.8445629543419 45.2240483095326,5.84451178073693 45.2240198795727,5.8444638421362 45.2240048823328,5.8444105924089 45.2240107435367,5.84438099651091 45.2240304184553,5.84434664004866 45.2240817499094,5.84428838878983 45.2241895524135,5.84425054484917 45.2242725079546,5.8442168763881 45.2243373369748,5.84415034229795 45.2244327362056,5.84407817547419 45.2245426949672,5.84401477266123 45.2246244992423,5.8439422382776 45.2247272591973,5.8438540678879 45.2248484374045,5.84380603617516 45.2249316521823,5.84374594787766 45.2250034608012,5.84367271315372 45.2250674950237,5.84361502241272 45.2251113112552,5.84353373448368 45.2251674413375,5.84350828993371 45.2252185456174,5.84353372203402 45.2252422253702,5.84356771171198 45.225283707419,5.84367888198693 45.2253385415746,5.84377877588483 45.2253972667737,5.84384233936746 45.2254686300527,5.84393100293932 45.2255321461169,5.84404127915069 45.2256194390224,5.84418217348528 45.2257320814077,5.844341170693 45.2258496686765,5.84441224942475 45.2259433655126,5.84451886751237 45.2259838986774,5.84460653466738 45.2260528456848,5.84465453260755 45.2260939706727,5.84467837097657 45.2261113837177,5.84475543857177 45.2261724914973,5.844805616286 45.2262063528337,5.84484803861102 45.2261881531414,5.84490703699377 45.226119975707,5.84495256726642 45.2260377251443,5.8449896887848 45.2259655998521,5.84504449949578 45.2258903209313,5.84512930789253 45.2257782374691,5.84522692935441 45.2256424012894,5.84535943565941 45.2255155874162),(5.84522109808925 45.2254281096041,5.84518257641669 45.225422783845,5.84516542621543 45.2254115076059,5.84515881810969 45.2253819426316,5.84516443853969 45.2253421550477,5.84519020293748 45.2252973492697,5.84522974454091 45.2252476874723,5.84527306019205 45.225197028507,5.84531151192369 45.2251509984799,5.84534910338613 45.2251130994383,5.84537105949061 45.2250936188948,5.84540593257039 45.2250774133103,5.84544012905814 45.2250729380736,5.84547133182851 45.2250847572656,5.84547484252093 45.2251035890221,5.84544625633216 45.2251430607049,5.84540889443857 45.2251854589789,5.84533007503521 45.2252649537675,5.84522109808925 45.2254281096041)),((5.84263097963556 45.2272176901881,5.84274482914802 45.227149920002,5.84284744724701 45.2270869406031,5.84291678455003 45.2270464324133,5.84297279165595 45.2269945503649,5.84304940209828 45.2269466488914,5.84314416081874 45.2269045924604,5.84326756492043 45.2268491926246,5.84337659463713 45.226786950508,5.84349353961685 45.2267299128247,5.84362926383936 45.2266660898427,5.84373302701915 45.2266256056602,5.84383679004839 45.2265851213815,5.8439787999595 45.2265445641509,5.84415108382591 45.2264726015258,5.84429640856426 45.2264220483688,5.84443317503755 45.2263536927845,5.84447930277608 45.2262831403374,5.84445958260144 45.2262214729197,5.84442901031834 45.2261970232466,5.84440376095979 45.2261769430548,5.84394920650939 45.2258641548829,5.8435532882455 45.2255760014434,5.84351925252579 45.2255336195468,5.84348226841617 45.2255084318683,5.84344196890122 45.2254932396783,5.84341148920825 45.2254705894122,5.84337531981564 45.2254363708737,5.84334465669475 45.2254101212264,5.84329975744766 45.2253797289403,5.84324813557871 45.225367527944,5.84321625607829 45.2253674384763,5.84317173486271 45.2253694728245,5.84314536155696 45.2253773522474,5.84309930272535 45.2253992478941,5.84298308309021 45.225445454645,5.84290960672841 45.2254797612091,5.84251661894671 45.2256492419232,5.84240213022704 45.2257044140776,5.84232464968307 45.2257352181102,5.84224612496909 45.2257705536996,5.84217705335435 45.2257912325494,5.84212826368017 45.2258095932381,5.84205896271781 45.2258257728081,5.84197706569683 45.2258449758666,5.84188798695934 45.225873371678,5.84179505256512 45.2259261927345,5.84158930348555 45.2260170232543,5.84129103102498 45.2261687726127,5.84082549728585 45.2263409936126,5.84074319649132 45.2263773251548,5.84068958732923 45.2264012138162,5.840618288414 45.2264282553717,5.84055740553964 45.2264595370176,5.84046441332951 45.2264862291668,5.84041531143987 45.2265235181799,5.84039436118967 45.2265627942848,5.84040797533667 45.2266047954261,5.8404258678869 45.2266556978398,5.84045121743055 45.2267028065829,5.84047756543711 45.2267444838838,5.84050928196128 45.2267914306967,5.84053444832755 45.2268349400534,5.84058408394597 45.2268832331503,5.84061984992994 45.2269345819901,5.84063105505758 45.2269793474045,5.84068360429667 45.2270347744259,5.84074229141549 45.2270855402796,5.84083308831036 45.2271408954707,5.84090896143996 45.2271786100197,5.84099515928722 45.2272187649288,5.84108185142702 45.2272435900658,5.84117136545151 45.2272737494051,5.84127674605422 45.2272899899392,5.84140268433385 45.2273093114382,5.84151848141649 45.2273297918011,5.84164018708498 45.2273411116414,5.84170767681618 45.2273393945906,5.84177289484763 45.2273431413467,5.84183488874801 45.2273586832052,5.84191129223425 45.2273567392379,5.84199365000979 45.2273465346388,5.84209283695332 45.227341307805,5.84218933953336 45.2273334461643,5.8423321321108 45.227308188328,5.84248324211554 45.227271005525,5.84263097963556 45.2272176901881)))",PLANDEAU0000002000777234,Retenue,Étang de Boucle de Bois Français
"MULTIPOLYGON (((6.00456807872585 45.1822403072923,6.00455973161679 45.1822035882236,6.00454227194124 45.1821869379906,6.00451130170081 45.1821796621751,6.0044741638772 45.1821761566684,6.0044308100325 45.1821755217001,6.00438901903824 45.1821802510497,6.00436004754185 45.1821864374059,6.0043019108118 45.1821952110384,6.00423179096707 45.1821943954764,6.00416896572124 45.1821870760285,6.00412918653174 45.1821818393753,6.00406508904913 45.182174554117,6.0039972716397 45.1821691710907,6.00392172381148 45.1821621939688,6.00387690402924 45.1821579939731,6.00383160003491 45.1821447963139,6.00380806980648 45.1821337157769,6.00373855775871 45.1820968408343,6.00371209568466 45.1820786306478,6.00366371465931 45.182055603997,6.00363915433357 45.1820490564904,6.00360348258572 45.1820491155101,6.00355782641287 45.1820530475101,6.00351627751994 45.1820622753562,6.00346988164373 45.1820761389726,6.00342984705855 45.1820898313694,6.00339539913247 45.1820889563179,6.00336159408498 45.1820763500748,6.00334323635584 45.1820903601344,6.0033111257894 45.1821092456421,6.00329046557516 45.1821278229945,6.00328595747694 45.1821387571259,6.00328433279692 45.1821559211337,6.00328021199931 45.1821740533832,6.00326684645261 45.1821861269472,6.00324457504237 45.182198440176,6.00321046593559 45.1822038634211,6.00318638971304 45.1822063134629,6.00314577403434 45.1822092085802,6.00310921720028 45.1822164997978,6.00308440121079 45.1822288814677,6.00307597944516 45.1822381187695,6.00310625818776 45.1822562263981,6.00316781110516 45.1822635806813,6.00320382187351 45.1822698201546,6.00324795037877 45.1822848518366,6.00330529923569 45.1822851106394,6.00334723564277 45.1822830809897,6.00340957673687 45.1822814032526,6.00345826180075 45.1822864004795,6.00350983032579 45.1822976275562,6.00354843410699 45.182304698201,6.0036073457637 45.1823103211955,6.00364976636961 45.1823172890788,6.00368205726174 45.1823254306551,6.00370945277081 45.182337308254,6.0037580894894 45.1823414055856,6.00379366458092 45.1823395469872,6.00385713272549 45.1823351354621,6.00392710747072 45.1823332519659,6.00398661352024 45.1823262438108,6.00402972535078 45.1823223801292,6.00408076133733 45.1823237095329,6.00412211662467 45.1823108824184,6.00414810783343 45.1822966667404,6.00417199034278 45.1822906174335,6.00420795281269 45.1822959568186,6.00423496099102 45.1823006361731,6.00430282701263 45.1823069188195,6.00433350671581 45.1823087961068,6.00437695752449 45.1823112306417,6.00442999225133 45.1823260220999,6.00451934157673 45.182329023044,6.00456332518135 45.1823413549134,6.00459732439812 45.1823575598504,6.00460450912581 45.1823726845755,6.00456867888455 45.182393472735,6.00451969002249 45.1824065055307,6.00447662659341 45.1824112691658,6.00443968234556 45.1824113627048,6.00442367558982 45.1824217053825,6.00440438476302 45.1824420482195,6.00440623820997 45.1824528111406,6.00443711172439 45.1824582874569,6.00449177092545 45.1824559148605,6.00455166450475 45.1824561045187,6.00458459823356 45.1824525146455,6.00462878865052 45.182445017422,6.00466901693882 45.1824349236512,6.00468859828227 45.1824199793538,6.0047057319492 45.1824069030908,6.00471273589278 45.1823950006278,6.00471020428131 45.1823716410131,6.00469230858502 45.182346892925,6.00466291406303 45.1823215533582,6.00462368047686 45.1823027861636,6.00461179416316 45.1822949965684,6.00460876528436 45.1822860674332,6.00460167743544 45.1822727422372,6.00456807872585 45.1822403072923)))",PLANDEAU0000000007458296,Lac,Étang des Bœufs
"MULTIPOLYGON (((6.19241582322122 44.8688275478023,6.19238570369728 44.868810392705,6.1923242650757 44.8687995449595,6.19229648523504 44.8688012451251,6.19226531961998 44.8688102512792,6.192227075417 44.8688284717911,6.19220310489563 44.8688525892492,6.19218034823208 44.868875770711,6.19215060111183 44.8688874392566,6.19211656131179 44.8689127473987,6.1921053435356 44.8689383001734,6.19210414381124 44.8689617626454,6.19211225995362 44.8689930668435,6.19211196710295 44.8690101957025,6.19212458060769 44.8690314587106,6.19215859766393 44.8690503039252,6.19220212112093 44.869058062781,6.19223658454385 44.8690624779235,6.19226183441176 44.86906085055,6.19228804230231 44.8690537891594,6.19233275116298 44.8690155590074,6.19235367987486 44.8689825182627,6.1923734458579 44.8689513131116,6.19239543487895 44.8689146375551,6.19241582322122 44.8688275478023)))",PLANDEAU0000000007458790,Lac,Lac des Pissoux
"MULTIPOLYGON (((6.05363382645276 45.2898001281296,6.05360436061759 45.2897982295347,6.05355361959367 45.2898041208436,6.05347400452466 45.2898189106575,6.05346479333073 45.2898371844087,6.05342120724563 45.2898338691598,6.05339688196668 45.2898093023788,6.05333952088319 45.2898108688259,6.05329673132066 45.2898453783917,6.05322925174958 45.2899418376287,6.05325457073426 45.2900078283649,6.05328668468694 45.2900114569605,6.05335208117547 45.2899934511347,6.05338825076901 45.2899546167818,6.05345809727645 45.2899013460794,6.05352755667741 45.2898643058816,6.05363208140659 45.2898614512691,6.05363947534386 45.2898333149235,6.05363382645276 45.2898001281296)))",PLANDEAU0000000007458108,Lac,Lac du Renou
"MULTIPOLYGON (((6.15899364561095 45.3228390799072,6.15887396330101 45.3228235349689,6.15866413602084 45.3227726863213,6.15847242028198 45.3227483608298,6.15837340018182 45.3227592668868,6.15829611311142 45.3227929895305,6.15826713901693 45.3228902319062,6.15827219126939 45.3229567753098,6.15816388745516 45.3230292223157,6.1580974674708 45.3231194112725,6.1581004796481 45.3232175529625,6.15814109061614 45.3233254472069,6.15818858797821 45.3233971005327,6.15829046805975 45.3234591081108,6.15837301327273 45.323518056811,6.15846086242088 45.3235128731528,6.15857483056058 45.3234727078073,6.15865390276657 45.3234028880714,6.15868756964655 45.3232983037727,6.15874628863707 45.3232975470085,6.15877960350877 45.3233443679864,6.15889571766618 45.3234095777745,6.1590447881303 45.32347025219,6.15915824806787 45.3234886761899,6.15927685872341 45.3234627976258,6.15942719985903 45.3234107902592,6.15954856303584 45.3233433801536,6.15960299183507 45.3232445173067,6.1597092018133 45.3231577093894,6.15975128599655 45.3230889335103,6.15973659058856 45.3230325752817,6.15967317653836 45.3229956163214,6.15953201424343 45.322939225235,6.15940156584584 45.3228915430371,6.15927423102893 45.3228762146366,6.159142968037 45.3228591946949,6.15899364561095 45.3228390799072)))",PLANDEAU0000000007458032,Lac,Lac Supérieur
"MULTIPOLYGON (((5.8304197007027 45.2219614043493,5.83029640584857 45.221893349768,5.83027166575886 45.2218831647019,5.83023965129832 45.2218803719955,5.83019385911904 45.221882433438,5.83014975111231 45.2218925612058,5.8299961922135 45.2219315915065,5.82993276174076 45.2219629318613,5.82979921464559 45.2220194748528,5.82939361079662 45.222166703498,5.82884676606742 45.2223445382584,5.82838126287812 45.2224671512282,5.82819841973052 45.2225321486538,5.82800730594924 45.222635197268,5.8279555612973 45.2226707455645,5.82793678534449 45.2227027560467,5.82793528803641 45.2227235169997,5.82794784258477 45.2227448231523,5.82796162481616 45.222765197216,5.8279891851955 45.2227807173928,5.82816550559581 45.2228636498114,5.82822180862682 45.2228928581214,5.82827065443376 45.2229258592559,5.82831786198209 45.2229516938423,5.82838421469187 45.2229779445715,5.82845184076394 45.2230041630149,5.82847739802056 45.2230053177753,5.82850018052764 45.2230020377918,5.82850804847778 45.2230063435415,5.82850968682018 45.2230135100658,5.82850782467445 45.2230270722564,5.8285124659223 45.2230431727507,5.82853079406979 45.2230526195996,5.82855257707846 45.2230547709313,5.82858591106091 45.2230584317201,5.82861324359851 45.2230694525119,5.82863689313968 45.223083269582,5.82868933109911 45.2231116745571,5.82885851125218 45.2231794697451,5.82914630101909 45.2232983203639,5.8292579505479 45.2233378392028,5.82929815335743 45.2233512368088,5.82936641459707 45.2233648245982,5.82940616100133 45.223369223704,5.82947119098152 45.2233693782522,5.8295246242529 45.2233671235533,5.82956773411732 45.2233624273646,5.82959142482904 45.2233519161308,5.82961966097753 45.2233304777004,5.82964093713918 45.2232975025651,5.82965425876854 45.2232836500137,5.82967676742393 45.2232749707141,5.82971096406788 45.223270500293,5.82975179622465 45.2232460396827,5.82978730687393 45.2232172088748,5.82984759381739 45.2231490071744,5.82988923762794 45.2230902878456,5.82992356112495 45.2230380610028,5.82994160559641 45.2229916526511,5.82996083202818 45.2229434123416,5.8299835180995 45.2229131044176,5.83003758000218 45.2228729914221,5.83010692136714 45.2228324912178,5.83018426254676 45.2227737681936,5.83022622532732 45.2227213476638,5.83026145630689 45.2226618896893,5.83029182750104 45.2226322879472,5.83031128696473 45.222613774754,5.83037965855795 45.2225039217363,5.83041952577408 45.2224353361853,5.83045620706737 45.2223542173228,5.83048174834651 45.2222796877949,5.83052851384179 45.2221460551782,5.83052873162934 45.2221000985211,5.83051885452445 45.2220561997158,5.83049642732072 45.2220162229902,5.8304710935454 45.2219943399775,5.8304197007027 45.2219614043493)))",PLANDEAU0000000007458262,Lac,Étang Pescadou
"MULTIPOLYGON (((6.17425979693198 44.885928020131,6.17394989247613 44.8860287903628,6.17370956280642 44.8862167767992,6.17302007067629 44.8863292966543,6.1724194105246 44.8868024054679,6.17167887991345 44.8870884798471,6.17149160189553 44.887138883756,6.17165879915172 44.8877198035144,6.17199331645724 44.887986875062,6.17250820567357 44.8881037188289,6.17377588704384 44.8881062313787,6.17410095674083 44.888228494341,6.17417567671287 44.8884065725454,6.17399856191981 44.8885918509711,6.17276273693396 44.8890407685184,6.1723364223818 44.8892800213845,6.17227828290294 44.8895520043554,6.17269469226451 44.8900789464514,6.17266826864768 44.8906203451713,6.17244316440144 44.8910331615374,6.17195101179331 44.8912292402518,6.17189917206824 44.8914109358309,6.17208417794589 44.8922616692941,6.17236260531986 44.8926123411157,6.1725374085288 44.8933273038815,6.17287521415136 44.8938087358944,6.17376984589609 44.8939147229621,6.17421129406535 44.8938975977833,6.17497040583658 44.8936920734815,6.17508165600822 44.8934627223447,6.17509793977115 44.8927873518236,6.17549374505642 44.8920984238787,6.17508436689589 44.8898150967027,6.17526777997648 44.8895395289814,6.17588126360652 44.8892480545832,6.17604941842184 44.8889269671791,6.17596457258333 44.888614919711,6.17511183265229 44.888195082278,6.17442461826682 44.8874073734612,6.17424473362405 44.8866475065013,6.17425979693198 44.885928020131)))",PLANDEAU0000000007458738,"Glacier, névé",Glacier du Petit Vallon
"MULTIPOLYGON (((6.05418051905633 45.0247070039155,6.05416106296338 45.0247462832178,6.05416268307975 45.0247759735595,6.05416899287495 45.0248217541827,6.05416807567928 45.0248515141587,6.05414334850991 45.0248873338975,6.0540126170116 45.0250062565602,6.0537797197416 45.0251622226318,6.05346201660385 45.0253241192801,6.0531474796277 45.0254742144098,6.0529064679127 45.0255979632136,6.05284807419637 45.0256455188324,6.05282525246985 45.02569299969,6.05280219256684 45.0257594092163,6.05280351755096 45.0257837013369,6.05286130420363 45.0259812491828,6.05289770529531 45.0261361330534,6.05290074978849 45.0263550057737,6.05287231494707 45.0265558198881,6.05282603278427 45.0266390854237,6.05272106104908 45.0267645082582,6.05263066107214 45.026830962754,6.05239000702219 45.0270312901099,6.05205175079418 45.0273757590961,6.05201473336911 45.0274425512097,6.05197919459434 45.0275597618062,6.05197067761793 45.027636584989,6.05198822199571 45.0277253082599,6.05202567356945 45.0278062771796,6.05208747642716 45.0278910835649,6.05226378069271 45.0280484383434,6.05267411626494 45.0283498500869,6.05287275570601 45.0284507259692,6.05299456950961 45.0284942393553,6.05304824933071 45.0284999752626,6.05308645884848 45.0285016302569,6.05315872809174 45.0284987466617,6.05321411101681 45.0284891178306,6.05325670833675 45.028478037621,6.05331506302021 45.0284530092735,6.05343108502824 45.0283903565676,6.05356397043333 45.0282641671908,6.05363435122867 45.0281568126792,6.05376452035629 45.0279342846566,6.05417757941119 45.0273075292511,6.05418953010295 45.0272936854611,6.05423280586131 45.0272717735694,6.05428008412032 45.027253356038,6.05457923104093 45.0271703583327,6.0546675908896 45.027136396193,6.05475126863936 45.027109770939,6.05479796537527 45.027103983919,6.05485720187542 45.0270951495095,6.05490101741081 45.0270831341427,6.05493541176643 45.0270614657558,6.05497755753406 45.0270188603026,6.0550546131835 45.0268942015303,6.05507582102874 45.0268404570756,6.05507585377806 45.0267945023425,6.05506608068917 45.0267551241795,6.05503368389578 45.0266271625601,6.05503352023941 45.0265776090001,6.05507266982014 45.0264801213672,6.05509134828983 45.0264498737879,6.05509466326535 45.0264407722323,6.05508119054797 45.0264267251891,6.05519876151728 45.026346006875,6.05526487260244 45.0263234676696,6.05553270442232 45.026155726654,6.05558251029376 45.0261138116944,6.0557360689014 45.025970832914,6.05592783240443 45.0256898443715,6.05601675055584 45.0254567324528,6.05620973067671 45.0247792454949,6.05630745459523 45.0246143717254,6.0563623244033 45.0245488898635,6.05638290887131 45.0245303034233,6.05646144942034 45.0244794893597,6.05658053743413 45.0244266605222,6.0566980214916 45.0243909956658,6.05681502294039 45.0243697608297,6.05691534429777 45.024368807279,6.05702592210004 45.0243928014592,6.05717901327857 45.02445076883,6.05742507853493 45.024559344039,6.05752140688074 45.0245783228866,6.05757488681523 45.0245804577824,6.05764719991705 45.024578470983,6.05771477318565 45.0245594943002,6.05826277451677 45.0242876350462,6.05838449603206 45.0242365339657,6.05853708794009 45.0241458388979,6.05856727984743 45.0241170763644,6.0586204353984 45.0240435309188,6.05865217148768 45.0239732773225,6.05861111331219 45.0239194413408,6.05853984418625 45.0238475134745,6.05806452454033 45.0235659306283,6.05793005228094 45.0234533895539,6.05786316163331 45.0233452987521,6.05780316688007 45.0231541212979,6.05774077078911 45.0230585217305,6.05762364639544 45.023007676533,6.0576004672829 45.0230020060057,6.05748897658003 45.0230077723935,6.05747950651794 45.0229972199111,6.0571684190238 45.0230472150167,6.05713517120795 45.0229967682199,6.05679442277186 45.0230619939828,6.05666659608763 45.0230943388681,6.05639587496162 45.0231855726225,6.05616550324041 45.0232711923291,6.05590560860797 45.0233513148653,6.05584487050982 45.0233791133265,6.05565708317314 45.0235698870743,6.05544811236169 45.0237450231038,6.055182837318 45.0239361213509,6.05491687297967 45.0241146230802,6.05468002067739 45.0242445691488,6.05452836310413 45.0243757805717,6.05421114754147 45.024662912718,6.05418051905633 45.0247070039155)))",PLANDEAU0000002207442267,Plan d'eau de gravière,Lac de Buclet
