WKT,id,landuse,name
"MULTIPOLYGON (((5.5801803 45.2323153,5.5800935 45.2342517,5.5804408 45.235726,5.5806048 45.2373361,5.5806048 45.2387221,5.5810051 45.2391366,5.5817282 45.2392615,5.5842934 45.2385217,5.5867493 45.2364272,5.5881956 45.2358891,5.5896965 45.2351301,5.5902696 45.2343518,5.5907471 45.2340347,5.593667 45.2340732,5.5949086 45.2334486,5.5948677 45.2324877,5.5939535 45.2313635,5.5934077 45.2271739,5.592439 45.2260111,5.5928074 45.2243582,5.5933259 45.2231953,5.5919205 45.2206005,5.5902559 45.2184765,5.5877999 45.2177076,5.5827652 45.2170732,5.5796134 45.2175057,5.5792177 45.218044,5.5790949 45.2190531,5.5796952 45.2213213,5.5800773 45.2230704,5.5806576 45.2251476,5.5807734 45.2257456,5.5806866 45.2270095,5.5806962 45.2290956,5.5803296 45.2316028,5.5801803 45.2323153)))",way/331209851,winter_sports,Autrans - Grand domaine la Sure
"MULTIPOLYGON (((5.6131592 45.0979931,5.6111708 45.0964358,5.6100779 45.0958448,5.6094674 45.0957965,5.6091555 45.0959707,5.6090004 45.0963865,5.6089964 45.0973771,5.6087114 45.0995283,5.6085708 45.1012418,5.6083693 45.1037312,5.6077238 45.1057579,5.6077182 45.1076429,5.6076019 45.1088629,5.6077253 45.1101825,5.6080706 45.1111109,5.6088653 45.1116679,5.6091394 45.1120663,5.6091727 45.1129853,5.6089479 45.1144404,5.6089246 45.1156875,5.6092502 45.1161251,5.6100718 45.1165627,5.6104339 45.1192527,5.6118699 45.120645,5.6137878 45.1207788,5.617055 45.1233213,5.6198722 45.1233445,5.6212886 45.1235973,5.6226018 45.1231821,5.6235226 45.1229191,5.6238953 45.1224241,5.6243009 45.1216661,5.6251121 45.1191212,5.625443 45.1171912,5.6254374 45.1170678,5.6253778 45.1168136,5.6252622 45.1167885,5.6251167 45.1160589,5.6250057 45.1158231,5.6248131 45.1154634,5.6247335 45.1151146,5.6246969 45.1149114,5.6246755 45.114761,5.6246077 45.1145961,5.6245032 45.1144736,5.6243198 45.1144042,5.6243112 45.1143366,5.6243227 45.1140089,5.6243072 45.1137315,5.6242534 45.113566,5.6241205 45.1132223,5.6241501 45.1130833,5.6241256 45.1130175,5.6242241 45.1126767,5.6238718 45.1126164,5.623814 45.1123365,5.6238343 45.1118572,5.6238269 45.1117688,5.6237957 45.1116856,5.6237673 45.1115415,5.6238186 45.1114796,5.6238788 45.1113215,5.6238268 45.111257,5.6238054 45.111062,5.6237263 45.1107868,5.6234971 45.1102028,5.6226445 45.1087094,5.6217417 45.1057234,5.6193637 45.1025429,5.6167109 45.1007323,5.6131592 45.0979931)))",way/331655170,winter_sports,Montagnes de Lans
"MULTIPOLYGON (((5.5454886 44.8955634,5.548042 44.8941345,5.5503809 44.8924624,5.5506277 44.8918088,5.5510139 44.8911323,5.5528057 44.8902734,5.5533636 44.8893233,5.5520868 44.8831357,5.5515933 44.8811135,5.5514645 44.8794866,5.5509281 44.8788024,5.5473018 44.8772705,5.5458748 44.8765292,5.5452794 44.8766509,5.5452418 44.8773959,5.5455851 44.8801176,5.5460787 44.8823298,5.5465078 44.8832421,5.5488682 44.8838198,5.5495763 44.8848841,5.550338 44.8865488,5.5494904 44.8891104,5.5483854 44.8912311,5.5444157 44.8912007,5.5370235 44.89171,5.5319381 44.8908283,5.5292558 44.8897945,5.5260157 44.8918012,5.5260372 44.8955558,5.5283761 44.8971974,5.5307579 44.8955102,5.5340409 44.8948566,5.53653 44.8967718,5.5390405 44.8976686,5.541079 44.8977598,5.5441046 44.8967718,5.5454886 44.8955634)))",way/549102651,winter_sports,Gresse en Vercors
"MULTIPOLYGON (((5.5920517 44.9919714,5.5940527 44.9913872,5.5951363 44.9910059,5.5945462 44.990378,5.5946508 44.9898791,5.5944705 44.9895082,5.5933425 44.9898777,5.5929727 44.9899198,5.5926876 44.9900113,5.5906194 44.989752,5.5896592 44.9893802,5.5885434 44.9892322,5.5865854 44.9893347,5.5847079 44.9893537,5.5839944 44.9885911,5.5831468 44.9880599,5.5815482 44.9881282,5.5796492 44.988629,5.5792522 44.9902376,5.5791986 44.9920587,5.580132 44.9935306,5.5809259 44.99435,5.5818486 44.994699,5.584166 44.9949722,5.5868912 44.9941755,5.5920517 44.9919714)))",way/549105845,winter_sports,Col de l'Arzelier
"MULTIPOLYGON (((5.8438682 45.0239476,5.8443403 45.0255249,5.8465397 45.0273599,5.8494258 45.0258585,5.8535886 45.0240689,5.8559704 45.0229617,5.8604443 45.0238262,5.8633518 45.0225067,5.8639526 45.0217711,5.8580303 45.0173649,5.8567214 45.012526,5.8524728 45.0104174,5.8496403 45.0075654,5.8497476 45.0040153,5.8547687 44.9994787,5.8569574 44.9967324,5.8504557 44.9889174,5.8494258 44.9880751,5.8454132 44.9911178,5.8424949 44.991224,5.8371091 44.9918766,5.8341479 44.991133,5.8292985 44.9914213,5.8275175 44.9921118,5.8261227 44.9964137,5.8301139 45.0003284,5.8331823 45.0007077,5.8337617 44.9983256,5.8360576 44.9975214,5.8382892 44.9989477,5.8456707 45.0028471,5.845499 45.0047435,5.8444476 45.0074137,5.8459282 45.0098713,5.8456063 45.0114642,5.8430743 45.0140885,5.844469 45.0191548,5.8441686 45.0227039,5.8438682 45.0239476)))",way/549108702,winter_sports,L'Alpe du Grand Serre
"MULTIPOLYGON (((5.8168182 45.3443298,5.8166961 45.3444562,5.81725 45.3449576,5.8189344 45.3460453,5.8195782 45.3466787,5.8225071 45.3474855,5.8232582 45.3482471,5.8257472 45.3505921,5.8285475 45.3516703,5.8297062 45.3533214,5.8299422 45.3564125,5.8306074 45.357468,5.8313584 45.3581465,5.835135 45.3584631,5.8368945 45.3598201,5.837388 45.3612977,5.8346951 45.3622324,5.8340406 45.3647276,5.8353066 45.3673733,5.8371091 45.368504,5.8386969 45.3691522,5.8408964 45.3687452,5.8424628 45.3667778,5.839802 45.3641773,5.8400273 45.3626546,5.8440721 45.3608755,5.8468723 45.357566,5.8471298 45.3548293,5.8513141 45.3525222,5.8517647 45.3514064,5.8511215 45.3512017,5.8469796 45.3498833,5.8489966 45.3470482,5.8481169 45.3453667,5.8468723 45.344311,5.8433533 45.3448011,5.83992 45.3438359,5.8318841 45.343753,5.8300817 45.344673,5.8280969 45.3439189,5.8268523 45.3449821,5.8223784 45.3445598,5.8201683 45.343161,5.8183014 45.3443035,5.8168182 45.3443298)))",way/549189984,winter_sports,Saint-Pierre-de-Chartreuse
"MULTIPOLYGON (((5.8717954 45.3141213,5.8763123 45.3149889,5.8768916 45.3153284,5.8785278 45.3159433,5.8799869 45.3163696,5.8807003 45.3163884,5.8832699 45.3157358,5.8850026 45.3159395,5.8859789 45.315815,5.8856785 45.3138874,5.8849919 45.3133442,5.8841014 45.3128915,5.884037 45.312352,5.8830821 45.3113561,5.8815479 45.3115937,5.879842 45.3125557,5.8790427 45.3126764,5.8789462 45.3127104,5.8760065 45.3125255,5.8745903 45.3128537,5.8720529 45.3133328,5.8717954 45.3141213)))",way/549191825,winter_sports,Saint-Hilaire-du-Touvet
"MULTIPOLYGON (((5.7660975 45.2819714,5.7659044 45.2827867,5.7674279 45.2877839,5.7651963 45.2926598,5.7602825 45.2955127,5.7624497 45.2998296,5.7653036 45.3005993,5.7662906 45.2953014,5.7697882 45.2910144,5.7774486 45.2858213,5.7775774 45.2844021,5.7660975 45.2819714)))",way/588988360,winter_sports,Col de Porte
"MULTIPOLYGON (((5.632468 45.167794,5.629966 45.16889,5.62962 45.169593,5.630393 45.170262,5.63192 45.169945,5.634393 45.168791,5.632468 45.167794)))",way/599031565,winter_sports,Saint-Nizier du Moucherotte
"MULTIPOLYGON (((5.7294529 44.9374671,5.738036 44.9413554,5.7415765 44.941644,5.7480567 44.9382569,5.7453745 44.9307226,5.7445162 44.9246154,5.739023 44.9262562,5.7374296 44.9296434,5.7368558 44.9308897,5.7355406 44.9321818,5.7319849 44.9356747,5.7294529 44.9374671)))",way/674846063,winter_sports,Les Signaraux
"MULTIPOLYGON (((5.9711145 45.0183646,5.9748579 45.024715,5.9771324 45.0285216,5.9784198 45.0328436,5.9804798 45.0341628,5.9842992 45.0295832,5.9871531 45.0233955,5.9870673 45.0203772,5.9823037 45.0214845,5.9804368 45.0249121,5.9764457 45.021439,5.975051 45.0154021,5.9779961 45.0114392,5.9780864 45.0082224,5.9798818 45.0036973,5.9748748 44.9990288,5.9720043 44.9881475,5.9643546 44.9887925,5.9676689 45.0106694,5.9711145 45.0183646)))",way/676485850,winter_sports,Col d'Ornon
"MULTIPOLYGON (((5.5583163 45.2144004,5.5590142 45.2145043,5.5592654 45.2136664,5.5585678 45.2135625,5.5583163 45.2144004)))",way/878013203,winter_sports,Pas de tir de Gève
