WKT,ID,NATURE,TOPONYME
"MULTIPOLYGON (((5.90210371267179 44.8923277414131,5.90210138561259 44.8922827545151,5.90203809786796 44.8922844086419,5.9020404248765 44.8923293955412,5.90210371267179 44.8923277414131)))",SURFACTI0000000007463111,Camping,le Plan d'Eau
"MULTIPOLYGON (((5.6236189783939 44.8513949870407,5.623616876085 44.8513499951727,5.62355362665284 44.8513514906105,5.62355572891113 44.8513964824797,5.6236189783939 44.8513949870407)))",SURFACTI0000000007463119,Camping,la Chabannerie
"MULTIPOLYGON (((5.93970278921451 44.8200375819962,5.93970043505227 44.8199925969373,5.93963722982764 44.819994272446,5.93963958393936 44.8200392575063,5.93970278921451 44.8200375819962)))",SURFACTI0000000007463122,Camping,la Rouillère
"MULTIPOLYGON (((5.94119201686022 44.8190331763352,5.94118966154802 44.818988191323,5.94112645749739 44.8189898676796,5.94112881275906 44.8190348526932,5.94119201686022 44.8190331763352)))",SURFACTI0000000007463126,Camping,les Aires
"MULTIPOLYGON (((5.92881435429306 44.8167444376696,5.92881200898388 44.8166994524294,5.92874880713868 44.8167011217331,5.92875115239734 44.8167461069747,5.92881435429306 44.8167444376696)))",SURFACTI0000000007463127,Camping,Camping du Lac
"MULTIPOLYGON (((5.7202325117077 45.1462950636261,5.72023032050859 45.1462500699117,5.7201667398988 45.1462516205253,5.72016893104678 45.146296614241,5.7202325117077 45.1462950636261)))",SURFACTI0000000007462922,Espace public,Square du Champ de la Rousse
"MULTIPOLYGON (((5.71779446361368 45.1921892709303,5.71779227257816 45.1921442766948,5.71772863963831 45.1921458259355,5.71773083062261 45.1921908201722,5.71779446361368 45.1921892709303)))",SURFACTI0000002008247562,Divers public ou administratif,Crous - Grenoble
"MULTIPOLYGON (((5.72372979573025 45.1911760869588,5.72372759995152 45.19113109285,5.72366396833123 45.1911326454724,5.72366616405874 45.1911776395824,5.72372979573025 45.1911760869588)))",SURFACTI0000000332273109,Administration centrale de l'Etat,"Banque de France, Succursale de Grenoble"
"MULTIPOLYGON (((5.64586769998416 45.0251307120906,5.64586557327607 45.0250857183201,5.64580212820334 45.0250872265128,5.64580425486051 45.0251322202845,5.64586769998416 45.0251307120906)))",SURFACTI0000000052193948,Poste,Poste du Gua-les Saillants
"MULTIPOLYGON (((5.52738171402175 45.1272556417404,5.527379678806 45.1272106445777,5.52731611469242 45.1272120852918,5.52731814985705 45.1272570824557,5.52738171402175 45.1272556417404)))",SURFACTI0000000222940015,Poste,Poste de Méaudre
"MULTIPOLYGON (((5.79001395712476 44.9079179782356,5.79001171928529 44.9078729888183,5.78994841071679 44.9078745790907,5.78995064850557 44.9079195685093,5.79001395712476 44.9079179782356)))",SURFACTI0000000018843878,Poste,Poste de la Mure
"MULTIPOLYGON (((5.67786308610512 45.2334191353539,5.67786092565374 45.2333741399395,5.67779724458949 45.23337566644,5.67779940498958 45.2334206618556,5.67786308610512 45.2334191353539)))",SURFACTI0000000007463645,Poste,Poste de Saint-Égrève
"MULTIPOLYGON (((5.73148950443245 45.168346391476,5.73148730330059 45.1683013977522,5.73142369790347 45.1683029547882,5.73142589898415 45.1683479485132,5.73148950443245 45.168346391476)))",SURFACTI0000002008247561,Autre service déconcentré de l'Etat,Direccte-Isère
"MULTIPOLYGON (((5.84047227918994 44.8324876838491,5.84057914584495 44.8324227842415,5.84037786380261 44.8320477540748,5.84028043265204 44.8317484437025,5.84005431814118 44.8317335125662,5.83993012706771 44.8320817413549,5.84009883546923 44.8321882338078,5.84047227918994 44.8324876838491)))",SURFACTI0000000332456107,Station d'épuration,
"MULTIPOLYGON (((5.89041410721868 45.2324679476038,5.89041177539852 45.2324229564705,5.89034810146587 45.2324246040835,5.89035043323475 45.2324695952181,5.89041410721868 45.2324679476038)))",SURFACTI0000000007461052,Station d'épuration,
"MULTIPOLYGON (((5.7689585957105 45.1881433325533,5.76895636360591 45.1880983393717,5.76889273670974 45.1880999177648,5.76889496876313 45.1881449109477,5.7689585957105 45.1881433325533)))",SURFACTI0000002008247563,Autre service déconcentré de l'Etat,Cnfpt-Rhône-Alpes-Grenoble
"MULTIPOLYGON (((5.72837444082825 45.1853451984239,5.72786147215148 45.1851721400058,5.7278258040061 45.1852243661195,5.72788131291106 45.185239226657,5.72783208988398 45.1853269212692,5.72777135898655 45.1853094854642,5.72774507909492 45.185345264933,5.7277790435751 45.1853624539539,5.72780950407289 45.185438290623,5.72784838272245 45.1854517557084,5.72782315826367 45.1855091323026,5.72813796193655 45.1856158593825,5.72841906582744 45.1857107960352,5.72873909378646 45.1858200966378,5.72871350513805 45.1857657639862,5.72879020423068 45.185744968813,5.72897095445787 45.185481074704,5.72895492980076 45.1854138949058,5.72870261327107 45.1853344730267,5.72859822767952 45.185362251677,5.72850424191507 45.1853942807684,5.72837444082825 45.1853451984239)))",SURFACTI0000000007463713,Divers public ou administratif,Chambre de Commerce et d'Industrie de Grenoble
"MULTIPOLYGON (((5.88475473475473 45.2362625063753,5.88475240733991 45.2362175150881,5.88468872890951 45.2362191594778,5.88469105627305 45.2362641507662,5.88475473475473 45.2362625063753)))",SURFACTI0000000007463636,Poste,Poste de Villard-Bonnot-Lancey
"MULTIPOLYGON (((5.63627637095185 45.2962690968046,5.63627424164068 45.2962241000246,5.63621048762983 45.2962256028463,5.63621261688958 45.2962705996276,5.63627637095185 45.2962690968046)))",SURFACTI0000000007463571,Poste,Poste de Voreppe
"MULTIPOLYGON (((5.90212759813657 45.0900652841209,5.90212526283139 45.0900202947159,5.90206175134844 45.0900219489484,5.90206408660261 45.0900669383547,5.90212759813657 45.0900652841209)))",SURFACTI0000000317342674,Poste,Poste de Livet-et-Gavet-Rioupéroux
"MULTIPOLYGON (((5.74033124081773 45.1705036142548,5.74032903247846 45.1704586206834,5.74026542487165 45.1704601827583,5.74026763315975 45.1705051763309,5.74033124081773 45.1705036142548)))",SURFACTI0000000007463743,Poste,Poste de Grenoble-Jean Perrot
"MULTIPOLYGON (((5.73707895296363 45.1884971584721,5.73739926473617 45.1880919808269,5.7368875083336 45.1878928049449,5.73656342042839 45.1882989745778,5.73707895296363 45.1884971584721)))",SURFACTI0000000007463704,Autre service déconcentré de l'Etat,Rectorat de l'Académie de Grenoble
"MULTIPOLYGON (((5.73257150901978 45.18696785476,5.7321432422573 45.1874846759913,5.73166552328782 45.1880585649862,5.7316870292907 45.1880814635313,5.73177596031135 45.1882324496468,5.73200521197762 45.1883088257698,5.73239635428832 45.1884388997985,5.73272535770634 45.1885488708594,5.73320199132982 45.188707481645,5.73333638294165 45.1886158970023,5.73379477515549 45.1880118412968,5.73353947070744 45.1877937556564,5.73333468431199 45.1876185792942,5.73257150901978 45.18696785476)))",SURFACTI0000000007463712,Préfecture,Préfecture de l'Isère
"MULTIPOLYGON (((5.70417604584511 45.1847178150751,5.7041738660759 45.1846728206482,5.70411024127317 45.1846743621263,5.70411242099118 45.1847193565544,5.70417604584511 45.1847178150751)))",SURFACTI0000000007463721,Divers public ou administratif,Chambre de Métiers et de l'Artisanat-Isère
"MULTIPOLYGON (((5.54808500037087 45.1753292000897,5.54808294672304 45.175284202799,5.54801932843206 45.1752856553272,5.54802138202869 45.1753306526191,5.54808500037087 45.1753292000897)))",SURFACTI0000000007462858,Camping,Au Joyeux Réveil
"MULTIPOLYGON (((5.71129016331691 45.1920122869545,5.7112879775299 45.1919672925933,5.71122434461149 45.1919688381277,5.71122653034728 45.1920138324901,5.71129016331691 45.1920122869545)))",SURFACTI0000000300961679,Palais de justice,Palais de Justice de Grenoble
"MULTIPOLYGON (((5.73528002657012 45.1918009223537,5.73527782145902 45.1917559284662,5.73521418944849 45.1917574876703,5.73521639450838 45.191802481559,5.73528002657012 45.1918009223537)))",SURFACTI0000000332273114,Autre service déconcentré de l'Etat,Direction Départementale de la Cohésion Sociale de l'Isère
"MULTIPOLYGON (((5.71270719648564 45.1928283567098,5.71270500952473 45.1927833623682,5.71264137571549 45.1927849087102,5.71264356262517 45.1928299030531,5.71270719648564 45.1928283567098)))",SURFACTI0000000332296005,Autre service déconcentré de l'Etat,Direction Départementale de la Protection des Populations-Isère
"MULTIPOLYGON (((5.54317529860847 45.1746664329663,5.54317324894061 45.1746214355922,5.54310963127701 45.1746228853224,5.54311168089367 45.1746678826977,5.54317529860847 45.1746664329663)))",SURFACTI0000000007463762,Poste,Poste d'Autrans
"MULTIPOLYGON (((5.7354091865808 45.1916545049805,5.7354069813714 45.191609511097,5.73534334953134 45.1916110703747,5.73534555468953 45.1916560642593,5.7354091865808 45.1916545049805)))",SURFACTI0000002008247560,Autre service déconcentré de l'Etat,Direction des Services Départementaux de l'Éducation Nationale-Isère
"MULTIPOLYGON (((5.77493462559871 44.9472899137322,5.77484212933049 44.9475228578165,5.77528099342141 44.947623614194,5.77538942532379 44.9473794607656,5.77493462559871 44.9472899137322)))",SURFACTI0000000332456060,Station d'épuration,
"MULTIPOLYGON (((5.58279410229079 44.8154527976,5.58346723768099 44.8156974509496,5.58367270981273 44.8155971786141,5.58403898777084 44.8151409438755,5.58386514717507 44.8149107849995,5.58351365575577 44.8147253010313,5.58279410229079 44.8154527976)))",SURFACTI0000000332456117,Station d'épuration,
"MULTIPOLYGON (((5.57228823644482 44.9712107281549,5.57237208426382 44.9712403181162,5.5724706360147 44.9712308315119,5.57260357034936 44.9711133487896,5.57255713645063 44.9709865030088,5.57237101946144 44.9708854097446,5.5722608936323 44.9708915606269,5.57219061684228 44.9709364268217,5.57216199114061 44.971114555458,5.57228823644482 44.9712107281549)))",SURFACTI0000000289033661,Station d'épuration,
"MULTIPOLYGON (((5.47073381846616 45.0986622740478,5.47073182986923 45.0986172761794,5.47066829681118 45.0986186846021,5.47067028535704 45.0986636824717,5.47073381846616 45.0986622740478)))",SURFACTI0000000210796114,Station d'épuration,
"MULTIPOLYGON (((6.08347217741077 45.3193032029286,6.08356937310701 45.3193284587998,6.08406800496074 45.3198445767708,6.08438743962921 45.3197312389868,6.08425023220946 45.319444858499,6.08400225030958 45.3191417070031,6.08381432265568 45.3189080886956,6.08340264829521 45.3189933290184,6.08347217741077 45.3193032029286)))",SURFACTI0000000257687364,Station d'épuration,
"MULTIPOLYGON (((5.64278122576325 44.9641686733005,5.64290179894673 44.9641153585398,5.64304607282924 44.9640533724025,5.64336172917315 44.9638584871797,5.6433682257996 44.9636196021614,5.64307258325088 44.9633509645258,5.64276466675298 44.9635753936719,5.64251398718173 44.9637489137313,5.64278122576325 44.9641686733005)))",SURFACTI0000000241635415,Station d'épuration,
