WKT,ID,NATURE,TOPONYME
"MULTIPOLYGON (((6.17020170954226 45.0711351822331,6.17019915949528 45.071090198921,6.17013567779083 45.0710920058719,6.17013822778685 45.0711369891854,6.17020170954226 45.0711351822331)))",SURFACTI0000002207022086,Salle de spectacle ou conférence,
"MULTIPOLYGON (((6.16893380918743 45.0709775247948,6.16893126016697 45.0709325414555,6.16886777860044 45.070934347684,6.16887032756995 45.0709793310248,6.16893380918743 45.0709775247948)))",SURFACTI0000002207022087,Culte chrétien,Oratoire Sainte-Anne
"MULTIPOLYGON (((5.3575423390786 45.0657109181732,5.35759611333251 45.0656899626205,5.35755659005793 45.0655664898362,5.35747874049008 45.0654384234466,5.35737848709054 45.0653216406594,5.35721761741573 45.065214247696,5.35709731187647 45.0651645476112,5.35709503816712 45.0652312543129,5.35703881939727 45.0652846898557,5.35698400287657 45.0653110719456,5.35692264690768 45.0653330884191,5.35690119055284 45.0653668717106,5.35690606213308 45.0653919908003,5.35691028911605 45.06540181007,5.3569031622678 45.0654136711599,5.35689372299457 45.0654309859282,5.35688178170491 45.0654492544272,5.35688034137821 45.0654754078627,5.35690047177476 45.0655308310129,5.35692124681778 45.0656015539809,5.35694918670481 45.0656613158425,5.35696382024954 45.0657069465866,5.35698626323892 45.0657569160439,5.35700671582474 45.0657898125699,5.35703425738866 45.0658099480038,5.35705652948041 45.0658256909756,5.35714484016741 45.0658400365157,5.35722638388033 45.0658446164772,5.35730385221749 45.0658429770808,5.35739297785849 45.0658464956759,5.35742666030061 45.0658313701674,5.35744629717893 45.0658147403226,5.35746163108145 45.0657864912462,5.35747311712937 45.0657574228119,5.35747855673202 45.06573568868,5.35749804185173 45.0657154588693,5.3575219816372 45.0657104482382,5.3575423390786 45.0657109181732)))",SURFACTI0000000336282506,Carrière,
"MULTIPOLYGON (((5.34425712746906 45.0607135914649,5.34425524191701 45.060668591835,5.34419174883898 45.0606699281685,5.34419363434002 45.0607149277995,5.34425712746906 45.0607135914649)))",SURFACTI0000000007463042,Musée,Musée de l'Eau
"MULTIPOLYGON (((5.34303832591959 45.062718264305,5.34303644128006 45.0626732646309,5.34297294589846 45.0626746002706,5.34297483048698 45.0627195999458,5.34303832591959 45.062718264305)))",SURFACTI0000000007462038,Enseignement primaire,
"MULTIPOLYGON (((5.3728257458361 45.0589294910504,5.37282383737322 45.0588844919279,5.37276034700558 45.0588858445416,5.37276225541746 45.0589308436652,5.3728257458361 45.0589294910504)))",SURFACTI0000002216599329,Aire de détente,
"MULTIPOLYGON (((5.34484801475706 45.0602255381211,5.34484612874632 45.0601805385069,5.34478263623612 45.060181875177,5.34478452219584 45.0602268747923,5.34484801475706 45.0602255381211)))",SURFACTI0000002216599330,Aire de détente,
"MULTIPOLYGON (((6.12531994398199 45.0133254314467,6.12532220465773 45.0132749072621,6.12532986499876 45.0132755931695,6.12533151027019 45.0132368003586,6.12521598983628 45.0132382430666,6.12521675593087 45.0132292107124,6.12508971989979 45.01322917458,6.12508945602116 45.0132472036618,6.1249662250049 45.0132470605138,6.12496359964634 45.0133138144269,6.12497374647318 45.013313529439,6.12497353277869 45.0133324581939,6.12497403499744 45.0133414549231,6.12497151008758 45.013410008184,6.12497196208478 45.0134181052405,6.12511269933532 45.0134132512673,6.12511101565166 45.0135196264198,6.12518599944296 45.0135202235317,6.125186514419 45.0135066928126,6.1252767687112 45.0135077620237,6.12528015979274 45.0134319757445,6.12526615765179 45.0134314679682,6.12526738846988 45.0134080052213,6.12526856906028 45.0133836428017,6.12531813534914 45.013384052687,6.12531994398199 45.0133254314467)))",SURFACTI0000000007463906,Mairie,Mairie des Deux Alpes
"MULTIPOLYGON (((6.11626319478535 44.989902771969,6.11626069173667 44.9898577884206,6.11619730033757 44.9898595646045,6.11619980333543 44.9899045481543,6.11626319478535 44.989902771969)))",SURFACTI0000000007463919,Poste,Poste de Vénosc
"MULTIPOLYGON (((5.84977172061593 45.4168868465453,5.84976941394513 45.4168418530511,5.84970552765697 45.4168434775614,5.84970783427615 45.4168884710569,5.84977172061593 45.4168868465453)))",SURFACTI0000000357553837,Autre équipement sportif,Complexe du Prégrimont
"MULTIPOLYGON (((5.8141671433668 45.2206719322663,5.81416487351182 45.2206269396756,5.81410121081696 45.2206285438399,5.81410348062069 45.2206735364319,5.8141671433668 45.2206719322663)))",SURFACTI0000000324087433,Autre équipement sportif,Complexe Sportif A.S.P.T.T. Grenoble
"MULTIPOLYGON (((5.78238935668063 44.9187472014365,5.78238712452345 44.9187022117173,5.78232380351903 44.9187037976508,5.78232603562549 44.9187487873713,5.78238935668063 44.9187472014365)))",SURFACTI0000000357553796,Autre équipement sportif,Georges Maugiron
"MULTIPOLYGON (((5.74306900794308 45.1747158943869,5.74306679723171 45.1746709008264,5.74300318490421 45.1746724644628,5.74300539556441 45.1747174580245,5.74306900794308 45.1747158943869)))",SURFACTI0000002000372646,Autre équipement sportif,Terrains de Sport Léon Jouhaux
"MULTIPOLYGON (((5.51755027698522 44.9100638426708,5.51754825753057 44.9100188480044,5.51748493919601 44.9100202830307,5.51748695859994 44.9100652776983,5.51755027698522 44.9100638426708)))",SURFACTI0000000341567417,Monument,
"MULTIPOLYGON (((5.80706415552598 45.3119383151774,5.80706670621537 45.3119382511708,5.80706986260094 45.3118742003023,5.80693212552432 45.3118776565825,5.80692900350266 45.31199306411,5.80692858989469 45.312010193665,5.80704091108664 45.3120091771953,5.80704766139552 45.3119657593574,5.80706679157533 45.3119652793089,5.80706415552598 45.3119383151774)))",SURFACTI0000002200119920,Culte chrétien,
"MULTIPOLYGON (((5.63516472381162 45.2462402690105,5.63591637041154 45.2464928191762,5.63654178965221 45.2455861424778,5.63579745562389 45.2453262168455,5.63516472381162 45.2462402690105)))",SURFACTI0000000117392290,Autre équipement sportif,Espace Charles de Gaulle
"MULTIPOLYGON (((5.93812027764547 45.3252135328951,5.9381179034097 45.3251685419448,5.9380541248799 45.3251702167699,5.93805649906422 45.3252152077215,5.93812027764547 45.3252135328951)))",SURFACTI0000000357553795,Autre équipement sportif,
"MULTIPOLYGON (((5.87495652990909 45.1119583936857,5.87495421555256 45.1119134034685,5.87489067840099 45.1119150422289,5.87489299270646 45.1119600324475,5.87495652990909 45.1119583936857)))",SURFACTI0000002203939681,Déchèterie,
"MULTIPOLYGON (((5.92117104106114 45.2702848562573,5.92162313096681 45.2707055441495,5.92249113061048 45.271513621137,5.92282524472546 45.271825658992,5.92408387799197 45.2712737355852,5.92403063800326 45.2712318778838,5.92385477694313 45.2711148363141,5.92371379608339 45.2710302210187,5.92359339388818 45.270948671516,5.92348007151867 45.2708317957587,5.92332280852493 45.270631370369,5.92320420125919 45.2704867000313,5.92308323479062 45.2703213671305,5.92299266369938 45.2702246201295,5.92290539664022 45.2701422034662,5.92280279064738 45.2700836151394,5.92266648633464 45.2700150952629,5.92255085454034 45.2699514410137,5.92244735276164 45.2698757558575,5.92235885992458 45.2697942719075,5.92222855139868 45.2696940580348,5.92205501169806 45.269572447959,5.92190039863662 45.2694467386779,5.92173695986043 45.2693473903386,5.92162477605056 45.2692764366802,5.92154001320363 45.2692173808836,5.92144939865175 45.2691440611872,5.92134755230233 45.2690512119005,5.92128133854237 45.2689808585308,5.92120426943599 45.2689225024715,5.92110940755569 45.2688655124153,5.92103729352775 45.26882865193,5.92015035938025 45.2693383934989,5.9192282039955 45.2684695425672,5.91902200912751 45.2684307763323,5.91887206962281 45.2684184731509,5.91870579815145 45.2684354297819,5.91860243574094 45.2684840822731,5.91706260159285 45.2691730338461,5.91623194912268 45.2695398100475,5.91591528884312 45.2696823273504,5.91558271984579 45.2698378733442,5.91530164652752 45.2699533302087,5.91509099285527 45.2700489288962,5.9149550530317 45.2701335682993,5.91484894365432 45.2702030128799,5.9147745510451 45.2702689271444,5.91471752457704 45.2703497063044,5.91463663594772 45.2706086138389,5.9146633611264 45.270534031139,5.91467410936145 45.2706175482085,5.91472610337019 45.2707333284799,5.91487861851151 45.2709167690866,5.91513754684562 45.271231690336,5.91580708038855 45.2710042831036,5.91568641391234 45.2708686694577,5.91622038427988 45.2706844417432,5.91615714747549 45.2706221171925,5.91650444353988 45.2704797009957,5.91671491269534 45.2707463255295,5.9170477167592 45.2706196035898,5.91850195344731 45.2724378025637,5.91871152051206 45.272394486684,5.9188492491371 45.2723683641288,5.91891023244584 45.2723388391809,5.91895318595066 45.2723061808231,5.91911827809853 45.2724370269189,5.91924613295979 45.2725391106694,5.9196652401505 45.2728660579611,5.92103249599026 45.2720482264801,5.92083478893325 45.2718551619138,5.92065270451757 45.271692324519,5.92062084670263 45.2716688285899,5.92056114284433 45.2716253360845,5.9204095936325 45.2715337844484,5.92028952524122 45.2714585301013,5.92012735644784 45.2713834744369,5.92009328443219 45.2712933585826,5.92008776678023 45.2712124083109,5.92009296524166 45.271092432984,5.92022894804931 45.2709843587777,5.92036393890219 45.2708817166057,5.92072208721642 45.2706056482463,5.92117104106114 45.2702848562573)))",SURFACTI0000000130554375,Zone industrielle,
"MULTIPOLYGON (((5.94682271423656 45.3774614033414,5.94691587032779 45.3774580509443,5.94690406233664 45.3773799678839,5.9468076481258 45.3773942189423,5.94682271423656 45.3774614033414)))",SURFACTI0000002200120962,Culte chrétien,
"MULTIPOLYGON (((6.02316415866967 45.4334645970527,6.02338164062556 45.4333451905547,6.02322836577808 45.4331862219228,6.02300036641121 45.433300505047,6.02316415866967 45.4334645970527)))",SURFACTI0000002200120959,Culte chrétien,
"MULTIPOLYGON (((6.09604879336074 45.4233918914046,6.09621682405499 45.4232610884681,6.09609874583498 45.4231859504636,6.09597971890063 45.4232775512463,6.09594381693731 45.423253310818,6.09589230779647 45.4232934831332,6.09587329230078 45.4232967118566,6.09583786687191 45.4233039984694,6.0958620942388 45.4233483867154,6.09591137418045 45.4233371127845,6.09591340373486 45.423350573966,6.09589982529319 45.4233824892914,6.09589782118048 45.4233924572988,6.09589837251996 45.4234023547154,6.09590403476634 45.4234121109504,6.09591475780022 45.4234208262379,6.09592655807548 45.4234259071681,6.09594086368457 45.4234300177402,6.0959561964092 45.4234295941889,6.09597010103768 45.4234265066363,6.09597761703018 45.4234235955636,6.09601479599152 45.4234018420715,6.09603433738158 45.4233850815509,6.09604879336074 45.4233918914046)))",SURFACTI0000002200120957,Culte chrétien,
"MULTIPOLYGON (((6.01581188422165 45.4257409362154,6.01588153011258 45.4257273477297,6.01592036156822 45.4257118850194,6.01612612481057 45.4256126321881,6.01609207933973 45.4255748004144,6.01609586398653 45.4255737974557,6.01604265938514 45.425513052253,6.0160363679228 45.4255150237813,6.01600772685455 45.425482453245,6.01576082096545 45.4256017362945,6.01572316137473 45.4256387941692,6.01574350063649 45.4256598736606,6.01573475114287 45.4256637135376,6.01578776024209 45.4257208596846,6.01579277390665 45.4257189225528,6.01581188422165 45.4257409362154)))",SURFACTI0000002200120960,Culte chrétien,
"MULTIPOLYGON (((6.03075893302799 45.4387437467288,6.03073101474912 45.4387012475788,6.03067192474866 45.4387208674692,6.03069861395202 45.4387643009825,6.03075893302799 45.4387437467288)))",SURFACTI0000002200120958,Culte chrétien,
"MULTIPOLYGON (((5.72770276814134 45.3858018918234,5.72762446890418 45.3857956896214,5.7276266258792 45.3857875281933,5.72760610429664 45.385786225937,5.72760399145053 45.3857952872792,5.72759500774055 45.3857946050514,5.72759285076061 45.3858027664789,5.72760311155467 45.3858034176087,5.72759105230487 45.3858703844663,5.72758334566724 45.3858696711395,5.72758127694583 45.3858796323961,5.72759026066937 45.385880314625,5.72758938077017 45.3858884449545,5.72760734822051 45.3858898094104,5.7276081839851 45.3858807791662,5.72768648334018 45.3858869813796,5.72769714135196 45.385895731732,5.7277058602779 45.3858910144643,5.72769912178625 45.3858839706441,5.72770136702078 45.3858776090437,5.72776042184464 45.3858824778637,5.7277737579762 45.3858154798876,5.72771091610721 45.3858116042875,5.72772306906291 45.3857986944893,5.72771514176515 45.3857934815988,5.72770276814134 45.3858018918234)))",SURFACTI0000002200120973,Culte chrétien,
"MULTIPOLYGON (((5.98882463016343 45.4657421238549,5.98881530042407 45.4657829223347,5.9888900016572 45.4657908439349,5.98894798206926 45.4657974088505,5.98905233715955 45.4658090456595,5.98928686501387 45.4658361364629,5.9892986066505 45.4657925703292,5.98932432730895 45.4657945881617,5.98932743709966 45.4657809886544,5.98935050334956 45.4657812750081,5.98935850549443 45.4657396107479,5.98933662115978 45.4657374906794,5.9893409128418 45.4657220574553,5.9893151437824 45.465719139809,5.98932319437885 45.4656783753693,5.98885286143106 45.4656242275013,5.98884955782772 45.4656342277241,5.98883984071527 45.465667827663,5.98880825898944 45.4656758780918,5.98879695282279 45.4657275425338,5.98882463016343 45.4657421238549)))",SURFACTI0000002200120969,Culte chrétien,
"MULTIPOLYGON (((5.37800342776744 45.0746235851238,5.3780015146049 45.0745785859068,5.37793800655322 45.0745799414766,5.37793991966472 45.0746249406947,5.37800342776744 45.0746235851238)))",SURFACTI0000000228352442,Site d'escalade,Presles
"MULTIPOLYGON (((5.87883614436622 45.279615040631,5.87881408550724 45.2796327282937,5.87877207138521 45.2796347112074,5.87877114162589 45.2796167144844,5.87853671487121 45.2796245528434,5.87854668200566 45.2797927894065,5.87857089879229 45.2797921658671,5.87857473003098 45.2798416240438,5.87862698735182 45.2798402784916,5.87862656897959 45.2798321799654,5.87865078578244 45.2798315564086,5.87864895337999 45.2798207911927,5.87867954301904 45.2798200035351,5.87868000788554 45.2798290018973,5.87870804839176 45.2798282798704,5.87870846677581 45.2798363783963,5.87876454779421 45.2798349343211,5.87876380398598 45.279820536942,5.87880081295286 45.2798204849862,5.8788417192446 45.2798464626247,5.8788562043963 45.2798550999534,5.87885326398941 45.2798722953041,5.87887307987691 45.2798853005264,5.87888049484512 45.2798806044167,5.8788884676928 45.2798867063403,5.87888360186404 45.2798913368074,5.87890473882581 45.2799052090388,5.8789287232036 45.2799000862411,5.87894330136466 45.2799105232309,5.87900010703275 45.2799478048135,5.87903208356752 45.2799244555109,5.87909021037385 45.2799626040607,5.87908284190568 45.2799682000205,5.87908832013045 45.2800248240461,5.87935711544733 45.2800151983717,5.87935291152152 45.2799585415324,5.87935532117061 45.2799557763706,5.87934739475948 45.2799505743162,5.87939274044835 45.2799142661108,5.879414222144 45.2799101086997,5.8794367924105 45.2799023191128,5.87945412489498 45.2798919613261,5.87947377401388 45.2798770387007,5.87948577570967 45.2798623130427,5.87949826146959 45.2798322573448,5.87946523478389 45.2798105821571,5.879463913717 45.2798097151494,5.87950689608178 45.2797770718986,5.87950812414861 45.2797761392341,5.87947509749232 45.2797544640496,5.879477553626 45.2797525987211,5.87947882819226 45.2797525658928,5.87948369395948 45.2797479353999,5.87930143377836 45.2796291880576,5.87929283730817 45.2796357166931,5.87923607825777 45.2795993350974,5.87923730632521 45.2795984024359,5.87924467472899 45.2795928064663,5.87915087969161 45.2795312486983,5.87911785331931 45.2795095734094,5.87910798228499 45.2795161348547,5.87906042435392 45.2794849224174,5.87903954719403 45.2795007776285,5.87901053053073 45.2794826031819,5.87900911649532 45.2794799364968,5.87900519983116 45.2794782352937,5.87898962615964 45.2794732301519,5.87897428494644 45.279472724188,5.87895917618785 45.2794767174024,5.87895171478924 45.2794805136809,5.8789246042674 45.2794992324901,5.87889818325306 45.2794818922064,5.87890182097451 45.2794781943968,5.87877240473267 45.2793941267575,5.87871702146131 45.2794090683785,5.87871980301377 45.2794135019199,5.87866827043946 45.2794535732893,5.87866180466782 45.2794519377123,5.87864468515782 45.2794911229518,5.87877542248284 45.2795760577563,5.87877906021858 45.2795723599507,5.87880807685314 45.2795905344577,5.8788031645551 45.2795942650849,5.87880712770976 45.2795968661313,5.87883614436622 45.279615040631)))",SURFACTI0000000247518531,Complexe sportif couvert,Gymnase la Marelle
"MULTIPOLYGON (((5.96919846256244 45.2874949228435,5.96922470354238 45.2874843141807,5.96924639335954 45.2875080671433,5.96931515852837 45.2874810109166,5.96929161853422 45.2874464942276,5.96932276640138 45.2874321509371,5.96928859732306 45.2873898068714,5.96925102807801 45.2874034196101,5.96923325827011 45.2873813646939,5.96919441432989 45.2873950112649,5.96921228003572 45.2874188657859,5.96908716090929 45.2874663409796,5.96912964936657 45.2875210791991,5.96919846256244 45.2874949228435)))",SURFACTI0000002200121141,Culte chrétien,
"MULTIPOLYGON (((5.99157993513734 45.2996774785804,5.99163960493908 45.2996236194481,5.99150241891419 45.2995416862304,5.99144132914311 45.2995928800174,5.99157993513734 45.2996774785804)))",SURFACTI0000002200121139,Culte chrétien,
"MULTIPOLYGON (((5.86597687794942 45.2687024212747,5.86610203200262 45.268803731194,5.86623822782235 45.2687227505743,5.86625954251179 45.2687402245222,5.86629420542999 45.2687195130763,5.86627284446046 45.2687011392958,5.86632115465598 45.2686728696701,5.86623457540852 45.2686021067406,5.86623953385554 45.2685992765129,5.86619822520447 45.268565195769,5.86614745895197 45.2685953303725,5.86614882582114 45.268597097375,5.86597687794942 45.2687024212747)))",SURFACTI0000002200121148,Culte chrétien,
"MULTIPOLYGON (((5.91337594671449 45.3062248156945,5.91336149642688 45.3062170826198,5.9133446841144 45.3062130152773,5.91332801300896 45.3062116474112,5.91330756351796 45.3062112790111,5.91328517993072 45.3061983462525,5.91311424058029 45.3063235395637,5.91323980450025 45.3064049680543,5.91325336054363 45.306395604444,5.91328047261672 45.3063768772185,5.91333105951859 45.3063431216963,5.91336058064157 45.306321628544,5.91337049945912 45.3063159638687,5.91340875834718 45.3062906388951,5.91341244259787 45.3062878397706,5.91339652885845 45.3062765406104,5.91339733331762 45.3062675091325,5.91339672141602 45.3062558113908,5.91339365334897 45.3062459797317,5.91338671275796 45.3062353478911,5.91337594671449 45.3062248156945)))",SURFACTI0000002200121150,Culte chrétien,
"MULTIPOLYGON (((5.81375364112312 45.3423587929216,5.81376111538934 45.3423550009493,5.81376334903558 45.3423486376757,5.81377405772391 45.3423582796442,5.81383029664828 45.3423334393229,5.8138060087591 45.3423079204426,5.81381972672422 45.3423012684444,5.81378195065669 45.3422616723887,5.8137869183276 45.3422588444482,5.81371027227226 45.3421832838758,5.81369646334593 45.3421881361136,5.81368830677069 45.3421784299801,5.81365708825288 45.3421927300517,5.81366652085881 45.3422024041089,5.81365398795807 45.3422072242627,5.81353131886853 45.342080561572,5.8134166075368 45.3421366051504,5.81347046890608 45.3421911142615,5.81341318135066 45.342220485845,5.81343632943985 45.3422487365068,5.81355476119149 45.3423673966762,5.81356980072568 45.3423616125045,5.81360880726141 45.3424002766809,5.8136649098372 45.342372736822,5.81367302094845 45.3423815430841,5.81371011703152 45.3423824125395,5.81375364112312 45.3423587929216)))",SURFACTI0000002200121158,Culte chrétien,
"MULTIPOLYGON (((5.95255206360026 45.3579544210712,5.9525479481857 45.3579491231471,5.9525403857994 45.357951124752,5.95254450121339 45.3579564226765,5.95249317501862 45.3579766989651,5.95248910735297 45.3579723008569,5.95248159270623 45.3579752022761,5.95248566037151 45.3579796003845,5.9524431251006 45.35799694157,5.95243905743741 45.35799254346,5.95243031421525 45.3579963783541,5.95243305781974 45.3579999103065,5.95242681948063 45.3580027780617,5.95243093488763 45.3580080759904,5.95243717322713 45.3580052082349,5.95245495892373 45.3580272661047,5.95244493938231 45.3580311346605,5.95244149239141 45.3580384341868,5.95244428374296 45.3580428659571,5.95243554051326 45.3580467008516,5.95244102772821 45.3580537647561,5.95244977095864 45.3580499298611,5.95249631685776 45.3581081733982,5.95248629730465 45.3581120419577,5.95249178453247 45.3581191058598,5.95250180408647 45.3581152372998,5.952504643192 45.3581205688868,5.95251750185221 45.3581220319123,5.95252752140495 45.35811816335,5.95254403085609 45.3581402548674,5.95253779250696 45.3581431226289,5.9525419079349 45.3581484205536,5.95254942260188 45.3581455191303,5.9525535380311 45.3581508170546,5.95256228126903 45.3581469821507,5.95255811809305 45.3581407844087,5.95260070118492 45.3581243429972,5.95260481661746 45.3581296409196,5.95261355984853 45.3581258060117,5.95260949216246 45.3581214079078,5.95264574138954 45.3581060346083,5.95264990457268 45.358112232347,5.95265992411445 45.3581083637729,5.95265580867825 45.3581030658526,5.95269333419665 45.3580876588749,5.95269744963529 45.3580929567939,5.95270624060277 45.3580900216969,5.95270212516351 45.3580847237783,5.95274220328794 45.3580692494578,5.95274627098068 45.3580736475568,5.95275506194254 45.358070712456,5.95275094650006 45.3580654145392,5.95278974828188 45.3580499738656,5.95279258741166 45.3580553054452,5.95280137836818 45.3580523703407,5.95279726292265 45.3580470724257,5.95283984587222 45.3580306309236,5.95284396132059 45.3580359288371,5.95285275227134 45.3580329937286,5.95284858907154 45.3580267959975,5.9528924005531 45.3580094209925,5.95289656375647 45.358015618722,5.95290530694953 45.3580117837915,5.95290119149711 45.3580064858803,5.95290993468842 45.3580026509494,5.95290577148453 45.3579964532204,5.95289575197998 45.3580003218164,5.95287247885438 45.3579712001337,5.95289747985255 45.3579606288292,5.95290925318001 45.357965724747,5.95291416742526 45.3579619908126,5.95290494672398 45.3579568275642,5.9529149532339 45.3579286302167,5.95292634454033 45.3579265275891,5.95292345765239 45.3579202961951,5.95291079003498 45.357922432488,5.95289295643985 45.357899474873,5.95290264166547 45.3578893075515,5.95289474504 45.3578850104547,5.95288505981368 45.3578951777755,5.95285395082886 45.3578869875597,5.9528471395161 45.3578790575226,5.95283957715007 45.3578810591477,5.9528189999754 45.3578545695788,5.95282405746766 45.3578535351024,5.95281994203467 45.3578482371883,5.95281493229292 45.3578501714826,5.95281086461109 45.3578457733862,5.95280462630871 45.3578486411624,5.95280869399026 45.357853039259,5.95277986409096 45.357863711536,5.95277707272168 45.3578592797743,5.95276828179437 45.3578622148767,5.95277239722348 45.3578675127927,5.95273354781519 45.3578820536418,5.95273075644867 45.3578776218789,5.95272196551603 45.3578805569777,5.95272603319338 45.3578849550773,5.95268222175785 45.3579023300168,5.95267815408269 45.3578979319156,5.95267063945584 45.3579008333474,5.95267470713062 45.3579052314489,5.95263467685277 45.3579216055629,5.95263056143277 45.3579163076418,5.95262177048873 45.3579192427328,5.95262593365523 45.3579254404723,5.95258585560202 45.3579409147508,5.95258174018524 45.3579356168279,5.95257422554828 45.3579385182532,5.95257961727738 45.3579437825145,5.95255206360026 45.3579544210712)))",SURFACTI0000002200121153,Culte chrétien,
"MULTIPOLYGON (((5.97970847789743 45.3429742797245,5.97969713883344 45.3429772848745,5.97970267619323 45.3429852472284,5.97964872543999 45.3430038042404,5.9796515663741 45.3430091351248,5.97967508810706 45.3430427501856,5.97967792904568 45.3430480810694,5.97973452808587 45.3430312557091,5.97973869315672 45.3430374524242,5.97974875627613 45.3430344812413,5.97976722243001 45.3430691319725,5.98008095982151 45.3429625599893,5.98006126573337 45.3429288430894,5.98007623991225 45.3429221367614,5.98008596574694 45.3429128669206,5.98008935999947 45.3429046667594,5.98009010599249 45.3428947349407,5.98008839643931 45.3428866706805,5.98008143854973 45.3428760429092,5.98006956957137 45.3428691502535,5.9800552450499 45.3428641251542,5.98003988546653 45.3428636330476,5.9800197111426 45.3428686756606,5.98000025800736 45.3428394577704,5.97977920741401 45.3429111227091,5.97968628029726 45.3429415305045,5.97970847789743 45.3429742797245)))",SURFACTI0000002200121152,Culte chrétien,
"MULTIPOLYGON (((5.67378661324155 45.2709465804599,5.6737558961637 45.2709446123255,5.67373608450718 45.2710369830295,5.67389120369776 45.2710521926597,5.67389530862789 45.2710313726329,5.67395555475781 45.2710371391363,5.67397028890215 45.270971918326,5.67392155635479 45.2709667773766,5.67392244226591 45.2709586476403,5.67385832960516 45.2709520726575,5.67378661324155 45.2709465804599)))",SURFACTI0000002200121156,Culte chrétien,
"MULTIPOLYGON (((5.69977463067685 45.262189896756,5.69977919442439 45.262205102802,5.69989977039107 45.2621922796476,5.69989494509037 45.2621716741762,5.69992790167846 45.2621672742277,5.6999520255706 45.2621648895562,5.69996336320661 45.2621619127996,5.69997325222234 45.2621553672044,5.69998054911492 45.2621479832685,5.69998525388506 45.2621397609926,5.69998617944448 45.2621325309697,5.69998451288387 45.2621244626073,5.69998038496909 45.2621182556201,5.69997498278978 45.2621120794154,5.69996707566905 45.2621068646804,5.69995675078283 45.2621044112248,5.69994646948518 45.2621028576732,5.69993236539243 45.2621013964671,5.69992582994966 45.2620718227291,5.69982942169682 45.2620831611713,5.6997304648744 45.2620945610901,5.69973269799213 45.2621143282228,5.69966933337426 45.2621230664367,5.69966981278961 45.2621329653933,5.69960895309111 45.2621407421097,5.69962145709122 45.262188190856,5.69967598908724 45.262181467934,5.6996820014086 45.2622002428253,5.69977463067685 45.262189896756)))",SURFACTI0000002200121157,Culte chrétien,
"MULTIPOLYGON (((5.869214434355 45.1854786876657,5.86890514257381 45.1855343919482,5.86891407212744 45.1855593907328,5.86888126664365 45.1855656400526,5.86890523295833 45.1856353028906,5.86893549363221 45.1856291189788,5.86894706056668 45.185655851991,5.86917806405216 45.1856138733483,5.86916908811669 45.1855879747622,5.86924860317567 45.1855733164778,5.86924554951265 45.1855634838547,5.86929603009467 45.1855540769992,5.86928108555058 45.1855112126458,5.86923051249304 45.1855188198499,5.869214434355 45.1854786876657)))",SURFACTI0000002200121268,Culte chrétien,
"MULTIPOLYGON (((5.92110268525708 45.2380372920724,5.92115613062019 45.2379863371579,5.92113443339902 45.2379616753012,5.92116910395019 45.2379418467914,5.92118117989175 45.237928916408,5.92116934140634 45.2378976894561,5.92115075702391 45.2378837587262,5.92104655872273 45.2378909885731,5.92081641474098 45.2379528708304,5.92085801483116 45.2380409864326,5.9210679231408 45.2379823363549,5.92110268525708 45.2380372920724)))",SURFACTI0000002200121269,Culte chrétien,
"MULTIPOLYGON (((6.05295085466205 45.1410875166189,6.05295172523659 45.1410568560372,6.05296062432298 45.1410566124083,6.05296017441709 45.1410250868965,6.05299581991963 45.1410250121085,6.05299300946316 45.1409502993423,6.05295472306285 45.1409486442686,6.05295427316115 45.1409171187576,6.05288674700233 45.1409162641511,6.05288865030439 45.1409044979958,6.0528732964172 45.140903116166,6.05287139311196 45.140914882321,6.05282425685033 45.1409143705588,6.05282366675114 45.1409035737444,6.05280826369114 45.1409012921711,6.05280768084182 45.1409139232571,6.0527618158765 45.1409133766661,6.05276117661547 45.1409016801168,6.05274714320052 45.1409011632023,6.0527465111637 45.1409128945534,6.05269810360996 45.1409124175397,6.05269771022674 45.140905219663,6.05263918149364 45.1409059207672,6.05264198429765 45.1409572056407,6.05263308522569 45.1409574492442,6.05263417418184 45.1410006713071,6.05264434455764 45.141000392903,6.05264460477485 45.1410517473787,6.05275031921028 45.1410524578195,6.05275090929687 45.1410632546347,6.05276489357844 45.1410628718142,6.05276689525942 45.1410529051297,6.05280762597221 45.1410526911939,6.05280826524469 45.1410643877434,6.05282611259616 45.1410648002424,6.05282806509117 45.1410539338223,6.05287896618876 45.1410534414387,6.05287941604907 45.141084966951,6.05295085466205 45.1410875166189)))",SURFACTI0000002200121266,Culte chrétien,
"MULTIPOLYGON (((6.0743381429164 45.1576261001096,6.0743101515684 45.1574646746873,6.07425063130984 45.1574708205501,6.07425107712113 45.1574789181072,6.07418143310539 45.1574862440365,6.0741841412362 45.1575123011198,6.07403228508233 45.1575300024823,6.07404320025984 45.1576126022984,6.07419921835515 45.1576010938821,6.07420598915535 45.1576315444696,6.07426560865996 45.1576271980875,6.07426732613665 45.1576352605977,6.0743381429164 45.1576261001096)))",SURFACTI0000002200121264,Culte chrétien,
