WKT,ID,NATURE,TOPONYME
"MULTILINESTRING ((6.01095224127319 44.8780055431493,6.01083297234472 44.8778610147684))",CONSLINE0000000007531154,Barrage,
"MULTILINESTRING ((5.58865629862013 44.9605711118994,5.58868430836299 44.9606281140262,5.5886955704707 44.9606521747082,5.58871290011321 44.9606977144767,5.58871423028655 44.9607265106591))",CONSLINE0000000007530956,Barrage,
"MULTILINESTRING ((5.35964772694308 45.0664446233501,5.35965837681284 45.0663957549338,5.359669026664 45.0663468865172,5.3596620450701 45.0662416416471,5.35966177933221 45.0662353417264,5.35964789918017 45.0661473580585,5.35963747011377 45.0660809203135))",CONSLINE0000000007530605,Barrage,
"MULTILINESTRING ((5.43610583282279 45.0657238475521,5.43601246993607 45.0656231960127,5.43597114265695 45.0655790588599,5.43588670892443 45.0654791127738))",CONSLINE0000000007530591,Barrage,
"MULTILINESTRING ((5.72192215778456 45.0924020822684,5.72194344769811 45.0923952556981,5.72197376164507 45.0923647844614,5.72200135954738 45.0923307758345,5.72201634119141 45.0922988772511,5.72202895729296 45.0922706401783,5.72203509003322 45.0922398586832,5.72203596599391 45.0922056018725,5.7220267227104 45.0921724931859,5.72200157782566 45.0921523859852,5.72167211193574 45.0915766298338))",CONSLINE0000000007530204,Barrage,
"MULTILINESTRING ((6.08346746864414 45.3197025325566,6.08333635611204 45.3197106520244,6.08330780965651 45.3196564699999))",CONSLINE0000000007527540,Barrage,
"MULTILINESTRING ((5.98273130380719 45.3710546288356,5.98277268171902 45.3710156807376,5.98279777553084 45.370959144558,5.98282093943484 45.3708666160878,5.9828518553837 45.370727925397,5.98286107315523 45.3706375706113,5.98286725917816 45.3705860435586,5.98287165613296 45.3704534658566,5.98287306961128 45.3703606156955,5.98287328083893 45.3702930281468,5.98287330300131 45.370269599157,5.98287414143508 45.3702137091005,5.98289118542286 45.3701024207089))",CONSLINE0000000007526944,Barrage,
"MULTILINESTRING ((5.78279557100043 45.2579371703379,5.78281272262724 45.2578718719678))",CONSLINE0000002207127330,Pont,
"MULTILINESTRING ((5.67248544367897 45.3339381893245,5.67243315702818 45.3338601534952,5.67255817728113 45.3338301391424,5.67260021349126 45.3339075187534,5.67248544367897 45.3339381893245))",CONSLINE0000002207127462,Ruines,
"MULTILINESTRING ((5.67257845114363 45.3336404534451,5.6724398513639 45.3336536738802,5.67243477083716 45.3336276673758,5.67256707737333 45.3336163991563,5.67265868414455 45.3336088056653,5.6726625118935 45.3336087142502,5.67266259829903 45.333610514106,5.67266746291628 45.3336320209605,5.67257845114363 45.3336404534451))",CONSLINE0000002207127463,Ruines,
"MULTILINESTRING ((5.67257845114363 45.3336404534451,5.67258515326875 45.3336736288959,5.6724451046926 45.3336832800966,5.6724398513639 45.3336536738802))",CONSLINE0000002207127464,Ruines,
"MULTILINESTRING ((5.67243477083716 45.3336276673758,5.67242597211142 45.3335774237534,5.67243741215381 45.3335762496036,5.67253025159155 45.3335677258207,5.67255823532897 45.3335652556165,5.67256007285827 45.3335769242092,5.67256707737333 45.3336163991563))",CONSLINE0000002207127465,Ruines,
"MULTILINESTRING ((5.72457457101021 45.3064907092392,5.72463068677412 45.306567727211,5.72477122761304 45.3065174530083,5.72470130251931 45.3064191480801,5.72457457101021 45.3064907092392))",CONSLINE0000000007527946,Ruines,
"MULTILINESTRING ((5.7521076947272 45.2992106297548,5.7520378743958 45.2992961394638,5.75204009729439 45.2993411340187,5.75204558170411 45.2994004640791))",CONSLINE0000002207127569,Pont,
"MULTILINESTRING ((5.74908780757791 45.3706730262466,5.7490573629209 45.3706260208843,5.74902193203208 45.3705557120409,5.74901324898969 45.3705352023055))",CONSLINE0000002101754905,Pont,Pont de la Perelle
"MULTILINESTRING ((5.75961167646811 45.351599531182,5.75950427273007 45.3515724459488))",CONSLINE0000002207127630,Pont,
"MULTILINESTRING ((5.75975863605071 45.3516769979588,5.75967018003121 45.3516197128631))",CONSLINE0000002207127631,Pont,
"MULTILINESTRING ((5.75986130100286 45.351788893489,5.75985632074187 45.351714233536))",CONSLINE0000002207127632,Pont,
"MULTILINESTRING ((5.76061492786357 45.3513963971818,5.7606675574806 45.3513239205016))",CONSLINE0000002207127633,Pont,
"MULTILINESTRING ((5.76917299890895 45.3497605374343,5.76924157910713 45.3498804758986))",CONSLINE0000002207127634,Pont,
"MULTILINESTRING ((5.74615889655614 45.3679977601201,5.74612075144213 45.3679500419335,5.74624192258053 45.3678930106108,5.74627465017235 45.3679345546676,5.74618622805095 45.3679817729293))",CONSLINE0000002207127635,Ruines,
"MULTILINESTRING ((5.80638499748492 45.3368773236627,5.80653870280582 45.3368599539419,5.80661617070313 45.3368508030654))",CONSLINE0000000007527355,Pont,
"MULTILINESTRING ((5.85207248122302 45.3306936328715,5.85191547200379 45.3306958325601,5.8518171932907 45.3306974362818))",CONSLINE0000002207127691,Pont,
"MULTILINESTRING ((5.80693098042856 45.3350372770526,5.806850878067 45.3350194638933))",CONSLINE0000002207127692,Pont,
"MULTILINESTRING ((5.8099197200917 45.3012383125176,5.81008827994591 45.3011124412837))",CONSLINE0000002207127693,Pont,
"MULTILINESTRING ((5.94043545735005 45.2853671495035,5.94050907021646 45.2854075633192,5.94054679517413 45.2854209881006))",CONSLINE0000002207127773,Pont,
"MULTILINESTRING ((5.79255701556479 45.3645328344039,5.79254388866501 45.364525953702,5.79242401852746 45.3644550602981,5.79230435647557 45.3642354946367,5.79215843309595 45.3639255815902,5.79212930172149 45.3638289987878,5.79200732204245 45.3634103671349,5.7917725631781 45.3634441522639,5.79166453007492 45.3632269991493))",CONSLINE0000000007527107,Mur,
"MULTILINESTRING ((5.79853696035288 45.3441413775865,5.79867142889613 45.3441983831068,5.79868450651334 45.3442043631864,5.7988376551189 45.3442771196312))",CONSLINE0000000007527290,Pont,Pont de Valombre
"MULTILINESTRING ((5.80097608612488 45.343862319954,5.80093980436379 45.3438776440992,5.80084531282626 45.343929564359,5.80082315844409 45.3439463369647,5.80070167134443 45.3440457852502))",CONSLINE0000000007527361,Pont,
"MULTILINESTRING ((5.78770655235233 45.3612956398842,5.78735251802582 45.3608872870434))",CONSLINE0000002207127845,Tunnel,
"MULTILINESTRING ((5.82390712551861 45.3548480300921,5.82389532354679 45.3548924779349,5.82390691083941 45.3549949022853))",CONSLINE0000002207127846,Pont,
"MULTILINESTRING ((5.91659412267386 45.3560973898083,5.91691916906675 45.3559348391728,5.91700426126061 45.3558758550403,5.91702109693843 45.3558069356395,5.91705003502744 45.3557250860085,5.91716084372674 45.3556447072056,5.91725949737439 45.3556250161981,5.91740569849243 45.3556590507697,5.9175081759477 45.3556879172453,5.91762209531222 45.3556912556811,5.91770864659376 45.3556844945678,5.91775053037229 45.3556545689272,5.91780035724225 45.3556055139307,5.91784157801017 45.3555873193441,5.91787754975801 45.355590887053,5.91793408123919 45.3556209507193,5.91799954447627 45.3556751102257,5.91805555480986 45.3557196044174,5.91821731018504 45.355733409127,5.91830820726612 45.355760774638,5.91845955756821 45.3558442320683,5.91862703009474 45.3558939296567))",CONSLINE0000002207127966,Sport de montagne,
"MULTILINESTRING ((5.9849136267456 45.2543809169655,5.98491500696211 45.2542637405214,5.98499365277047 45.2542553321476,5.98500054260756 45.2543840016352,5.98491901151541 45.2543861795668))",CONSLINE0000000332253583,Ruines,
"MULTILINESTRING ((5.99587163612204 45.2446119320182,5.99587689419508 45.2445198812093))",CONSLINE0000002207127419,Pont,
"MULTILINESTRING ((5.79231805724136 44.8901292450581,5.79212059713896 44.8901342106616,5.79212823320419 44.8902367222152,5.79232203068945 44.8902345514414,5.79231805724136 44.8901292450581))",CONSLINE0000002206018330,Ruines,
"MULTILINESTRING ((5.96500114251137 44.9322545731356,5.96503961693137 44.9322625563516,5.9650565337975 44.932174708683,5.96500525051148 44.9321643643076,5.96499499295004 44.932186261842,5.96495013791783 44.9321775478858,5.96495425273909 44.9321594182422,5.96488645588259 44.9321486134817,5.96486651163765 44.9322032051956,5.96492694675552 44.9322187113753,5.96492161288405 44.9322377745396,5.96500114251137 44.9322545731356))",CONSLINE0000002206018391,Ruines,
"MULTILINESTRING ((6.13420112380427 45.0606830750987,6.13413567756506 45.0606723017426,6.1341409156113 45.0606523301359,6.13420748001039 45.0606603687191,6.13420112380427 45.0606830750987))",CONSLINE0000002206018445,Ruines,
"MULTILINESTRING ((6.14797080723745 45.0878397438579,6.1479247208613 45.087902321669,6.14787050401923 45.0879786458629,6.14776138988622 45.0879384755058,6.14778506820854 45.0879071686939,6.14773569265172 45.0878887393137,6.14771201430957 45.0879200461149,6.14757821266428 45.0878706608756,6.14763029497014 45.0878016060338,6.14760814731514 45.0877923195482,6.14767369326034 45.0877138731795,6.14791995901953 45.087817751725,6.14797080723745 45.0878397438579))",CONSLINE0000002206018458,Ruines,
"MULTILINESTRING ((5.89268100154417 44.9760495445457,5.89272039168239 44.9760503217998,5.89271013107723 44.9760974393163,5.89270914218374 44.9761028708795,5.892706268422 44.9761209650978,5.8927033946584 44.9761390593162,5.89266921445306 44.9761408494445,5.89266714373775 44.9761499130414,5.89265668397577 44.976217758113,5.89265588091184 44.9762267887338,5.89264843428959 44.9762792388816,5.89261791759351 44.9762782307728,5.89258866855594 44.9762771896802,5.89257721318111 44.9762765866931,5.89258932565745 44.9761915801519,5.89259507326183 44.9761553917205,5.89259875013322 44.9761282668848,5.89263048794262 44.9761283422586,5.89263421125387 44.9761021171864,5.89263600322 44.9760876550037,5.89266520570028 44.9760877963193,5.89267070769759 44.9760714356786,5.89268100154417 44.9760495445457))",CONSLINE0000002206018460,Ruines,
"MULTILINESTRING ((5.8073292903154 44.7625342984137,5.80733703697038 44.7625881547151,5.80726261619568 44.7625918422679,5.80725522894676 44.7625451838692,5.8073292903154 44.7625342984137))",CONSLINE0000002206018462,Ruines,
"MULTILINESTRING ((6.03992266557182 45.0348647597908,6.03999425196106 45.0347555796243,6.04019687783026 45.0346725550198,6.04042293377854 45.034646557294,6.04066558284565 45.0346219079212,6.04102155388429 45.0346013704206,6.04140641322565 45.0345512087776,6.04188218349764 45.0344201698543))",CONSLINE0000002150238550,Tunnel,Tunnel de la Gardette
"MULTILINESTRING ((5.96731028333563 45.2440144474259,5.96718977045291 45.2439789023873))",CONSLINE0000002009798698,Pont,
"MULTILINESTRING ((5.98028249584516 45.1312485745534,5.98019421261584 45.1312401216906,5.98017977673467 45.1313035808256,5.98026287958061 45.1313103700749,5.98037032575006 45.1313201127588,5.98037967693992 45.1312567895073,5.98028249584516 45.1312485745534))",CONSLINE0000002206129281,Ruines,
"MULTILINESTRING ((6.10603660618942 45.1703528995877,6.10592441440785 45.1704200016784,6.10587931662649 45.1703879160047,6.10589906687456 45.1703765528791,6.10599649600626 45.1703188728909,6.10603660618942 45.1703528995877))",CONSLINE0000002206128817,Ruines,
"MULTILINESTRING ((6.10604102040089 45.1704780310787,6.10599571084068 45.1705108313091,6.10591242538686 45.1704563798497,6.10596130046692 45.1704189748431,6.10604102040089 45.1704780310787))",CONSLINE0000002206128818,Ruines,
"MULTILINESTRING ((6.05989045398321 45.1547884478077,6.05982731737115 45.1547982895616,6.05978183533307 45.1548049437298,6.05976027596239 45.1547136242849,6.05981104154462 45.1547104295339,6.05989085681735 45.1547028335114,6.05989045398321 45.1547884478077))",CONSLINE0000002206128840,Ruines,
"MULTILINESTRING ((6.00224406361803 45.3070752889787,6.00235856769909 45.3070911382316,6.00237778477951 45.3070212384026,6.00226328083663 45.3070053891696,6.00224406361803 45.3070752889787))",CONSLINE0000002206129308,Ruines,
"MULTILINESTRING ((5.82280544454362 45.103546315806,5.82298436953347 45.1035372789874,5.82296720838808 45.1034241908319,5.82279368416504 45.1034393976658,5.82280544454362 45.103546315806))",CONSLINE0000002206129311,Ruines,
"MULTILINESTRING ((5.96288021265543 45.2374326271534,5.96292217881628 45.2374783692486,5.96283881107846 45.2375175239188,5.96279561921399 45.2374727153624,5.96288021265543 45.2374326271534))",CONSLINE0000002206129320,Ruines,
"MULTILINESTRING ((5.77409495563584 44.874136509694,5.77402833729854 44.874198534614,5.77406419368921 44.8742318726203,5.77398567289324 44.8742581590928,5.77389522147427 44.8741712306612,5.77407685541817 44.8740522777425,5.77412141613374 44.874107920617,5.77408456543179 44.8741313639746,5.77409495563584 44.874136509694))",CONSLINE0000002206130387,Ruines,
"MULTILINESTRING ((5.77356378387227 44.8752840118823,5.77358407547074 44.8752844057773,5.77357715355778 44.8753494433024,5.77355044576597 44.8753474079242,5.7735047562694 44.8753458468021,5.7734443705284 44.8753545627073,5.773435395803 44.8752755080167,5.77354213789471 44.8752818500298,5.77356378387227 44.8752840118823))",CONSLINE0000002206130388,Ruines,
"MULTILINESTRING ((5.77447514967094 44.8755224972148,5.77442807655976 44.8754416920907,5.77449425569785 44.8754220200814,5.77454259433787 44.8755027935477,5.77447514967094 44.8755224972148))",CONSLINE0000002206130389,Ruines,
"MULTILINESTRING ((5.77043204519504 44.8740324946671,5.77048668122965 44.8740869865536,5.77042116849942 44.8741201529675,5.770413575972 44.8741203424607,5.77040846987132 44.8741195690024,5.7703578522152 44.8740694812662,5.77043204519504 44.8740324946671))",CONSLINE0000002206130390,Ruines,
"MULTILINESTRING ((6.15990455467168 45.0050974385392,6.15970021475214 45.0047851552928,6.15960139367881 45.0046320722869,6.15950130501435 45.0044790252166))",CONSLINE0000000330764999,Barrage,
"MULTILINESTRING ((6.15990455467168 45.0050974385392,6.15970021475214 45.0047851552928,6.15960139367881 45.0046320722869,6.15950130501435 45.0044790252166))",CONSLINE0000000007521428,Mur de soutènement,
"MULTILINESTRING ((5.8054747901962 45.3402113679613,5.80561921948671 45.3403392954112))",CONSLINE0000000007527362,Pont,Pont de la Dame
"MULTILINESTRING ((5.67918013524076 44.7307779845686,5.67906295909305 44.7314753486612,5.67891629771569 44.7317923808849,5.67879284098798 44.731986340577))",CONSLINE0000002150245359,Tunnel,Tunnel de la Croix Haute
"MULTILINESTRING ((5.70775138133922 45.0459057399582,5.70849278133591 45.0459949160244,5.70881373828819 45.0460357573984,5.70908081695059 45.0460661968939,5.70925269516863 45.0460989522965,5.7093913963624 45.046128911112,5.70950523369474 45.0461702858214,5.70959749232103 45.0462121855585,5.70968865604378 45.0462577155349,5.70975456369595 45.046306562857,5.70982493318627 45.0463688152984,5.70988654811912 45.046433983522,5.70996299768203 45.0465168089862,5.71001051930272 45.0465796174188,5.71005501744794 45.0466587159244,5.71008761209112 45.046728194067,5.71011162638931 45.0468041874682,5.71012220622631 45.0468651922843,5.71012499014964 45.0469489097735,5.71011569605127 45.0470194074966,5.71010342736392 45.0470809684544,5.71008135238411 45.0471499754291,5.71004259576192 45.0472419113413,5.71000148008985 45.047311381738,5.70996378019778 45.0473726607322,5.70992441862189 45.0474258719047,5.70986264403611 45.047488637714,5.70980520597059 45.047535982364,5.70972513691854 45.0475883823268,5.70965601277356 45.0476306057929,5.70957922867659 45.0476721147035,5.70950721696343 45.0477072010092,5.70943494372029 45.0477368881309,5.70935995735023 45.0477630375566,5.70927604166885 45.0477885032852,5.70920057589013 45.0478047541838,5.70911228554001 45.0478186143144,5.70904027928507 45.0478275735973))",CONSLINE0000002150245483,Tunnel,
"MULTILINESTRING ((5.67864437479907 44.7322124336734,5.67766404182475 44.7331486702404,5.67666405364335 44.7339115153049,5.67558014589283 44.7349565322234,5.67489112712327 44.7359613724701,5.67474615999832 44.7365008594194,5.67474988080075 44.7366322886709,5.67475993107434 44.7370031821086,5.67476136372168 44.7370598989169,5.67476425084162 44.7371472083431,5.67483941266466 44.7374255467503,5.67491528005591 44.7377984538255))",CONSLINE0000002150245360,Tunnel,Tunnel du Bois Noir
"MULTILINESTRING ((5.6240459195969 45.2537958360829,5.62418810900701 45.2538087139739))",CONSLINE0000000007528659,Pont,
"MULTILINESTRING ((5.77341218090055 45.2066937503617,5.77343708279347 45.206707547444,5.77346470953701 45.2067248807435))",CONSLINE0000002206182845,Pont,
"MULTILINESTRING ((5.94551453647162 45.2950280127143,5.94554042437959 45.2950588680504))",CONSLINE0000002206182858,Pont,
"MULTILINESTRING ((5.74187658360566 45.2008820551205,5.74192499591342 45.2008817671181,5.74195128347789 45.2008721118802,5.74198581767878 45.2008487396563,5.74202784677174 45.2007963525319,5.74210447925778 45.2006701375056,5.74218447814593 45.2005087021839,5.7422971375943 45.2003635828598,5.7424485907916 45.2002039960317,5.74260938541179 45.2000270612064,5.74277092108087 45.19983929637,5.74292788527614 45.1996363272258,5.74306655237591 45.199450024742,5.74320537542518 45.1992150662347,5.74331471179579 45.199002455221,5.74343026845648 45.1987608604166,5.74351493341978 45.1985389448615,5.74357626558231 45.1983608488738,5.74362060876995 45.1981741607379,5.74367196893245 45.197974686652,5.74370981489993 45.1977854552702,5.7437508831741 45.1975321763141,5.74377272692538 45.1972766669517,5.74377644945964 45.1971450348823,5.74376783842456 45.1967884652453,5.7437494303679 45.1965177278843,5.74370061268557 45.1961468301162,5.74368362792275 45.1960346272293,5.74366742931092 45.1959124944347,5.74343220084131 45.1951452496953,5.74329358941156 45.1947621432415,5.74305788562332 45.1942183484024,5.74271347818442 45.1934330634739))",CONSLINE0000000007519231,Mur de soutènement,
"MULTILINESTRING ((5.88797148852747 45.3054933451323,5.88795066620655 45.3054857734038,5.88793107238356 45.3054772689098))",CONSLINE0000002206182912,Pont,
"MULTILINESTRING ((5.70237691433046 45.3749471973627,5.70250209665722 45.3750504919949))",CONSLINE0000000007527054,Pont,
"MULTILINESTRING ((5.66731125125884 45.208160628366,5.66735536651577 45.2079370435808))",CONSLINE0000002206224261,Mur,
"MULTILINESTRING ((5.95070383560513 45.4102784377379,5.95064779197341 45.4102348593021))",CONSLINE0000002206211316,Pont,
"MULTILINESTRING ((5.95270234555919 45.4117522317036,5.95264379157678 45.4117096214087))",CONSLINE0000002206211317,Pont,
"MULTILINESTRING ((5.63100446517214 45.0600680255965,5.63093928704995 45.0600875831137,5.63078755729189 45.0601317073589))",CONSLINE0000000007530580,Barrage,
"MULTILINESTRING ((5.66301056168328 45.3391346291937,5.66301874666229 45.3390920894712,5.66303063061351 45.3390467588651))",CONSLINE0000000007527451,Pont,
"MULTILINESTRING ((6.15227090014325 45.0447145506055,6.15217577040526 45.0447406729877,6.15168636353713 45.0448752775678,6.15140355902276 45.0449769984368,6.15112075348061 45.0450787185906,6.15083794691068 45.045180438029,6.14942394928817 45.0456899241613,6.14849519156531 45.0460586139224))",CONSLINE0000002150242129,Tunnel,
"MULTILINESTRING ((5.95625369395501 45.3654167899448,5.95618199545077 45.3652943339739,5.95617210388107 45.3652765735401))",CONSLINE0000000007527041,Pont,Pont de Bresson
