WKT,ID,CLASSE,NATURE,GRAPHIE
"MULTIPOINT ((5.68584787968072 44.9274112818591))",PAIE_NAT0000000007452212,Lieu-dit non habité,Lieu-dit non habité,le fayen
"MULTIPOINT ((5.96590444532428 45.2850845810728))",PAIE_NAT0000000007449976,Lieu-dit non habité,Lieu-dit non habité,charpy
"MULTIPOINT ((5.63310560042595 45.2091715694905))",PAIE_NAT0000000007450669,Lieu-dit non habité,Bois,la grande rivoire
"MULTIPOINT ((5.55854186211958 45.2328309027899))",PAIE_NAT0000000007450591,Lieu-dit non habité,Lieu-dit non habité,la clé
"MULTIPOINT ((6.0092488601414 45.2999972856818))",PAIHABIT0000000007542848,Zone d'habitation,Lieu-dit habité,granges du replat
"MULTIPOINT ((6.0092488601414 45.2999972856818))",PAIHABIT0000000007542848,Zone d'habitation,Lieu-dit habité,le replat
"MULTIPOINT ((6.00546187958203 44.8810897743209))",PAIE_NAT0000000007452341,Lieu-dit non habité,Lieu-dit non habité,côte longe
"MULTIPOINT ((5.78011522814883 45.1413696117604))",PAIHABIT0000000007545684,Zone d'habitation,Lieu-dit habité,vie d'herbeys
"MULTIPOINT ((5.7713510015078 45.1711745468346))",PAIHABIT0000000007545237,Zone d'habitation,Lieu-dit habité,le bernard
"MULTIPOINT ((6.07029310174797 45.0908229518339))",PAIHABIT0000000206282799,Zone d'habitation,Quartier,le yetis
"MULTIPOINT ((5.87935290547828 45.0690116026869))",PAIHABIT0000000007546744,Zone d'habitation,Lieu-dit habité,lovarant
"MULTIPOINT ((5.54556262505411 45.2450183221931))",PAIE_NAT0000000007450523,Lieu-dit non habité,Lieu-dit non habité,prés de la grange
"MULTIPOINT ((6.07965418060363 45.1581814133155))",PAIHABIT0000000321300263,Zone d'habitation,Quartier,résidence les balcons de vaujany
"MULTIPOINT ((6.1272621261106 45.0173473679634))",PAIHABIT0000000331630237,Zone d'habitation,Quartier,les amaillis
"MULTIPOINT ((5.81111974671175 44.8644121522929))",PAIE_NAT0000000007452547,Lieu-dit non habité,Lieu-dit non habité,les jouberts
"MULTIPOINT ((5.51686924447167 45.2204723982324))",PAIOROGR0000000007454725,Détail orographique,Sommet,le cuchet
"MULTIPOINT ((5.91861016830903 44.8179234346831))",PAIHABIT0000000007548296,Zone d'habitation,Lieu-dit habité,les chapoux
"MULTIPOINT ((5.27457413547274 45.066253267498))",PAIE_NAT0000000007451482,Lieu-dit non habité,Lieu-dit non habité,grande vigne
"MULTIPOINT ((5.47590958925414 45.0434703896964))",PAIOROGR0000000273289121,Détail orographique,Col,col d'herbouilly
"MULTIPOINT ((6.01115020363864 45.3991744703994))",PAIHABIT0000000007540506,Zone d'habitation,Lieu-dit habité,le maupas
"MULTIPOINT ((6.01115020363864 45.3991744703994))",PAIHABIT0000000007540506,Zone d'habitation,Lieu-dit habité,maupas
"MULTIPOINT ((6.01115020363864 45.3991744703994))",PAIHABIT0000000007540506,Zone d'habitation,Lieu-dit habité,le maupas de tossus
"MULTIPOINT ((5.92382043248643 45.2937132330657))",PAIE_NAT0000000007449983,Lieu-dit non habité,Lieu-dit non habité,l'île de la vache
"MULTIPOINT ((5.57424157410585 44.8248228061087))",PAIHABIT0000000007548355,Zone d'habitation,Lieu-dit habité,ruthière
"MULTIPOINT ((5.97569529819607 45.2738862823157))",PAIHABIT0000000007543534,Zone d'habitation,Lieu-dit habité,villard bernard
"MULTIPOINT ((5.38542917141057 45.0746828282455))",PAIOROGR0000000007455634,Détail orographique,Grotte,grotte de jallifiers
"MULTIPOINT ((5.81917154546469 44.8101851925626))",PAIOROGR0000000007457196,Détail orographique,Vallée,combe du beau gachet
"MULTIPOINT ((5.83520102664273 45.1022252761824))",PAIHABIT0000000007546314,Zone d'habitation,Ruines,champ lavy
"MULTIPOINT ((5.47208179344091 45.2053471987672))",PAIHABIT0000000007545057,Zone d'habitation,Quartier,la révérence
"MULTIPOINT ((6.06748449566542 44.8930509301952))",PAIE_NAT0000000007452261,Lieu-dit non habité,Lieu-dit non habité,les écharennes
"MULTIPOINT ((5.67239628644828 44.891905457576))",PAIE_NAT0000000007452391,Lieu-dit non habité,Lieu-dit non habité,les vignes
"MULTIPOINT ((5.79331397018471 44.898881763463))",PAIHABIT0000000018843908,Zone d'habitation,Lieu-dit habité,les trois saules
"MULTIPOINT ((5.60768764332735 44.8913917805293))",PAIOROGR0000000007456846,Détail orographique,Versant,blaches du fau
"MULTIPOINT ((6.0810583004601 45.1753653387137))",PAIE_NAT0000000007450711,Lieu-dit non habité,Lieu-dit non habité,plagne longe
"MULTIPOINT ((6.0646500762392 45.1900463857728))",PAIOROGR0000000007454750,Détail orographique,Sommet,tête de chalvet
"MULTIPOINT ((6.07848538254039 45.1592508368811))",PAIHABIT0000000321300257,Zone d'habitation,Quartier,résidence le claret
"MULTIPOINT ((5.6550464452397 45.1673094237186))",PAIE_NAT0000000007450898,Lieu-dit non habité,Lieu-dit non habité,champ bruzier
"MULTIPOINT ((5.70711714579529 45.2787764994871))",PAIHABIT0000000007543632,Zone d'habitation,Lieu-dit habité,savoyardière
"MULTIPOINT ((5.78092125339262 45.136796035759))",PAIHABIT0000000013680096,Zone d'habitation,Lieu-dit habité,tronche
"MULTIPOINT ((5.99381129770331 45.2565775948994))",PAIHABIT0000000329253986,Zone d'habitation,Quartier,les ayes
"MULTIPOINT ((5.55254046674972 45.2370114149448))",PAIOROGR0000000007454675,Détail orographique,Col,pas brochier
"MULTIPOINT ((6.06393130501902 45.030867134571))",PAIE_NAT0000000007451515,Lieu-dit non habité,Lieu-dit non habité,les toupas
"MULTIPOINT ((6.11442941636815 45.3970221398983))",PAIHABIT0000000329388073,Zone d'habitation,Quartier,les balcons du collet
"MULTIPOINT ((6.11343057647932 44.9104453607935))",PAIOROGR0000000007456457,Détail orographique,Sommet,tour myriem
"MULTIPOINT ((6.05131569289936 45.3694220133981))",PAIHABIT0000000007541152,Zone d'habitation,Lieu-dit habité,rapin
"MULTIPOINT ((5.63738818795717 44.8963602655731))",PAIOROGR0000000007456719,Détail orographique,Versant,grande côte
"MULTIPOINT ((5.67411466456087 45.1101148130745))",PAIHABIT0000000007546356,Zone d'habitation,Quartier,la chanteraie
"MULTIPOINT ((5.85152574005812 45.283133360004))",PAIE_NAT0000000007450141,Lieu-dit non habité,Bois,bois de buissières
"MULTIPOINT ((5.85152574005812 45.283133360004))",PAIE_NAT0000000007450141,Lieu-dit non habité,Bois,en buissière
"MULTIPOINT ((6.00117895668341 45.1001342752056))",PAIOROGR0000000007455314,Détail orographique,Grotte,trou des fées
"MULTIPOINT ((5.65946814894071 45.0821163308184))",PAIHABIT0000000007546815,Zone d'habitation,Lieu-dit habité,aux péchardes
"MULTIPOINT ((6.05581739864549 45.2725887540895))",PAIHABIT0000000329398172,Zone d'habitation,Quartier,mazot
"MULTIPOINT ((6.07995922413913 45.3060724068508))",PAIHABIT0000000007542458,Zone d'habitation,Lieu-dit habité,le grand thiervoz
"MULTIPOINT ((6.17293104164736 44.8951767728873))",PAIOROGR0000000007456552,Détail orographique,Pic,aiguilles des arias
"MULTIPOINT ((5.75237628692166 44.9770097482563))",PAIOROGR0000000007456087,Détail orographique,Vallée,combe ramuse
"MULTIPOINT ((5.62988786125413 45.0438595152354))",PAIOROGR0000000007455691,Détail orographique,Rochers,pierre grosse
"MULTIPOINT ((6.13796155770974 45.1469089741405))",PAIOROGR0000000007454970,Détail orographique,Col,brèche des grandes rousses
"MULTIPOINT ((6.02031263319767 45.2951980474278))",PAIE_NAT0000000007449790,Lieu-dit non habité,Bois,bois vert
"MULTIPOINT ((5.69252114841553 44.9275236366184))",PAIOROGR0000000007456502,Détail orographique,Vallée,combe du loup
"MULTIPOINT ((5.73186091327972 45.0870163279796))",PAIHABIT0000000007546557,Zone d'habitation,Quartier,les cartonneries
"MULTIPOINT ((5.52563797258326 44.9727917227412))",PAIOROGR0000000007456234,Détail orographique,Col,pas ernadant
"MULTIPOINT ((5.90344566403626 45.2062180921319))",PAIHABIT0000000007544742,Zone d'habitation,Lieu-dit habité,le boussant
"MULTIPOINT ((5.60476594535286 44.8670009537698))",PAIHABIT0000000007548140,Zone d'habitation,Lieu-dit habité,la bâtie d'ambel
"MULTIPOINT ((5.77372875366586 44.8116096529396))",PAIHABIT0000000007548373,Zone d'habitation,Lieu-dit habité,les entresseaux
"MULTIPOINT ((5.88283430463526 44.8689403003076))",PAIOROGR0000000007456921,Détail orographique,Versant,les côtes
"MULTIPOINT ((5.59570907901392 45.1286246826433))",PAIHABIT0000000007546161,Zone d'habitation,Lieu-dit habité,les drevets
"MULTIPOINT ((6.02410606727493 45.4189762417788))",PAIHABIT0000000007540201,Zone d'habitation,Lieu-dit habité,la perrière
"MULTIPOINT ((5.73120700669328 44.8678416415915))",PAIE_NAT0000000007452561,Lieu-dit non habité,Lieu-dit non habité,rivoire
"MULTIPOINT ((5.93853085583302 45.1672375191095))",PAIOROGR0000000007454909,Détail orographique,Vallée,vallon du mercier
"MULTIPOINT ((5.54016924468426 45.2242412587031))",PAIE_NAT0000000007450597,Lieu-dit non habité,Lieu-dit non habité,pré de nave
"MULTIPOINT ((5.67855704980574 45.1235399766764))",PAIHABIT0000000007546135,Zone d'habitation,Quartier,le mas des perrouses
"MULTIPOINT ((5.65890031260961 45.0804704169973))",PAIHABIT0000000007546825,Zone d'habitation,Lieu-dit habité,chabertière
"MULTIPOINT ((5.64135052816408 45.1246906772448))",PAIOROGR0000000007455258,Détail orographique,Plaine,plateau du peuil
"MULTIPOINT ((5.77395775224384 45.057391840988))",PAIHABIT0000000316829220,Zone d'habitation,Lieu-dit habité,le maniguet
"MULTIPOINT ((6.12982518027693 45.2781879917716))",PAIOROGR0000000007454365,Détail orographique,Col,col d'arguille
"MULTIPOINT ((5.43129718173739 45.1346321527235))",PAIOROGR0000000007455206,Détail orographique,Col,pas de pré coquet
"MULTIPOINT ((6.12539631676782 45.3544443708891))",PAIE_NAT0000000007449151,Lieu-dit non habité,Lieu-dit non habité,le mont pelas
"MULTIPOINT ((5.77846539415219 44.9674859494276))",PAIHABIT0000000007547655,Zone d'habitation,Lieu-dit habité,le château du lac
"MULTIPOINT ((5.38309036053258 45.1343403539834))",PAIE_NAT0000000007451149,Lieu-dit non habité,Bois,bois de cartelet
"MULTIPOINT ((5.71212002777734 45.3756459872837))",PAIHABIT0000000007541568,Zone d'habitation,Grange,granges de fontmartin
"MULTIPOINT ((6.00371349158653 44.8884135372617))",PAIE_NAT0000000007452342,Lieu-dit non habité,Bois,bois du daim
"MULTIPOINT ((6.19561330990516 44.9326153165222))",PAIOROGR0000000007456259,Détail orographique,Crête,ser de la lauzette
"MULTIPOINT ((5.62297777887778 45.2375447944732))",PAIHABIT0000000007544430,Zone d'habitation,Lieu-dit habité,le poyet
"MULTIPOINT ((5.71396281561866 45.3283621321808))",PAIOROGR0000000007454283,Détail orographique,Col,goulet d'hurtières
"MULTIPOINT ((5.7853929241789 44.9447396757113))",PAIHABIT0000000007547842,Zone d'habitation,Lieu-dit habité,ser sigaud
"MULTIPOINT ((5.9880753565239 44.929765051017))",PAIOROGR0000000313097814,Détail orographique,Vallée,combe martin
"MULTIPOINT ((6.30179771355037 44.973331388075))",PAIOROGR0000000007455917,Détail orographique,Dépression,clot de pierre brune
"MULTIPOINT ((5.66417931857237 45.3162288527814))",PAIHABIT0000000007542945,Zone d'habitation,Lieu-dit habité,pallachère
"MULTIPOINT ((5.53243583666444 44.8948891042549))",PAIE_NAT0000000007452402,Lieu-dit non habité,Lieu-dit non habité,pré levé
"MULTIPOINT ((5.99609551795549 44.8411698156523))",PAIOROGR0000000007456989,Détail orographique,Vallée,combe de lafaiouze
"MULTIPOINT ((5.7568250525489 44.7651673379875))",PAIOROGR0000000007457432,Détail orographique,Vallée,draye de pehaurat
"MULTIPOINT ((5.28378494479466 45.1132968290554))",PAIHABIT0000002200128870,Zone d'habitation,Château,château de la sône
"MULTIPOINT ((5.61850642337374 45.1791414633863))",PAIHABIT0000000221310229,Zone d'habitation,Lieu-dit habité,les étrets
"MULTIPOINT ((5.89868190559666 45.3411438065352))",PAIHABIT0000000007541857,Zone d'habitation,Ruines,banquet
"MULTIPOINT ((5.62747604432085 45.1272725540182))",PAIOROGR0000000007455260,Détail orographique,Grotte,trou saint-michel
"MULTIPOINT ((5.60567892817039 44.8806928777967))",PAIHABIT0000000333269219,Zone d'habitation,Ruines,grange de gardon
"MULTIPOINT ((5.57648336119487 45.2901988529204))",PAIHABIT0000000007543648,Zone d'habitation,Lieu-dit habité,péraudière
"MULTIPOINT ((5.72700423000592 45.111090272009))",PAIHABIT0000000007546123,Zone d'habitation,Quartier,domaine de riveyry
"MULTIPOINT ((5.75565779002983 45.2164993771066))",PAIHABIT0000000007544620,Zone d'habitation,Quartier,bouqueron
"MULTIPOINT ((6.05491992071121 45.317886029155))",PAIOROGR0000000007454263,Détail orographique,Sommet,crêt luisard
"MULTIPOINT ((5.90121333167778 44.8143005300221))",PAIE_NAT0000000007452731,Lieu-dit non habité,Lieu-dit non habité,baumes
"MULTIPOINT ((6.065602570238 45.1236171250713))",PAIE_NAT0000000007451027,Lieu-dit non habité,Lieu-dit non habité,pré de la pierre
"MULTIPOINT ((6.03893399614454 45.1405215383705))",PAIHABIT0000000007545644,Zone d'habitation,Lieu-dit habité,la combe
"MULTIPOINT ((6.09743135550079 45.1507209658971))",PAIE_NAT0000000007450880,Lieu-dit non habité,Lieu-dit non habité,les sagnes
"MULTIPOINT ((5.55297904026181 45.1645328631864))",PAIHABIT0000000007545523,Zone d'habitation,Lieu-dit habité,echarlière
"MULTIPOINT ((5.65192437504226 45.074276321571))",PAIHABIT0000000007546835,Zone d'habitation,Lieu-dit habité,collabœuf
"MULTIPOINT ((5.91518457517616 45.2211937780641))",PAIOROGR0000000007454711,Détail orographique,Col,col de la cochette
"MULTIPOINT ((5.85627989862407 45.2720258254425))",PAIHABIT0000000007543595,Zone d'habitation,Lieu-dit habité,rougnon
"MULTIPOINT ((5.83243295954767 45.2293463509257))",PAIE_NAT0000000007450497,Lieu-dit non habité,Lieu-dit non habité,pré rieux
"MULTIPOINT ((5.85310622214899 44.9407482900216))",PAIHABIT0000000007547819,Zone d'habitation,Lieu-dit habité,les girauds
"MULTIPOINT ((5.69025905893689 45.2435335754345))",PAIHABIT0000000007544144,Zone d'habitation,Lieu-dit habité,bellevue
"MULTIPOINT ((5.93509208918788 44.843039808713))",PAIHABIT0000000007548164,Zone d'habitation,Lieu-dit habité,les achards
"MULTIPOINT ((5.98216813818699 45.2147450220948))",PAIHABIT0000000007544542,Zone d'habitation,Ruines,deuxième habert de crop
"MULTIPOINT ((5.5823798720328 44.9451342718091))",PAIOROGR0000000007456411,Détail orographique,Vallée,combe noire
"MULTIPOINT ((5.57416062773727 45.0918566324095))",PAIE_NAT0000000007451289,Lieu-dit non habité,Lieu-dit non habité,les voeyres
"MULTIPOINT ((6.0100647345795 44.9497208956984))",PAIE_NAT0000000007451994,Lieu-dit non habité,Lieu-dit non habité,les côtes
"MULTIPOINT ((5.76470575125884 45.148405363425))",PAIHABIT0000000225496984,Zone d'habitation,Lieu-dit habité,l'orme
"MULTIPOINT ((5.55094654491827 44.8382522785525))",PAIOROGR0000000007457121,Détail orographique,Rochers,la plaine de l'aiguille
"MULTIPOINT ((5.72204210160687 44.8537978675382))",PAIOROGR0000000007457012,Détail orographique,Sommet,l'aurouse
"MULTIPOINT ((5.58437126434735 45.0163670077548))",PAIOROGR0000000007455894,Détail orographique,Pic,les aiguilles
"MULTIPOINT ((5.92691443293044 44.8794738457709))",PAIE_NAT0000000007452434,Lieu-dit non habité,Bois,les fonts
"MULTIPOINT ((5.59223679478911 45.0326023551504))",PAIOROGR0000000007455781,Détail orographique,Col,double brèche
"MULTIPOINT ((6.08258627600887 45.3653402993226))",PAIE_NAT0000000007448987,Lieu-dit non habité,Bois,bois de charvin
"MULTIPOINT ((5.88671157476231 44.8432817264805))",PAIHABIT0000000007548168,Zone d'habitation,Grange,baraque des lauzes
"MULTIPOINT ((5.68106464156886 45.0002723280384))",PAIHABIT0000000007547552,Zone d'habitation,Lieu-dit habité,le coin
"MULTIPOINT ((5.76011194782746 45.2230435206786))",PAIHABIT0000000007544616,Zone d'habitation,Lieu-dit habité,pré morin
"MULTIPOINT ((6.0530444650002 45.0750398625471))",PAIOROGR0000000007455406,Détail orographique,Sommet,chapeau des balmes
"MULTIPOINT ((6.14856472793689 45.3994797190354))",PAIE_NAT0000000007448618,Lieu-dit non habité,Bois,les blanchettes
"MULTIPOINT ((5.5974019967059 45.2965417395872))",PAIOROGR0000000007454410,Détail orographique,Versant,côte de corporat
"MULTIPOINT ((5.90454140147437 45.1993300537976))",PAIHABIT0000000007544739,Zone d'habitation,Grange,le grand journal
"MULTIPOINT ((6.00284909160905 45.3068337741229))",PAIHABIT0000000007542853,Zone d'habitation,Lieu-dit habité,gré
"MULTIPOINT ((5.92856691076716 45.3592809564234))",PAIE_NAT0000000007449169,Lieu-dit non habité,Bois,la favière
"MULTIPOINT ((5.809321363328 45.2345187901428))",PAIHABIT0000000007544368,Zone d'habitation,Château,château serviantin
"MULTIPOINT ((5.809321363328 45.2345187901428))",PAIHABIT0000000007544368,Zone d'habitation,Château,château servien
"MULTIPOINT ((5.58755825007043 45.0518519602451))",PAIE_NAT0000000007451549,Lieu-dit non habité,Lieu-dit non habité,clos du four
"MULTIPOINT ((5.85352009357948 45.065980599952))",PAIOROGR0000000007455509,Détail orographique,Sommet,rocher du sabet
"MULTIPOINT ((6.11763630733536 44.9512021094371))",PAIOROGR0000000007456173,Détail orographique,Sommet,cime du pied de barry
"MULTIPOINT ((5.88398200189745 45.0768872358709))",PAIHABIT0000000007546527,Zone d'habitation,Lieu-dit habité,les clavaux
"MULTIPOINT ((5.74142706151675 44.7845943660202))",PAIOROGR0000000007457374,Détail orographique,Versant,l'aup bérit
"MULTIPOINT ((5.99589709228926 45.3449768566247))",PAIE_NAT0000000007449322,Lieu-dit non habité,Bois,bois des mollettières
"MULTIPOINT ((5.77043449228043 44.7311736390382))",PAIHABIT0000000007548522,Zone d'habitation,Lieu-dit habité,clot de sauvanière
"MULTIPOINT ((6.02219293704361 45.2829563159035))",PAIE_NAT0000000007449960,Lieu-dit non habité,Lieu-dit non habité,les herines
"MULTIPOINT ((5.42965063148629 45.1253912742707))",PAIOROGR0000000007455285,Détail orographique,Grotte,scialet de font sala
"MULTIPOINT ((5.6730946574604 45.1951452482824))",PAIHABIT0000000329964398,Zone d'habitation,Château,château de la rochette
"MULTIPOINT ((5.87795603309919 45.2561991867821))",PAIE_NAT0000000007450273,Lieu-dit non habité,Lieu-dit non habité,les cloyères
"MULTIPOINT ((5.98546654267383 45.2259959172663))",PAIE_NAT0000000007450485,Lieu-dit non habité,Lieu-dit non habité,les îles
"MULTIPOINT ((5.72769914794325 45.0776729198995))",PAIHABIT0000000007546791,Zone d'habitation,Quartier,champ doré
"MULTIPOINT ((5.65374316959059 45.1533662535428))",PAIE_NAT0000000007450979,Lieu-dit non habité,Bois,bois des nodes
"MULTIPOINT ((5.58270606125764 45.2904342023516))",PAIHABIT0000000007543649,Zone d'habitation,Lieu-dit habité,les fleuris
"MULTIPOINT ((5.77245863983033 44.7936158092098))",PAIE_NAT0000000007452921,Lieu-dit non habité,Lieu-dit non habité,prays
"MULTIPOINT ((5.67779045084007 45.0939803403363))",PAIHABIT0000000007546569,Zone d'habitation,Quartier,giraudière
"MULTIPOINT ((6.27393177367739 44.8724873961436))",PAIOROGR0000000007456651,Détail orographique,Pic,pics du vaccivier
"MULTIPOINT ((5.80880188303324 45.3154045810946))",PAIHABIT0000000007542536,Zone d'habitation,Lieu-dit habité,brevardière
"MULTIPOINT ((5.76147906383482 44.7076051416087))",PAIE_NAT0000000007453151,Lieu-dit non habité,Lieu-dit non habité,les rautes
"MULTIPOINT ((5.95920930406098 45.3206001979807))",PAIHABIT0000000007542496,Zone d'habitation,Lieu-dit habité,grange des bauches
"MULTIPOINT ((5.95920930406098 45.3206001979807))",PAIHABIT0000000007542496,Zone d'habitation,Lieu-dit habité,les bauches
"MULTIPOINT ((5.4773109709475 45.1163466661488))",PAIHABIT0000000007546384,Zone d'habitation,Lieu-dit habité,le mas
"MULTIPOINT ((5.7447356287436 44.929609096031))",PAIOROGR0000000007456489,Détail orographique,Sommet,pierre plantée
"MULTIPOINT ((5.75450929689678 44.7205266004616))",PAIE_NAT0000000007453136,Lieu-dit non habité,Lieu-dit non habité,cros de la marine
"MULTIPOINT ((6.0185376714885 44.9303498894506))",PAIE_NAT0000000007452085,Lieu-dit non habité,Lieu-dit non habité,rame
"MULTIPOINT ((5.80354613561757 45.3570906367359))",PAIOROGR0000000007454166,Détail orographique,Col,col du bachais
"MULTIPOINT ((5.5414109266158 45.2754757778894))",PAIHABIT0000000007543960,Zone d'habitation,Lieu-dit habité,féroulière le haut
"MULTIPOINT ((5.81713085295096 44.8770917997812))",PAIHABIT0000000007548068,Zone d'habitation,Lieu-dit habité,la garde
"MULTIPOINT ((5.93159988247802 45.1478674577971))",PAIOROGR0000000007455073,Détail orographique,Vallée,combe de jasse bralard
"MULTIPOINT ((6.10020061988635 45.0264053322531))",PAIHABIT0000000007547206,Zone d'habitation,Lieu-dit habité,la molière
"MULTIPOINT ((6.10020061988635 45.0264053322531))",PAIHABIT0000000007547206,Zone d'habitation,Lieu-dit habité,la mollière
"MULTIPOINT ((5.6483099873908 44.9183343877887))",PAIOROGR0000000070194414,Détail orographique,Vallée,ruisseau de bardeau
"MULTIPOINT ((5.76463387421638 44.9402578308485))",PAIHABIT0000000007547845,Zone d'habitation,Lieu-dit habité,le crey
"MULTIPOINT ((5.55822540078637 45.2260426762346))",PAIE_NAT0000000007450596,Lieu-dit non habité,Lieu-dit non habité,le cyclone
"MULTIPOINT ((6.07739546466475 45.2550458568834))",PAIOROGR0000000007454519,Détail orographique,Col,col de la vieille
"MULTIPOINT ((5.65064388882127 45.1205781968686))",PAIHABIT0000000007546154,Zone d'habitation,Lieu-dit habité,maison du sergent
"MULTIPOINT ((6.13281757145665 44.864486183649))",PAIOROGR0000000007456753,Détail orographique,Pic,sommet ouest des souffles
"MULTIPOINT ((5.60578446969877 45.2827274364065))",PAIE_NAT0000000007450187,Lieu-dit non habité,Lieu-dit non habité,les trapettes
"MULTIPOINT ((5.79168881198722 44.7456968222068))",PAIE_NAT0000000007453070,Lieu-dit non habité,Lieu-dit non habité,les josserands
"MULTIPOINT ((5.68823737858123 45.2835521434717))",PAIE_NAT0000000007450171,Lieu-dit non habité,Bois,le grolier
"MULTIPOINT ((6.06298444797368 45.0920882839582))",PAIHABIT0000000206282745,Zone d'habitation,Quartier,le castillan
"MULTIPOINT ((6.15634968977406 44.9557618888621))",PAIOROGR0000000007456163,Détail orographique,Vallée,combe de moulin david
"MULTIPOINT ((5.88570313858777 44.8583049371577))",PAIE_NAT0000000007452535,Lieu-dit non habité,Bois,palanfray
"MULTIPOINT ((5.57398943617492 44.8739291650835))",PAIOROGR0000000007456948,Détail orographique,Rochers,rocher de maladraye
"MULTIPOINT ((6.07824275732064 45.2052145640018))",PAIOROGR0000000007454691,Détail orographique,Rochers,la roche bleue
"MULTIPOINT ((6.0196518471901 45.3342334942386))",PAIOROGR0000000007454207,Détail orographique,Sommet,sommet de barley
"MULTIPOINT ((5.56843169184673 44.8511727129555))",PAIOROGR0000000007457029,Détail orographique,Sommet,tête de gaudissart
"MULTIPOINT ((5.87318042778893 45.2692815576433))",PAIHABIT0000000007543584,Zone d'habitation,Quartier,les grandes terres
"MULTIPOINT ((5.52896747879485 45.0363809546101))",PAIHABIT0000000220649350,Zone d'habitation,Lieu-dit habité,les aiguilles vertes
"MULTIPOINT ((5.8671220208127 44.8655444565399))",PAIHABIT0000000007548100,Zone d'habitation,Lieu-dit habité,les parajons
"MULTIPOINT ((6.08241692056917 45.2015616485836))",PAIOROGR0000000007454748,Détail orographique,Gorge,défilé du maupas
"MULTIPOINT ((6.02823650978388 44.8728294176424))",PAIHABIT0000000007548053,Zone d'habitation,Lieu-dit habité,les ségouins
"MULTIPOINT ((6.02823650978388 44.8728294176424))",PAIHABIT0000000007548053,Zone d'habitation,Lieu-dit habité,les ségoins
"MULTIPOINT ((5.44626353292789 45.1802830003686))",PAIOROGR0000000007454950,Détail orographique,Rochers,rochers du grand planol
"MULTIPOINT ((6.07221950832053 44.9428040087794))",PAIE_NAT0000000007451986,Lieu-dit non habité,Lieu-dit non habité,le fond des pisses
"MULTIPOINT ((5.53555856685946 45.0632953052035))",PAIE_NAT0000000007451458,Lieu-dit non habité,Bois,forêt des touches
"MULTIPOINT ((5.34710963782259 45.0600571963957))",PAIHABIT0000000007547309,Zone d'habitation,Quartier,villeneuve
"MULTIPOINT ((5.50619476790085 45.2286632092839))",PAIHABIT0000000007544664,Zone d'habitation,Lieu-dit habité,bouvatière
"MULTIPOINT ((6.0737158585237 45.0348026183395))",PAIOROGR0000000007455649,Détail orographique,Sommet,le coin
"MULTIPOINT ((5.61601470054164 44.8262334131253))",PAIHABIT0000002206050091,Zone d'habitation,Quartier,lot les jardins du mont aiguille
"MULTIPOINT ((5.61758438961313 44.8574199237671))",PAIHABIT0000000007548211,Zone d'habitation,Lieu-dit habité,la babe
"MULTIPOINT ((6.00531833341413 45.3908345430602))",PAIHABIT0000000007540832,Zone d'habitation,Quartier,brunière
"MULTIPOINT ((5.68959338447352 45.1820515724552))",PAIHABIT0000000007545271,Zone d'habitation,Quartier,moucherotte
"MULTIPOINT ((5.86955543778488 45.2169684932341))",PAIHABIT0000000007544573,Zone d'habitation,Lieu-dit habité,roussillon
"MULTIPOINT ((5.98494842581717 45.4270041590335))",PAIE_NAT0000000007448351,Lieu-dit non habité,Lieu-dit non habité,les routes
"MULTIPOINT ((5.33266481992508 45.0878814543335))",PAIHABIT0000000082506403,Zone d'habitation,Lieu-dit habité,le moulin
"MULTIPOINT ((5.87479186592224 45.1268399490206))",PAIHABIT0000000323303835,Zone d'habitation,Quartier,les flocons
"MULTIPOINT ((6.01153906212083 45.0517775549705))",PAIOROGR0000000007455582,Détail orographique,Vallée,ravin de saint-antoine
"MULTIPOINT ((5.60357628616322 44.9396715921203))",PAIHABIT0000000007547923,Zone d'habitation,Lieu-dit habité,chion
"MULTIPOINT ((5.69279122677758 44.8812320333716))",PAIE_NAT0000000007452478,Lieu-dit non habité,Lieu-dit non habité,cladérant
"MULTIPOINT ((5.72235514733639 45.238408098934))",PAIHABIT0000000007544389,Zone d'habitation,Lieu-dit habité,la croix de chores
"MULTIPOINT ((5.72235514733639 45.238408098934))",PAIHABIT0000000007544389,Zone d'habitation,Lieu-dit habité,la croix de chorre
"MULTIPOINT ((5.72404130398662 45.3036277852613))",PAIE_NAT0000000007449831,Lieu-dit non habité,Lieu-dit non habité,crozet
"MULTIPOINT ((5.93672759557052 45.2663360657487))",PAIHABIT0000000217024710,Zone d'habitation,Lieu-dit habité,mas pellioud
"MULTIPOINT ((5.7529645973405 44.8152774650785))",PAIE_NAT0000000007452778,Lieu-dit non habité,Lieu-dit non habité,pré colombou
"MULTIPOINT ((5.7529645973405 44.8152774650785))",PAIE_NAT0000000007452778,Lieu-dit non habité,Lieu-dit non habité,pré colombon
"MULTIPOINT ((5.70219589174682 44.8803161604409))",PAIE_NAT0000000007452474,Lieu-dit non habité,Lieu-dit non habité,les séaux
"MULTIPOINT ((6.1116643015769 45.2821310208048))",PAIOROGR0000000007454367,Détail orographique,Col,passage odru
"MULTIPOINT ((5.65254921356199 44.7747707375252))",PAIHABIT0000000007548475,Zone d'habitation,Lieu-dit habité,le rif du pin
