WKT,ID,CLASSE,NATURE,GRAPHIE
"MULTIPOINT ((5.76706653007541 45.2523163630379))",PAIHABIT0000000202604443,Zone d'habitation,Lieu-dit habité,vieille fontaine
"MULTIPOINT ((5.87109465759006 44.9847717309939))",PAIOROGR0000000007456078,Détail orographique,Sommet,rochers de la freyta
"MULTIPOINT ((6.00065771731708 45.027312700354))",PAIOROGR0000000007455741,Détail orographique,Sommet,la tête de louis xvi
"MULTIPOINT ((5.57395705725106 45.2753834535707))",PAIE_NAT0000000007450320,Lieu-dit non habité,Bois,mattassière
"MULTIPOINT ((5.87601601307775 45.2778918689699))",PAIHABIT0000000342994042,Zone d'habitation,Quartier,hameau de la jasse
"MULTIPOINT ((5.36783190825271 45.1129189341874))",PAIHABIT0000000007546406,Zone d'habitation,Grange,nacon
"MULTIPOINT ((6.12770755033087 45.4281478178527))",PAIHABIT0000000007539799,Zone d'habitation,Lieu-dit habité,la curtanne
"MULTIPOINT ((5.33496828621011 45.1117411367488))",PAIHABIT0000000007546422,Zone d'habitation,Lieu-dit habité,revolet
"MULTIPOINT ((5.36268156597669 45.1292387762168))",PAIHABIT0000000007546214,Zone d'habitation,Lieu-dit habité,le carter
"MULTIPOINT ((5.83557219868108 44.8894705101358))",PAIHABIT0000000007548006,Zone d'habitation,Lieu-dit habité,les miards
"MULTIPOINT ((5.87411021911895 45.3506311570267))",PAIOROGR0000000007454154,Détail orographique,Crête,lance nord
"MULTIPOINT ((5.75392110539284 45.0732744630403))",PAIHABIT0000000007546781,Zone d'habitation,Lieu-dit habité,la vignasse
"MULTIPOINT ((6.04973446337663 45.1482877504823))",PAIHABIT0000000289306588,Zone d'habitation,Lieu-dit habité,le chalet du verney
"MULTIPOINT ((5.9476490654526 45.4810960383111))",PAIE_NAT0000000007448119,Lieu-dit non habité,Lieu-dit non habité,le lac de la puce
"MULTIPOINT ((5.73272024031311 45.1452384164663))",PAIHABIT0000000007545703,Zone d'habitation,Quartier,la commanderie
"MULTIPOINT ((5.65100299201212 44.8478974815916))",PAIE_NAT0000000007452640,Lieu-dit non habité,Lieu-dit non habité,bissonnière
"MULTIPOINT ((5.67230867696431 45.1769210804617))",PAIE_NAT0000000007450818,Lieu-dit non habité,Bois,bois roland
"MULTIPOINT ((5.73566777993874 45.1390658390875))",PAIE_NAT0000000007451044,Lieu-dit non habité,Lieu-dit non habité,pend loup
"MULTIPOINT ((5.79686851272818 45.4312087195806))",PAIOROGR0000000007453830,Détail orographique,Rochers,marmitte de géant
"MULTIPOINT ((5.80187558219693 45.2624132216134))",PAIOROGR0000000007454544,Détail orographique,Col,pas de la branche
"MULTIPOINT ((5.65749208364462 45.3043800389909))",PAIE_NAT0000002011513381,Lieu-dit non habité,Lieu-dit non habité,gerboudière
"MULTIPOINT ((6.27812208226618 44.957713201307))",PAIOROGR0000000007456139,Détail orographique,Vallée,cros d'aréna
"MULTIPOINT ((5.43439769231571 45.106507232667))",PAIOROGR0000000007455372,Détail orographique,Dépression,pot du nid
"MULTIPOINT ((5.85244074987295 44.9042366766817))",PAIE_NAT0000000355028214,Lieu-dit non habité,Lieu-dit non habité,champ du mange
"MULTIPOINT ((5.54289062726195 45.247976442505))",PAIOROGR0000000007454676,Détail orographique,Crête,pierre taillée
"MULTIPOINT ((5.48374604329543 45.0228641683117))",PAIOROGR0000000007455906,Détail orographique,Sommet,la sambue
"MULTIPOINT ((5.89190278119952 44.9054018260136))",PAIHABIT0000000007547941,Zone d'habitation,Grange,l'espinasse
"MULTIPOINT ((5.87787770472546 45.315076559435))",PAIHABIT0000000007542526,Zone d'habitation,Lieu-dit habité,commune de plateau-des-petites-roches
"MULTIPOINT ((5.89236887698745 44.7750694144588))",PAIE_NAT0000000007452967,Lieu-dit non habité,Bois,bois buisson
"MULTIPOINT ((5.93716842443046 45.2766623012257))",PAIHABIT0000000007543562,Zone d'habitation,Quartier,la tour
"MULTIPOINT ((5.8204432078622 45.2329230758175))",PAIHABIT0000002207276709,Zone d'habitation,Lieu-dit habité,le bas jayet
"MULTIPOINT ((5.96267696903884 45.4828240995981))",PAIE_NAT0000000007448117,Lieu-dit non habité,Lieu-dit non habité,les essarts de la palud
"MULTIPOINT ((5.99461869717121 45.3689288415512))",PAIHABIT0000000007541190,Zone d'habitation,Lieu-dit habité,l'arthaudière
"MULTIPOINT ((5.8054101800221 45.1737534780012))",PAIHABIT0000000007545221,Zone d'habitation,Lieu-dit habité,l'adret
"MULTIPOINT ((5.85746968146316 45.2060085412261))",PAIE_NAT0000000007450649,Lieu-dit non habité,Bois,bois de courbamant
"MULTIPOINT ((5.85765539075442 45.2668224040757))",PAIHABIT0000000336340653,Zone d'habitation,Lieu-dit habité,les catières
"MULTIPOINT ((5.74677162761894 45.0894561717885))",PAIHABIT0000000007546551,Zone d'habitation,Quartier,la longagnie
"MULTIPOINT ((5.8604451464051 44.8233463188156))",PAIE_NAT0000000007452755,Lieu-dit non habité,Lieu-dit non habité,revaire et gonne
"MULTIPOINT ((5.672249987968 45.0404310094855))",PAIHABIT0000000007547271,Zone d'habitation,Lieu-dit habité,le crozet
"MULTIPOINT ((6.12032420569832 45.2437103568405))",PAIOROGR0000000007454571,Détail orographique,Col,col de buyant
"MULTIPOINT ((5.90068485124679 44.7753026237729))",PAIHABIT0000000007548453,Zone d'habitation,Lieu-dit habité,la posterle
"MULTIPOINT ((5.32373596681049 45.1132558544039))",PAIHABIT0000000322993100,Zone d'habitation,Quartier,les mayettes
"MULTIPOINT ((5.9352245086719 45.2527200862503))",PAIHABIT0000002005869408,Zone d'habitation,Château,château de la martelière
"MULTIPOINT ((5.70028721754139 45.0076038290954))",PAIHABIT0000000007547550,Zone d'habitation,Lieu-dit habité,les jaillis
"MULTIPOINT ((5.70028721754139 45.0076038290954))",PAIHABIT0000000007547550,Zone d'habitation,Lieu-dit habité,les jaiily
"MULTIPOINT ((5.72145522126868 44.7927528074456))",PAIOROGR0000000007457291,Détail orographique,Versant,champ solet
"MULTIPOINT ((6.08441144523219 45.3551892064825))",PAIHABIT0000000356380047,Zone d'habitation,Lieu-dit habité,la vie plaine
"MULTIPOINT ((5.4658389231262 45.1211709630114))",PAIHABIT0000000007546193,Zone d'habitation,Ruines,moras
"MULTIPOINT ((5.88053658474162 44.7820317691754))",PAIOROGR0000000007457276,Détail orographique,Crête,crête de la samblue
"MULTIPOINT ((6.14231717996659 45.049988050135))",PAIHABIT0000000258357606,Zone d'habitation,Quartier,le dauphin
"MULTIPOINT ((6.14231717996659 45.049988050135))",PAIHABIT0000000258357606,Zone d'habitation,Quartier,res le dauphin
"MULTIPOINT ((5.80091773044906 45.3156874020673))",PAIHABIT0000000007542543,Zone d'habitation,Lieu-dit habité,les égaux
"MULTIPOINT ((5.86901898007825 45.1608798644608))",PAIOROGR0000000007454994,Détail orographique,Sommet,mont rond
"MULTIPOINT ((5.75489963258873 45.0289179419301))",PAIHABIT0000000007547387,Zone d'habitation,Lieu-dit habité,les arnauds
"MULTIPOINT ((5.92554739747135 44.9642364217909))",PAIOROGR0000000007456194,Détail orographique,Sommet,le grand vent
"MULTIPOINT ((5.85060526449601 45.2071634054874))",PAIHABIT0000000359090336,Zone d'habitation,Quartier,lotissement bernard
"MULTIPOINT ((5.89398557772249 45.101535083783))",PAIOROGR0000000007455329,Détail orographique,Sommet,rocher de l'homme
"MULTIPOINT ((5.69412528981791 45.0106901381381))",PAIHABIT0000000007547469,Zone d'habitation,Lieu-dit habité,le gappin
"MULTIPOINT ((5.86350730217634 45.3756589897207))",PAIHABIT0000000007541213,Zone d'habitation,Grange,granges du planey
"MULTIPOINT ((5.98417819485177 44.9701897693554))",PAIE_NAT0000000007451814,Lieu-dit non habité,Lieu-dit non habité,les basses et hautes selles
"MULTIPOINT ((5.52759511776185 44.8070727319919))",PAIE_NAT0000000007452879,Lieu-dit non habité,Lieu-dit non habité,chevalière
"MULTIPOINT ((5.7626515603787 44.9722539606407))",PAIE_NAT0000000007451922,Lieu-dit non habité,Bois,les grandes côtes
"MULTIPOINT ((5.81949193685341 45.2593059249572))",PAIE_NAT0000000007450285,Lieu-dit non habité,Lieu-dit non habité,côte bonne
"MULTIPOINT ((6.2251676131231 44.8758894656075))",PAIOROGR0000000007456656,Détail orographique,Plaine,premier clot
"MULTIPOINT ((6.06489856999881 45.0908516343582))",PAIHABIT0000000206282780,Zone d'habitation,Quartier,la maison de l'alpe
"MULTIPOINT ((5.98897329989416 45.4609379599922))",PAIHABIT0000000007539212,Zone d'habitation,Lieu-dit habité,les girards
"MULTIPOINT ((5.49983133215798 44.8569937236458))",PAIOROGR0000000007457043,Détail orographique,Gouffre,scialet du casque
"MULTIPOINT ((6.03129584352958 45.1050426527686))",PAIOROGR0000000007455234,Détail orographique,Vallée,draye du poisot
"MULTIPOINT ((6.21801139120442 44.8775281096381))",PAIOROGR0000000007456657,Détail orographique,Plaine,clot de l'âne
"MULTIPOINT ((5.53099427804354 45.1225567598181))",PAIHABIT0000000007546179,Zone d'habitation,Lieu-dit habité,la verne
"MULTIPOINT ((5.93847437374852 45.138478009765))",PAIOROGR0000000007455075,Détail orographique,Col,col de la petite vaudaine
"MULTIPOINT ((5.77217097338167 44.8711981064346))",PAIHABIT0000000018066791,Zone d'habitation,Lieu-dit habité,la loubière
"MULTIPOINT ((5.7074387917744 44.9032120935692))",PAIE_NAT0000000007452381,Lieu-dit non habité,Bois,les pallas
"MULTIPOINT ((5.78657218974119 45.1282282339983))",PAIE_NAT0000000013680115,Lieu-dit non habité,Lieu-dit non habité,champ morin rochas
"MULTIPOINT ((5.83731786068181 44.8481641158022))",PAIE_NAT0000000007452618,Lieu-dit non habité,Lieu-dit non habité,vernet
"MULTIPOINT ((6.15265231123089 44.8995172732352))",PAIOROGR0000000007456556,Détail orographique,Col,col de la mariande
"MULTIPOINT ((6.29906815899422 44.9122408152064))",PAIE_NAT0000000007452147,Lieu-dit non habité,Lieu-dit non habité,la jasse
"MULTIPOINT ((5.53088646331516 45.2449003550435))",PAIOROGR0000000007454679,Détail orographique,Rochers,roche du midi
"MULTIPOINT ((6.27215095072117 44.8709386360774))",PAIOROGR0000000075590407,Détail orographique,Pic,pic ouest ou pointe duhamel
"MULTIPOINT ((6.03423949304251 45.1104923852244))",PAIE_NAT0000000007451102,Lieu-dit non habité,Lieu-dit non habité,les rivoires
"MULTIPOINT ((5.7601197249739 44.7277224488357))",PAIE_NAT0000000007453107,Lieu-dit non habité,Lieu-dit non habité,vacheras
"MULTIPOINT ((6.00154997617939 45.3905598249257))",PAIHABIT0000000007540833,Zone d'habitation,Quartier,clos des amaryllis
"MULTIPOINT ((6.00154997617939 45.3905598249257))",PAIHABIT0000000007540833,Zone d'habitation,Quartier,le clos des amarylis
"MULTIPOINT ((5.66458494490967 45.1652432601047))",PAIE_NAT0000000331791287,Lieu-dit non habité,Lieu-dit non habité,la croix des faures
"MULTIPOINT ((6.07344777718882 45.3098117887048))",PAIHABIT0000000202604461,Zone d'habitation,Lieu-dit habité,les roux
"MULTIPOINT ((5.78554412562764 45.348429912616))",PAIHABIT0000000007541879,Zone d'habitation,Lieu-dit habité,maisons forestières de la côte du moulin
"MULTIPOINT ((5.78554412562764 45.348429912616))",PAIHABIT0000000007541879,Zone d'habitation,Lieu-dit habité,la côte du moulin
"MULTIPOINT ((5.90555649441524 44.7729513853746))",PAIE_NAT0000000007452961,Lieu-dit non habité,Lieu-dit non habité,quincet
"MULTIPOINT ((5.75064290092851 45.2117113778196))",PAIHABIT0000000010358623,Zone d'habitation,Château,château de la condamine
"MULTIPOINT ((6.09543004706927 45.3829195643981))",PAIHABIT0000002205525818,Zone d'habitation,Lieu-dit habité,vers le pont de veyton
"MULTIPOINT ((5.5390108132994 45.2791167934938))",PAIHABIT0000000007543667,Zone d'habitation,Lieu-dit habité,le martinet
"MULTIPOINT ((5.48132435527985 45.0490124727937))",PAIOROGR0000000007455710,Détail orographique,Rochers,rochers d'herbouilly
"MULTIPOINT ((6.07115784344447 45.0932031951679))",PAIHABIT0000000206282754,Zone d'habitation,Quartier,grand sablat
"MULTIPOINT ((6.16899081456038 44.8769065784153))",PAIOROGR0000000007456667,Détail orographique,Vallée,le vallonnet
"MULTIPOINT ((5.62840967204364 44.7754035760846))",PAIOROGR0000000007457389,Détail orographique,Vallée,la combe
"MULTIPOINT ((5.6921565690226 45.1724731606118))",PAIHABIT0000000007545260,Zone d'habitation,Quartier,le vauban
"MULTIPOINT ((6.08541235359079 44.9861711115324))",PAIE_NAT0000000007451710,Lieu-dit non habité,Lieu-dit non habité,clot et la blache
"MULTIPOINT ((5.77678794605911 45.1294958210657))",PAIHABIT0000000007545884,Zone d'habitation,Lieu-dit habité,le mouton
"MULTIPOINT ((5.68061275197423 45.1854141453438))",PAIHABIT0000000338546645,Zone d'habitation,Lieu-dit habité,les vouillants
"MULTIPOINT ((5.68061275197423 45.1854141453438))",PAIHABIT0000000338546645,Zone d'habitation,Lieu-dit habité,vouillant
"MULTIPOINT ((5.75789034184203 45.0530267531917))",PAIHABIT0000000007547039,Zone d'habitation,Lieu-dit habité,les guigniers
"MULTIPOINT ((6.21728012158525 45.1070573494136))",PAIOROGR0000000007455215,Détail orographique,Sommet,tête du vallon
"MULTIPOINT ((5.793087386667 45.1495128207209))",PAIHABIT0000000007545676,Zone d'habitation,Lieu-dit habité,la marèche
"MULTIPOINT ((5.77913156081752 45.4054555508947))",PAIE_NAT0000000007448639,Lieu-dit non habité,Bois,pierre percée
"MULTIPOINT ((6.12890059519354 45.0199541054636))",PAIHABIT0000000206282663,Zone d'habitation,Quartier,galibier 3
"MULTIPOINT ((5.72831596910031 45.1286571462195))",PAIE_NAT0000000007451050,Lieu-dit non habité,Lieu-dit non habité,les frettes
"MULTIPOINT ((5.71176847405813 45.2917007640926))",PAIE_NAT0000000007450025,Lieu-dit non habité,Bois,rocheplat
"MULTIPOINT ((5.97981527680477 45.0719419790296))",PAIHABIT0000000007546738,Zone d'habitation,Lieu-dit habité,le pouillard
"MULTIPOINT ((5.76410051846162 45.0519709317558))",PAIHABIT0000000007547047,Zone d'habitation,Lieu-dit habité,le petit david
"MULTIPOINT ((5.9263310802045 45.2563277729063))",PAIHABIT0000000007543837,Zone d'habitation,Château,tour de montfallet
"MULTIPOINT ((6.05871802810279 45.390771393221))",PAIHABIT0000000007540812,Zone d'habitation,Lieu-dit habité,le repos
"MULTIPOINT ((5.5533466122952 44.9731967169748))",PAIE_NAT0000000007451957,Lieu-dit non habité,Lieu-dit non habité,les sétérées
"MULTIPOINT ((5.64352242117031 44.7882023431625))",PAIHABIT0000000007548440,Zone d'habitation,Lieu-dit habité,la grande halte
"MULTIPOINT ((6.06831394988432 45.0910117338557))",PAIHABIT0000000206282798,Zone d'habitation,Quartier,le chavanu
"MULTIPOINT ((5.75226470316774 45.2943009041945))",PAIE_NAT0000000007450014,Lieu-dit non habité,Bois,la charmette
"MULTIPOINT ((5.60858434045719 44.9023654563999))",PAIE_NAT0000000007452397,Lieu-dit non habité,Lieu-dit non habité,la grange sarre
"MULTIPOINT ((5.65959767955605 44.7934938983636))",PAIHABIT0000000206291375,Zone d'habitation,Lieu-dit habité,malaterre
"MULTIPOINT ((5.82952132349985 45.0091222932049))",PAIOROGR0000000007455868,Détail orographique,Vallée,draye de chalanche
"MULTIPOINT ((6.01062639720847 45.3693544049692))",PAIHABIT0000000007541170,Zone d'habitation,Lieu-dit habité,mailles
"MULTIPOINT ((5.77259415922701 45.2611000094268))",PAIHABIT0000000007543902,Zone d'habitation,Lieu-dit habité,les forts
"MULTIPOINT ((5.56713037361803 45.2330807196791))",PAIE_NAT0000000007450594,Lieu-dit non habité,Lieu-dit non habité,les gélinottes
"MULTIPOINT ((5.99059040514689 45.1493865022673))",PAIOROGR0000000007454982,Détail orographique,Col,col de la portette
"MULTIPOINT ((5.99139137099676 44.960820924999))",PAIOROGR0000000007456192,Détail orographique,Vallée,combe folle
"MULTIPOINT ((5.7785637487305 45.2131671460539))",PAIHABIT0000000333980398,Zone d'habitation,Quartier,le clos du château
"MULTIPOINT ((5.9501837067173 45.1044819660232))",PAIE_NAT0000000007451108,Lieu-dit non habité,Lieu-dit non habité,les doliveaux
"MULTIPOINT ((6.08890498138484 45.4180397520815))",PAIHABIT0000000007540173,Zone d'habitation,Lieu-dit habité,l'oursière
"MULTIPOINT ((6.08890498138484 45.4180397520815))",PAIHABIT0000000007540173,Zone d'habitation,Lieu-dit habité,ourcières anciennes forges
"MULTIPOINT ((6.08890498138484 45.4180397520815))",PAIHABIT0000000007540173,Zone d'habitation,Lieu-dit habité,lorciere
"MULTIPOINT ((5.85672305526309 44.8172403616392))",PAIE_NAT0000000007452754,Lieu-dit non habité,Lieu-dit non habité,les lavavons
"MULTIPOINT ((6.11007558659946 45.2582204466239))",PAIOROGR0000000007454512,Détail orographique,Sommet,à-pic de badon
"MULTIPOINT ((5.93909426509579 45.2812115877294))",PAIHABIT0000000007543237,Zone d'habitation,Quartier,champvillage
"MULTIPOINT ((5.79263293693454 45.2042640363784))",PAIE_NAT0000000007450658,Lieu-dit non habité,Lieu-dit non habité,champ chamond
"MULTIPOINT ((5.43794369472079 45.0740900976102))",PAIOROGR0000000007455624,Détail orographique,Rochers,rochers du ranc
"MULTIPOINT ((5.7582306291898 45.1543579380411))",PAIHABIT0000000007545469,Zone d'habitation,Quartier,champ fila
"MULTIPOINT ((5.79764676104465 45.0924456386339))",PAIHABIT0000000007546539,Zone d'habitation,Lieu-dit habité,le plâtre
"MULTIPOINT ((5.31421293367524 45.0925863342515))",PAIHABIT0000000007546637,Zone d'habitation,Lieu-dit habité,le petit bois
"MULTIPOINT ((5.29081629808475 45.0911240455286))",PAIHABIT0000000007546918,Zone d'habitation,Lieu-dit habité,les sagnes
"MULTIPOINT ((5.90997092943681 45.2753912831611))",PAIE_NAT0000000007450137,Lieu-dit non habité,Lieu-dit non habité,les îles de mayaro
"MULTIPOINT ((5.74762413958457 44.9886319570178))",PAIHABIT0000000099717497,Zone d'habitation,Quartier,lotissement beauregard
"MULTIPOINT ((6.33020266202313 44.9466342354198))",PAIOROGR0000002009067756,Détail orographique,Pic,tête sud de la somme
"MULTIPOINT ((5.6976101670458 45.2603722957949))",PAIHABIT0000000007543919,Zone d'habitation,Lieu-dit habité,proveysieux
"MULTIPOINT ((5.46132208195556 45.1773403673595))",PAIOROGR0000000007454948,Détail orographique,Crête,ficoz
"MULTIPOINT ((5.3072993312175 45.1270865308761))",PAIHABIT0000000007546237,Zone d'habitation,Lieu-dit habité,bas gervan
"MULTIPOINT ((5.87708488033067 45.265694138399))",PAIHABIT0000000320345902,Zone d'habitation,Lieu-dit habité,les fontaines
"MULTIPOINT ((6.09985681183887 45.0369908463075))",PAIHABIT0000002203821373,Zone d'habitation,Ruines,le châtelard
"MULTIPOINT ((5.81052574781439 45.1702109219246))",PAIHABIT0000000037685880,Zone d'habitation,Lieu-dit habité,sous perroud
"MULTIPOINT ((5.97669953022186 44.8874832860572))",PAIOROGR0000000007456688,Détail orographique,Vallée,combe du pré du rat
"MULTIPOINT ((6.03131540437302 45.2562080872765))",PAIOROGR0000000007454526,Détail orographique,Col,col des oudis
"MULTIPOINT ((6.12491259388929 44.990189014553))",PAIE_NAT0000000007451700,Lieu-dit non habité,Lieu-dit non habité,méare
"MULTIPOINT ((6.08121806078454 44.8732354547353))",PAIOROGR0000000007456763,Détail orographique,Escarpement,le suc
"MULTIPOINT ((5.68128390685159 44.8275655772781))",PAIOROGR0000000007457159,Détail orographique,Versant,chantelouve
"MULTIPOINT ((5.66412145947146 44.8018963197864))",PAIE_NAT0000000007452930,Lieu-dit non habité,Lieu-dit non habité,verminaires
"MULTIPOINT ((6.15555083659765 44.9272428988234))",PAIOROGR0000000007456355,Détail orographique,Pic,tête de lauranoure (sommet est)
"MULTIPOINT ((6.07833047528753 44.8887402671751))",PAIE_NAT0000000007452334,Lieu-dit non habité,Lieu-dit non habité,la grande laisse
"MULTIPOINT ((5.55845820187345 44.9567353205214))",PAIOROGR0000000007456314,Détail orographique,Sommet,merlé
"MULTIPOINT ((5.35933467701965 45.1437130038254))",PAIE_NAT0000000007451075,Lieu-dit non habité,Bois,l'aberoux
"MULTIPOINT ((5.57236755524269 45.052053459767))",PAIE_NAT0000000007451552,Lieu-dit non habité,Lieu-dit non habité,l'aversin
"MULTIPOINT ((5.63722506750543 44.8427667498676))",PAIE_NAT0000000251636267,Lieu-dit non habité,Lieu-dit non habité,peuplière
"MULTIPOINT ((5.70708159330045 44.8746126339141))",PAIE_NAT0000000007452567,Lieu-dit non habité,Lieu-dit non habité,les mets
"MULTIPOINT ((5.88467154588341 45.1762025324415))",PAIHABIT0000000007545183,Zone d'habitation,Lieu-dit habité,les guimets
"MULTIPOINT ((5.6577648312195 45.3173742695584))",PAIHABIT0000000007542951,Zone d'habitation,Lieu-dit habité,pierrefit
"MULTIPOINT ((6.19270502931474 45.1400222138943))",PAIE_NAT0000000007450879,Lieu-dit non habité,Lieu-dit non habité,le serre du chargeoir
"MULTIPOINT ((6.02122107123992 45.2236278387256))",PAIHABIT0000000007544303,Zone d'habitation,Lieu-dit habité,habert d'aiguebelle
"MULTIPOINT ((5.7459759160973 44.8990776903372))",PAIE_NAT0000000007452377,Lieu-dit non habité,Lieu-dit non habité,pollagnier
"MULTIPOINT ((5.82042750468179 45.1219233594304))",PAIHABIT0000000007546072,Zone d'habitation,Lieu-dit habité,la faurie
"MULTIPOINT ((5.73397354739138 45.000354966365))",PAIE_NAT0000000007451757,Lieu-dit non habité,Lieu-dit non habité,les clapotis
"MULTIPOINT ((5.99768067610178 45.331211751539))",PAIHABIT0000000007542156,Zone d'habitation,Grange,grange décole
"MULTIPOINT ((6.07916809521615 44.8925473196544))",PAIOROGR0000000007456567,Détail orographique,Col,col de côte belle
"MULTIPOINT ((5.78753063530333 45.2704051362701))",PAIE_NAT0000000007450289,Lieu-dit non habité,Bois,pré de lâ
"MULTIPOINT ((5.75089227680155 45.235562942901))",PAIOROGR0000000007454656,Détail orographique,Col,col de vence
"MULTIPOINT ((6.35329273210918 44.9244478534639))",PAIOROGR0000000075590090,Détail orographique,Sommet,dôme de neige des écrins
"MULTIPOINT ((5.67875801609143 45.2320187838938))",PAIHABIT0000000007544413,Zone d'habitation,Quartier,le faubourg
"MULTIPOINT ((5.9813865762294 45.270417772905))",PAIHABIT0000000329253996,Zone d'habitation,Château,maison forte du baron des adrets
"MULTIPOINT ((5.7512418367089 44.7361104611964))",PAIE_NAT0000000007453111,Lieu-dit non habité,Lieu-dit non habité,bramefont
"MULTIPOINT ((5.78775138127152 44.8946359185733))",PAIHABIT0000000233704455,Zone d'habitation,Quartier,l'armet
"MULTIPOINT ((5.94108066411106 45.111378436858))",PAIOROGR0000000007455247,Détail orographique,Rochers,la balme
"MULTIPOINT ((6.1087859298058 45.3324837635372))",PAIE_NAT0000000353861436,Lieu-dit non habité,Arbre,sapins henri iv
"MULTIPOINT ((5.86345347863744 45.2278084738823))",PAIE_NAT0000000007450493,Lieu-dit non habité,Lieu-dit non habité,les marais
"MULTIPOINT ((5.78685543657057 45.383370870637))",PAIOROGR0000000007454034,Détail orographique,Col,col de l'aliénard
"MULTIPOINT ((6.14922493917745 45.168253689062))",PAIOROGR0000000012528618,Détail orographique,Sommet,cimes de la cochette
"MULTIPOINT ((5.27961892186547 45.0708980829374))",PAIHABIT0000000007547165,Zone d'habitation,Lieu-dit habité,faisan
"MULTIPOINT ((5.67355847309221 45.1246545668047))",PAIHABIT0000000007546141,Zone d'habitation,Quartier,les rochettes
"MULTIPOINT ((5.76323586194638 45.0552573960028))",PAIHABIT0000000007547040,Zone d'habitation,Lieu-dit habité,la croix
"MULTIPOINT ((6.00693262199833 44.8718561958108))",PAIE_NAT0000000007452420,Lieu-dit non habité,Bois,les méanes
"MULTIPOINT ((5.60274219340129 44.7652475420668))",PAIE_NAT0000000007453059,Lieu-dit non habité,Bois,forêt d'esparron
"MULTIPOINT ((5.59633264105684 45.1260219043446))",PAIHABIT0000000007546163,Zone d'habitation,Lieu-dit habité,les jailleux
"MULTIPOINT ((6.01798953596857 45.3864505728425))",PAIHABIT0000000007540825,Zone d'habitation,Grange,les teppes
"MULTIPOINT ((6.01798953596857 45.3864505728425))",PAIHABIT0000000007540825,Zone d'habitation,Grange,teppe
"MULTIPOINT ((6.01798953596857 45.3864505728425))",PAIHABIT0000000007540825,Zone d'habitation,Grange,teppes
"MULTIPOINT ((5.86346782629993 45.017041890071))",PAIE_NAT0000000007451660,Lieu-dit non habité,Bois,bois faudant
"MULTIPOINT ((5.65419447856544 44.7707506219775))",PAIHABIT0000000007548505,Zone d'habitation,Lieu-dit habité,fourchaux
"MULTIPOINT ((5.65419447856544 44.7707506219775))",PAIHABIT0000000007548505,Zone d'habitation,Lieu-dit habité,aux fourchaux
"MULTIPOINT ((5.99291679292446 45.3048112368316))",PAIHABIT0000000253557784,Zone d'habitation,Lieu-dit habité,bouquéron le haut
"MULTIPOINT ((5.68635728401894 44.9020979353942))",PAIE_NAT0000000007452385,Lieu-dit non habité,Lieu-dit non habité,grand pré
"MULTIPOINT ((6.07666142486261 44.9708667806309))",PAIOROGR0000000007456054,Détail orographique,Versant,côte de la traversette
"MULTIPOINT ((5.67972269682395 44.9355823727634))",PAIOROGR0000000007456400,Détail orographique,Sommet,les adrets
"MULTIPOINT ((5.93925924552795 45.1011097583711))",PAIOROGR0000000007455325,Détail orographique,Vallée,couloir du repars
"MULTIPOINT ((5.84881923541899 44.8128373425698))",PAIE_NAT0000000007452758,Lieu-dit non habité,Lieu-dit non habité,les crouzoux
"MULTIPOINT ((5.85014072243238 45.0635840373518))",PAIOROGR0000000007455511,Détail orographique,Sommet,grand rouchon
"MULTIPOINT ((5.91350826854854 44.8740198537122))",PAIE_NAT0000000007452436,Lieu-dit non habité,Lieu-dit non habité,les hochettes
"MULTIPOINT ((5.7724729973301 44.7897263870403))",PAIE_NAT0000000007452923,Lieu-dit non habité,Lieu-dit non habité,figaro et gravelle
"MULTIPOINT ((5.93827034291883 45.278487720625))",PAIHABIT0000000007543555,Zone d'habitation,Lieu-dit habité,les eymins
"MULTIPOINT ((5.58751631366928 45.0613607382097))",PAIE_NAT0000000007451453,Lieu-dit non habité,Lieu-dit non habité,roybonnet
"MULTIPOINT ((5.98455645793398 45.1659554289801))",PAIOROGR0000000007454888,Détail orographique,Col,col de belledonne
"MULTIPOINT ((5.74708359714585 44.9082898671821))",PAIE_NAT0000000007452298,Lieu-dit non habité,Lieu-dit non habité,les fraches
"MULTIPOINT ((5.93361226334681 45.1076501393504))",PAIHABIT0000000007546059,Zone d'habitation,Lieu-dit habité,livet
"MULTIPOINT ((6.13499141649017 44.9676910613228))",PAIOROGR0000000007456049,Détail orographique,Sommet,sommet du soreiller
"MULTIPOINT ((5.88487791097867 45.0357933432135))",PAIE_NAT0000000251629292,Lieu-dit non habité,Lieu-dit non habité,le crau
"MULTIPOINT ((6.06639709650737 45.0916871489349))",PAIHABIT0000000206282800,Zone d'habitation,Quartier,chalet arc-en-ciel
"MULTIPOINT ((6.06924865327843 45.090450749435))",PAIHABIT0000000206282761,Zone d'habitation,Quartier,les anémones des alpes
"MULTIPOINT ((5.530896914124 44.8976617482128))",PAIOROGR0000000007456735,Détail orographique,Vallée,ravin du clot du roux
"MULTIPOINT ((5.94371293682615 45.3086490878578))",PAIHABIT0000000007542914,Zone d'habitation,Grange,grange de la chaume
"MULTIPOINT ((5.85145963045819 44.8567071830075))",PAIHABIT0000000222812064,Zone d'habitation,Lieu-dit habité,les hoches
"MULTIPOINT ((5.65404675784997 45.2861699344304))",PAIOROGR0000000007454467,Détail orographique,Rochers,grande roche
